signedmotion_cohright	signedmotion_abs	signedcolor_cohright	missed_trial	signedcolor_abs	rt_reg.1	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	cosine04	intercept
0.0073604640782806	0.0073568218623477	-0.0018534800287925	1.9798718865141482e-16	0.001854091257227	-1.736554382790211e-05	-0.0074234492866755	-4.260661128218402e-16	2.7730308403797976e-16	5.5107599311564405e-05	-0.0125749370210715	1.637755574113937e-16	-4.408135287733603e-16	0.0001581290410834	-0.0230112600941666	5.651652387888103e-16	-7.335975766094177e-16	0.0005295180911222	-0.0010339778320275	5.243056811871912e-16	5.220450558004349e-16	1.069110157911409e-06	-0.0001656358608119	-4.848679693319559e-16	-4.482521936714355e-16	2.7435237964650877e-08	0.000262914635103	-3.078272007185398e-16	-7.891645361005937e-16	6.912410466597024e-08	0.1117980110000031	0.111781847700002	0.1117549107000031	0.1117172025000029	0.1116687268000029	1
0.0525801746967585	0.0525882858635444	-0.0130729936368441	-3.050078874652899e-15	0.0130710186445423	0.0178203816147097	-0.0084767438074213	-0.0010532945207452	1.109429348241053e-06	7.185518557590722e-05	-0.0876147389342947	-0.0750398019132222	0.005630971871176	0.0076763424785238	-0.0194352369212689	0.0035760231728989	1.2787941732722856e-05	0.0003777284341854	-0.0004029735164408	0.0006310043155865	3.981664466671508e-07	1.623876564068085e-07	-0.0001580670714137	7.568789397819047e-06	5.728602552346672e-11	2.4985198749518053e-08	0.0003349679097262	7.205327462218259e-05	5.191674632558218e-09	1.1220350003594805e-07	0.1117549107000029	0.1116094882000021	0.1113672575000031	0.111028428800003	0.1105932959000029	1
1.2523257628199036	1.2523087259747316	-0.3133711380828986	-4.0105409736978814e-15	0.3133772212197431	0.2667115615588956	-0.0160728927584595	-0.0075961489510383	5.770147888614928e-05	0.0002583378816254	-0.0014170573143003	0.0861976816199953	0.0074300403166619	2.008051430502204e-06	0.0073866741563798	0.0268219110776481	0.0007194149138574	5.456295509288999e-05	-0.0010759802287143	-0.0006730067122727	4.5293803517878965e-07	1.1577334532452563e-06	-0.0001331565148421	2.491055657171508e-05	6.205353676319436e-10	1.7730657586625074e-08	0.0002904279314342	-4.453997829169576e-05	1.98380909972719e-09	8.434838349253042e-08	0.1116687268000033	0.1112650350000025	0.1105932959000022	0.1096551279000016	0.1084527911000027	1
2.3391589364350702	2.339191481165783	-0.5838069212461576	-3.741762809975364e-15	0.5837888325996916	0.3770763833878497	-0.0084294294312164	0.0076434633272422	5.842253163527096e-05	7.105528053706823e-05	-0.0016527500297343	-0.0002356927154354	5.555105399709027e-08	2.731582659828833e-06	0.0009266753335742	-0.006459998822806	4.173158479063236e-05	8.587271751511697e-07	-0.0006519424324203	0.0004240377962941	1.7980805598268306e-07	4.2502893635657916e-07	-0.0002141759186398	-8.101940379740165e-05	6.564142579026535e-09	4.58713253455017e-08	0.0005389301120755	0.0002485021806409	6.175333317347507e-08	2.904456692624566e-07	0.1115394925000037	0.1107490191000026	0.1094357105000019	0.1076057667000006	0.1052678267000029	1
1.526528141401847	1.526476768736839	-0.3842206602058413	2.4629693671288205e-14	0.3842729702409415	0.1963292844482492	-0.0160363017910748	-0.0076068723598593	5.786450709928079e-05	0.0002571629751349	0.0665401279333106	0.0681928779630439	0.0046502686048813	0.0044275886253833	-0.0005789697399332	-0.0015056450735084	2.2669670861381967e-06	3.352059599027023e-07	-0.0011999813776061	-0.0005480389451863	3.003466864205779e-07	1.439955306278657e-06	-0.0001222324360923	9.194348254686536e-05	8.453604001481542e-09	1.4940768106144e-08	0.0003879265438531	-0.0001510035682217	2.2802078240065843e-08	1.5048700529087697e-07	0.1113672575000033	0.1100622363000025	0.1078985167000021	0.1048929802000013	0.1010690755000024	1
0.5039414180487518	0.5039820735478798	-0.1309557243963238	-1.2681610007608539e-15	0.130807950902171	0.0559160402812913	-0.0160432650272076	-6.963236132039534e-06	4.848630434899056e-11	0.000257386352734	-0.0337804013837938	-0.1003205293171049	0.0100642086024646	0.0011411155176492	-0.0375375216145971	-0.0369585518746627	0.0013659345566718	0.0014090655289681	-0.0005769762711011	0.0006230051065063	3.881353625819401e-07	3.329016179094329e-07	-0.0001221119737128	1.2046237880353318e-07	1.337908878502384e-14	1.4911334032546074e-08	0.0003879649885784	3.844472463095931e-08	1.968171343183118e-15	1.5051683301479446e-07	0.1111520884000034	0.109205745400002	0.1059870468000027	0.1015334935000021	0.0958969739000026	1
1.0571906495080152	1.0573599116269607	-0.5350152236876846	-1.6642968921150702e-15	0.5354241845415846	0.2394898744723327	-0.0161398453464591	-9.658031925130002e-05	9.327758483520388e-09	0.0002604946078078	0.0557289241344718	0.0895093255182663	0.008011919354735	0.0031057129851862	0.0191477527636299	0.0566852743782275	0.0032132203313362	0.0003666364358967	-0.0004640060242521	0.0001129702468501	1.276227470359047e-08	2.153015905765898e-07	6.495689724040446e-05	0.0001870688709537	3.4994763918111536e-08	4.219399091799791e-09	0.0001860152010817	-0.0002019497874955	4.0783716058582485e-08	3.4601654940172104e-08	0.1108940680000031	0.1081808673000025	0.1037079311000023	0.0975480191000017	0.0898013320000023	1
2.1256356387931423	2.1244815132397123	-1.1148970968287273	-2.2192807462096408e-15	1.1137859052583925	0.425631236354641	-0.0160394421475731	0.0001004031988854	1.0080801446263292e-08	0.000257263704407	-0.0303475216943945	-0.0860764458288682	0.0074091545265289	0.0009209720729902	-0.0197657941914578	-0.0389135469550882	0.0015142641366261	0.0003906866200197	-0.0005830547526083	-0.0001190487283574	1.4172599335623126e-08	3.399528433979684e-07	0.0002808867081845	0.0002159298109435	4.6625683524326846e-08	7.889734726042467e-08	0.0003880821212107	0.0002020669201278	4.0831039533619215e-08	1.506077325509269e-07	0.1105932959000035	0.1069891821000027	0.1010690755000018	0.0929611287000008	0.0828408542000023	1
1.431413144774386	1.434822524032268	-0.7644908857512085	-1.6764710993189397e-15	0.7674551393410269	0.245055127351749	-0.0161382085401139	-9.87663925400552e-05	9.754800846468738e-09	0.0002604417748844	0.0451022508884914	0.0754497725828872	0.0056926681828089	0.0020342130352085	0.0264347016718047	0.0462004958632622	0.002134485818012	0.0006987934524776	-0.0008639924808344	-0.0002809377282244	7.892600535660355e-08	7.464830078678189e-07	-0.0001220508997136	-0.0004029376079009	1.623587176931389e-07	1.4896420948993024e-08	0.0001174472718261	-0.0002706348493843	7.324322216467423e-08	1.3793862200906391e-08	0.1102498879000032	0.1056325273000029	0.098079633600002	0.087801102100001	0.075082573700002	1
0.4003833538199181	0.4526951111571843	-0.3441903612152547	-1.348394313330949e-15	0.3365766174662578	0.0959232927042373	-0.0133819164946093	0.0027562920455047	7.597145838996509e-06	0.0001790756890691	1.463157185934632e-05	-0.0450876193166334	0.0020328934156407	2.1408311054092339e-10	-0.0233142609011171	-0.0497489625729231	0.002474959277082	0.0005435547613658	-0.0004239974137673	0.0004399950670654	1.935956569720629e-07	1.7977380618371786e-07	-0.0001220089400575	4.1959658125076e-08	1.5316352585485114e-15	1.4886181263736921e-08	4.197414390768665e-05	-7.547312791787901e-05	5.696192377393163e-09	1.7618283271327574e-09	0.1098639765000028	0.1041129948000021	0.0947499750000023	0.0820997524000019	0.0666012069000017	1
