bids_name	aor	aqi	dummy_trs	dvars_nstd	dvars_std	dvars_vstd	efc	fber	fd_mean	fd_num	fd_perc	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	gcor	gsr_x	gsr_y	size_t	size_x	size_y	size_z	snr	spacing_tr	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_fg_k	summary_fg_mad	summary_fg_mean	summary_fg_median	summary_fg_n	summary_fg_p05	summary_fg_p95	summary_fg_stdv	tsnr
sub-01_ses-01_task-ParallelAdaptation_run-01_bold	0.0003960886571056062	0.005690998800521511	3	20.945688583877295	1.0876040766449075	0.985778036436032	0.5275422416342554	5856.90380859375	0.1077533059301465	9	1.1734028683181226	2.0527092390256207	1.9543649283143218	2.11630298783822	2.08745980092432	0.0119177	-0.01522843074053526	0.03969961777329445	767	84	84	48	4.300723280356028	1.0	2.4761905670166016	2.4761908054351807	2.500000238418579	23.5212578389679	40.125003828043305	186.93606567382812	58.1253662109375	205230.0	26.454804515838624	789.7373260498039	325.9046936035156	3.5781607572208545	818.0122004317564	4825.45068359375	4605.4697265625	75918.0	3567.155065917969	6910.243017578125	1070.852294921875	63.46477127075195
sub-01_ses-01_task-ParallelAdaptation_run-02_bold	0.00020926988265971316	0.006546051994784876	3	21.64105209926894	1.094085209386424	0.9842426714882522	0.5289570160687309	5648.70703125	0.1036509132348175	25	3.259452411994785	2.053045097883676	1.953197812972516	2.1212056794940293	2.0847318011844824	0.0303248	-0.015162099152803421	0.04014420509338379	767	84	84	48	4.304431206637465	1.0	2.4761905670166016	2.4761908054351807	2.500000238418579	21.567703097265664	41.1102612210359	191.49058532714844	59.195472717285156	205128.0	26.46137762069702	814.0687255859369	330.8213806152344	3.640456399941253	808.781228000741	4819.99853515625	4600.583984375	75931.0	3573.7352294921875	6902.81591796875	1068.7947998046875	59.121376037597656
sub-01_ses-01_task-ParallelAdaptation_run-03_bold	0.0003389453125	0.007032896588541666	2	21.792555332790105	1.092765239478488	0.9802026742633637	0.5295148736110457	5667.31103515625	0.09342567487425439	22	2.8645833333333335	2.060777328037522	1.9668680047787883	2.1328081779513126	2.082655801382465	0.0188386	-0.014697774313390255	0.040377140045166016	768	84	84	48	4.297236985419452	1.0	2.4761905670166016	2.4761908054351807	2.500000238418579	19.978143705045902	40.90577309060818	193.30653381347656	59.26029968261719	204978.0	26.70512580871582	827.9255401611329	333.24066162109375	3.6216280535417607	818.0569029156395	4815.42431640625	4597.24658203125	75996.0	3561.1727905273438	6890.3270263671875	1069.8074951171875	58.38031768798828
sub-02_ses-01_task-ParallelAdaptation_run-01_bold	0.003211092327698309	0.010079099986996099	1	26.544011545794277	1.1540383632812508	1.025245570963541	0.5221580201942235	4203.1015625	0.1665233828176472	284	36.93107932379714	1.942806118798545	1.8503543552063297	2.064728001189305	1.913336	0.0140032	-0.011160675436258316	0.033103711903095245	769	84	84	48	5.243292033244621	1.0	2.4761905670166016	2.4761905670166016	2.5	17.457017975810942	42.83841179681534	172.94126892089844	58.45454788208008	210649.0	22.779812240600585	728.9953124999981	294.18902587890625	2.9183379270226917	713.934321012214	3988.41748046875	3915.04541015625	69130.0	2965.26123046875	5200.395776367188	746.6715698242188	47.86194610595703
sub-02_ses-01_task-ParallelAdaptation_run-02_bold	0.0003855759162303664	0.008009090157068063	6	25.530740082870235	1.1116996380340756	0.9814350375360423	0.5219527607748625	4262.92431640625	0.14723987351050263	181	23.691099476439792	1.9401363752925442	1.8438483939065053	2.0643847319711273	1.9121759999999999	0.0119917	-0.010469633154571056	0.03406749293208122	764	84	84	48	5.292941315130855	1.0	2.4761905670166016	2.4761905670166016	2.5	18.13962434080104	38.8848930725126	173.46067810058594	57.78064727783203	210894.0	24.99349126815796	735.0312561035155	298.93865966796875	2.9389285905443447	711.7131324101975	3994.418701171875	3926.699951171875	68863.0	2974.3758056640627	5202.200683593749	741.8694458007812	52.36033248901367
sub-02_ses-01_task-ParallelAdaptation_run-03_bold	0.00039732119635890766	0.01409270287386216	1	26.012595335533874	1.0628484284114574	0.94893923953125	0.5231927517069768	4234.3876953125	0.1623559441329899	236	30.689206762028608	1.9576376954459525	1.8548653165793303	2.0827637697585266	1.935284	0.01491	-0.009704364463686943	0.03415091335773468	769	84	84	48	5.323331020817186	1.0	2.4761905670166016	2.4761905670166016	2.5	18.095640120230193	39.03580495928834	178.0404052734375	58.13734436035156	210996.0	25.24431800842285	754.9732055664062	308.6405029296875	2.8565613795196114	706.1490305296146	3996.415283203125	3928.863525390625	68887.0	2979.6706298828126	5200.267578125	738.0407104492188	42.443328857421875
sub-03_ses-01_task-ParallelAdaptation_run-01_bold	0.0008167662337662338	0.010996675376623376	0	31.77231923061112	1.1980109073081944	0.976483329219765	0.5581728445046975	4805.97119140625	0.1503503836916182	207	26.883116883116884	1.9172146838129969	1.8142464719153746	2.0262535795236154	1.9111440000000002	0.0161724	-0.010404248721897602	0.049647796899080276	770	84	84	48	5.125340491198246	1.0	2.4761905670166016	2.4761905670166016	2.5	14.648547535719135	40.45090665335751	237.71360778808594	60.058929443359375	200434.0	27.67051944732666	1082.9912231445312	434.4836120605469	3.1722597517464663	782.5005110386273	4393.326171875	4309.55859375	80082.0	3273.839245605469	5765.4168701171875	840.828369140625	47.36312484741211
sub-03_ses-01_task-ParallelAdaptation_run-02_bold	0.0003175812743823147	0.008899793498049414	1	29.874603452799487	1.1942932860677082	0.9755519386588541	0.5610151767853198	4587.92333984375	0.13688353703483827	105	13.65409622886866	1.8943410048714782	1.7967478187110675	1.9991231959033675	1.887152	0.00800249	-0.012552684172987938	0.05045577138662338	769	84	84	48	5.1355575461011345	1.0	2.4761905670166016	2.4761905670166016	2.5	13.613036827133556	42.61789688707286	246.62472534179688	61.041805267333984	200153.0	26.83948631286621	1133.1066406249993	447.3053894042969	3.2265300358821474	774.5346008033339	4373.1123046875	4292.92822265625	79978.0	3265.3555419921877	5739.228247070312	835.9172973632812	50.213623046875
sub-03_ses-01_task-ParallelAdaptation_run-03_bold	0.0002749674902470741	0.011138108985695708	1	29.05884429066404	1.1658267396354167	0.9712833109895835	0.5626880245796435	4571.3466796875	0.13147260252713208	60	7.802340702210663	1.9007925303602757	1.8000593570511396	2.008262234029688	1.8940560000000002	0.00967818	-0.012766162864863873	0.052062712609767914	769	84	84	48	5.159083045756008	1.0	2.4761905670166016	2.4761905670166016	2.5	12.918953525676246	41.492592165950725	252.0729522705078	61.133548736572266	200061.0	27.940515518188477	1167.9815673828125	454.2380065917969	3.22082947178537	772.1476329493457	4364.435546875	4283.96630859375	80128.0	3260.1702270507812	5720.186596679688	830.368408203125	47.500267028808594
sub-04_ses-01_task-ParallelAdaptation_run-01_bold	0.00036625814863103	0.008033064485006517	3	31.95741077515668	1.1851766247650128	0.9765348499086175	0.5611975051363219	3498.79248046875	0.204975729727613	397	51.76010430247718	1.909959928070658	1.8113428181757258	1.9745289660362477	1.9440079999999997	0.0103304	-0.009020055644214153	0.04451734945178032	767	84	84	48	4.6464826528705885	1.0	2.4761905670166016	2.4761905670166016	2.5	21.66514255411763	37.8938994074706	165.7382354736328	53.888458251953125	195074.0	23.48015480041504	651.9622314453126	291.09002685546875	2.5959940459491104	606.2058593966908	3419.765869140625	3302.8056640625	83520.0	2518.89072265625	4718.657373046875	710.814208984375	50.93964385986328
