trial_type.1	trial_type.1_derivative	trial_type.2	trial_type.2_derivative	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	intercept
4.8988536372701705e-05	0.0014682917454446	-8.328632235575071e-08	-2.0239698288256426e-07	0.0003204711086796	-6.371509556458383e-06	4.059573912418295e-11	1.027017310797047e-07	-0.0402062633247332	-0.010167859688082	0.000103385370636	0.0016165436105383	0.0445436473217712	0.0068170689313903	4.647242881400192e-05	0.0019841365167298	0.0010769996827835	-0.0004120011844369	1.6974497568857845e-07	1.1599283168162451e-06	-0.0010899998727458	0.000208003180132	4.3265324257850674e-08	1.1880997243253862e-06	1.0868963989009512e-06	-8.799873181395607e-07	7.74136328267045e-13	1.1817093385195813e-12	0.1413732884000014	0.1369525504000015	1
-0.0001959329826942	-0.0036207925846037	1.848793731478919e-07	5.507662063008905e-07	-0.0041116268800186	-0.0044320979886982	1.96434925817218e-05	1.6905475600122627e-05	-0.0373345271400037	0.0028717361847299	8.246868714306479e-06	0.001393866916768	0.0444948871745058	-4.876014726597691e-05	2.377550377347548e-09	0.0019797949846752	0.0012809993194498	0.0002039996366686	4.161585069420844e-08	1.6409592596126784e-06	-0.0010729964781855	1.7003394559044528e-05	2.891146197788784e-10	1.1513214423772504e-06	1.186586867055198e-06	9.969046805537579e-08	1.0354675159488121e-14	1.4081771589589417e-12	0.1406424190000017	0.1340669174000013	1
0.0211542082041414	0.0446617377134961	-3.875968908956711e-07	-1.4782625156004055e-06	0.0001981819473966	0.0043098088274161	1.8574452129777813e-05	3.9276083752961584e-08	-0.0503089005890167	-0.0129743734490121	0.0001683343663939	0.0025309854784764	0.0237112003127002	-0.0207836868618066	0.0004319616395692	0.00056222102027	0.0008969758637274	-0.0003840234557222	1.4747401573102405e-07	8.045656991212718e-07	-0.000962023365312	0.0001109731128749	1.2315031798458329e-08	9.254889569629592e-07	-5.106880243101514e-05	-5.225538929824549e-05	2.7306254411041687e-09	2.608023443170004e-09	0.1397670300000017	0.1306303747000013	1
0.2628675223985827	0.1827489022329096	7.390899594365922e-07	3.913637334948279e-06	0.0001407433945961	-5.743855280129297e-05	3.299186372236256e-09	1.9808703414603186e-08	-0.0065005443113064	0.0438083562777081	0.001919172079755	4.225707634206338e-05	-0.031861625710419	-0.0555728260231198	0.0030883389922024	0.0010151631929093	0.0006800189161309	-0.0002169569475972	4.7070318082471104e-08	4.624257273290331e-07	-0.0005499763119344	0.0004120470533783	1.697827748377837e-07	3.024739440165496e-07	6.96869778809766e-05	0.0001207557803105	1.4581959357235516e-08	4.8562754181365395e-09	0.1387480210000017	0.1266570438000017	1
0.6737230000767627	0.1934249369869548	-1.1587439288339866e-06	-1.0215995575235832e-05	7.288111810102135e-05	-6.786227649487701e-05	4.605289007059935e-09	5.311656618858662e-09	-0.076296335207034	-0.0697957908957267	0.0048714524267615	0.0058211307660267	-0.0353633642684703	-0.0035017385580507	1.2262172928025708e-05	0.0012505675323835	0.000828000246694	0.0001479813305644	2.1898473599196752e-08	6.855844102951856e-07	-0.0005499997342686	-2.3422334999186045e-08	-1.6577939884299552e-16	3.024997079772935e-07	2.276927163957512e-07	-6.945928516545626e-05	4.824591872402121e-09	5.3097972215685263e-14	0.1375864390000013	0.1221632519000018	1
0.9707402808896572	0.0818906157786066	8.85083302981988e-07	2.6264240599441857e-05	5.75057011641953e-05	-1.5375416936577387e-05	2.3640366644791987e-10	3.3069059549051852e-09	-0.0227269350245516	0.0535694001824842	0.0028696806359127	0.0005165135756091	-0.0180523791501841	0.0173109851182878	0.0002996702057648	0.0003258883929812	0.000496999880456	-0.0003310003662355	1.0956124311559077e-07	2.4700888212848426e-07	-0.0003359999096493	0.0002139998246197	4.5795925932020304e-08	1.128959397101507e-07	8.3464516807739e-08	-1.4422819976711033e-07	2.0688260332361064e-14	7.20428073789701e-15	0.1362834776000008	0.1171674649000019	1
0.927665646843378	-0.1236691698455189	3.411791247918992e-06	-6.631128383136893e-05	7.254913035065796e-05	1.5043429186851724e-05	2.2630358588342843e-10	5.263375315207805e-09	-0.0608493276459843	-0.0381223926214325	0.0014533168191817	0.0037026406749697	-0.0387265974576045	-0.0206742183074217	0.0004274233026231	0.0014997493506426	0.0007690000744823	0.0002720001940249	7.398410690246754e-08	5.913611154493079e-07	-0.0002630000505101	7.299985913860501e-05	5.328978661672483e-09	6.916902652081396e-08	1.0115487990809034e-07	1.7690363391730852e-08	1.7851241348938834e-16	1.1119901829412047e-14	0.134840475800001	0.1116902118000015	1
0.5572642825346781	-0.2077142364500837	-2.449094638071618e-05	0.0001644845828872	0.0067436470656622	0.0066710979353117	4.450354766162573e-05	4.547677574608632e-05	-0.0350952879491061	0.0257540396968791	0.0006632705607075	0.0012316792362304	-0.0385396575791657	0.0001869398784396	3.4946517215618646e-08	0.0014853052063183	0.0009580031360692	0.000189003061587	3.5722157008487066e-08	9.177700136822638e-07	-5.2936241076613536e-05	0.0002100638094348	4.4126805003724876e-08	2.8022434289019287e-09	0.0001330255377958	0.0001329243829168	1.766889191974508e-08	1.7695793266228205e-08	0.1332589162000017	0.1057539996000013	1
0.1988592728851315	-0.1422464888661204	0.000109155677297	-0.0003934876190354	0.0108871488321133	0.0041435017664505	1.7168606887102064e-05	0.0001185300096933	-0.0508457176921849	-0.015750429743079	0.00024807603709	0.0025852870076341	-0.038628838723782	-8.918114461633667e-05	7.9532761384535e-09	0.001492187181147	0.0007500000172197	-0.0002080031188505	4.326529727381076e-08	5.625000271280012e-07	-3.1000011380162235e-05	2.1936229696002884e-05	4.811977497102071e-10	9.610007981370207e-10	1.1631487423755944e-08	-0.0001330139063093	1.7692699928334453e-08	-7.440434374883172e-16	0.1315404241000023	0.0993832215000011	1
-0.0059537191087419	-0.0684020635195233	-0.0003812680809387	0.0009055152481034	0.0177003880271832	0.0068132391950696	4.642022832928797e-05	0.0003133037363163	-0.0465833685017018	0.004262349190484	1.8167620619863017e-05	0.0021700102209657	-0.0520465128177335	-0.0134176740939511	0.0001800339780913	0.0027088394964857	0.0007499893476603	-1.0669557282118072e-08	-6.852587179636604e-17	5.624840221068096e-07	-0.0002110397120712	-0.0001800397006891	3.241429400445574e-08	4.4537762222797745e-08	-0.0001059210513252	-0.0001059326828111	1.122173442698568e-08	1.1219268677706208e-08	0.1296867653000025	0.0926040565000005	1
