trial_type.Task	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	cosine04	intercept
-0.0005161221128319	0.2051110000000026	5.200767247346615e-16	7.13370185611745e-17	0.0420705223210009	-0.4270530000000041	-7.716679554449632e-16	-5.423515097711759e-16	0.1823742648090041	-0.6251200000000083	-9.244439580535573e-16	-1.1718468269570196e-15	0.3907750144000074	-0.0168534	6.396941097778004e-17	-6.859886464919297e-17	0.0002840370915596	-0.0063807300000006	-1.0613884583889426e-16	-1.2116425626008135e-16	4.071371533318322e-05	0.0028304800000002	-1.5864209250011048e-16	-1.788681158419349e-16	8.011617030595145e-06	-4.329727223463772e-15	-4.583557502068558e-15	-1.8615378672240737e-15	-2.3999807833023306e-15	-4.822520607474699e-16	1
0.00159458910144	0.0349622999999998	-0.1701487000000031	0.0289505801116904	0.0012223624212897	-0.1412140000000004	0.2858390000000062	0.0817039339210013	0.0199413937959992	-0.0628089000000013	0.5623111000000076	0.3161937731832191	0.0039449579192091	-0.0122911999999998	0.0045622	2.0813668839926957e-05	0.0001510735974396	-0.0031119500000002	0.0032687800000006	1.068492268913798e-05	9.684232802450056e-06	-0.0004094449999996	-0.0032399250000006	1.0497114005424324e-05	1.676452075868416e-07	0.1515948963000006	0.151520767199999	0.1513972455000002	0.1512243715000003	0.151002201500001	1
-0.0046896746430589	0.058742499999999	0.0237802000000017	0.0005654979120406	0.0034506813062474	-0.1612770000000019	-0.020063000000001	0.0004025239689996	0.0260102707290011	-0.0752992999999997	-0.012490400000002	0.000156010092159	0.0056699845804888	-0.0123594000000003	-6.819999999924872e-05	4.651240158594876e-09	0.0001527547683601	-0.0029656700000019	0.0001462800000005	2.1397841103122264e-08	8.795198552168223e-06	-3.4372400000764244e-05	0.0003750726000003	1.4067945610910782e-07	1.1814614964656614e-09	0.1513972455000016	0.1507308081000001	0.1496222512000012	0.1480748265000014	0.1460930728000019	1
0.0126937288350079	0.035437999999998	-0.0233045000000004	0.0005430997202492	0.0012558518439958	-0.2111080000000039	-0.049831000000001	0.0024831285609987	0.0445665876640045	0.0480502000000023	0.1233495000000002	0.0152150991502482	0.0023088217200388	-0.0130472	-0.0006877999999994	4.7306883983456754e-07	0.0001702294278407	-0.0031149900000012	-0.0001493200000017	2.2296460938875493e-08	9.703162702340868e-06	-0.0008968640000027	-0.0008624916000012	7.438917589560697e-07	8.043650344445838e-07	0.1510022015000031	0.1491550082999993	0.146093072800001	0.1418413320000013	0.1364344127000018	1
-0.0285388966833107	0.0923124000000011	0.0568744000000036	0.0032346973753601	0.0085215791937616	-0.120487000000002	0.0906210000000008	0.0082121656409997	0.0145171171689989	-0.1174829999999999	-0.1655332000000057	0.0274012403022434	0.013802255288999	-0.0129978000000025	4.939999999939434e-05	2.440360037214204e-09	0.0001689428048456	-0.0030686100000012	4.6379999998790986e-05	2.151101069786097e-09	9.416367331761148e-06	0.0002889399999991	0.0011858040000015	1.4061311279333904e-06	8.34863242463747e-08	0.1504102795000007	0.1468015834000005	0.1408510868000008	0.1326537128000012	0.1223402273000014	1
0.501349551691953	0.0615638000000006	-0.0307486000000009	0.0009454764019591	0.0037901014704401	-0.0470427999999984	0.0734442000000003	0.0053940505136407	0.0022130250318368	-0.2171430000000025	-0.0996600000000025	0.0099321155999992	0.0471510824490017	-0.0102795000000021	0.0027183000000017	7.389154891815919e-06	0.0001056681202504	-0.0022352000000006	0.0008334100000027	6.945722304642832e-07	4.9961190396889965e-06	0.0004051049999989	0.0001161650000019	1.3494308111709452e-08	1.6411006154370647e-07	0.1496222512000018	0.1436828030000008	0.1339577505000013	0.1207033191000014	0.1042687229000009	1
1.1358112707765256	0.0788983000000011	0.017334500000001	0.0003004848902478	0.0062249417428908	-0.0449003999999978	0.0021423999999994	4.589877760291001e-06	0.0020160459201567	-0.2351970000000028	-0.0180540000000003	0.0003259469159981	0.0553176288090023	-0.0095164900000005	0.0007630099999983	5.821842605725408e-07	9.056358191923152e-05	-0.0019703700000017	0.0002648300000006	7.013492892861776e-08	3.88235793800803e-06	0.0004051049999985	-1.5398462549336612e-15	2.429970154730379e-15	1.6411005947990206e-07	0.1486391440000023	0.1398149270000011	0.1254938820000016	0.1062390414000009	0.082807409700001	1
1.095767633332465	0.0235080999999987	-0.055390200000002	0.003068074256041	0.0005526307656076	-0.0657432999999995	-0.0208429000000005	0.0004344264804087	0.0043221814948883	-0.1460130000000019	0.0891840000000019	0.0079537858559963	0.0213197961690008	-0.009145820000003	0.0003706699999998	1.3739624753067717e-07	8.36460234739768e-05	-0.0011363899999991	0.0008339800000009	6.955226415305326e-07	1.2913822285330198e-06	0.0004603770000011	5.527200000270336e-05	3.054991923771715e-09	2.1194698472010118e-07	0.1474622397000022	0.1352181207000005	0.1155587126000014	0.0895621267000009	0.0586540018000005	1
1.032633509967898	0.1334390000000036	0.1099309000000046	0.0120848027748143	0.0178059667210048	-0.155004000000002	-0.0892607000000018	0.0079674725644915	0.0240262400160013	-0.0121274999999984	0.133885500000001	0.0179253271102489	0.0001470762562483	-0.0091457299999984	9.000000071214348e-08	6.966886882354981e-15	8.364437723205053e-05	-0.0007569039999988	0.0003794860000003	1.4400962381372614e-07	5.729036602858058e-07	0.0010038499999985	0.0005434729999974	2.9536289882137865e-07	1.0077148192903516e-06	0.1460930728000014	0.1299163498000005	0.1042687228999999	0.0710199045000003	0.0325937340000004	1
0.9916308864292352	0.046953200000002	-0.0864858000000038	0.0074797936016444	0.0022046029902387	-0.0350986000000002	0.1199054000000022	0.014377304949162	0.0012319117219583	-0.1398930000000004	-0.127765500000003	0.0163240229902483	0.0195700514490002	-0.005638699999996	0.00350703	1.2299259420035048e-05	3.179493768697945e-05	-0.000507864	0.0002490399999971	6.20209187830657e-08	2.57925842364484e-07	0.0008011810000008	-0.0002026689999968	4.107472315619338e-08	6.418909954522737e-07	0.1445334284000011	0.1239372551000011	0.0917562776999999	0.0509985531000007	0.0054738337999993	1
1.0213786679869636	0.0533729999999999	0.0064198000000005	4.121383203873709e-05	0.0028486771289986	-0.0682065	-0.0331079000000016	0.0010961330424097	0.0046521266422485	-0.1685310000000018	-0.0286380000000011	0.0008201350439999	0.0284026979610007	-0.0067165899999975	-0.0010778900000032	1.1618468513677949e-06	4.511258122865914e-05	1.46890000054054e-05	0.0005225530000011	2.730616384439736e-07	2.1576484792476282e-10	0.0005577130000008	-0.0002434680000028	5.9276664175049305e-08	3.110437910994123e-07	0.1427853400000018	0.1173120090000008	0.0781680741000007	0.0299150566000001	-0.0218240225000006	1
0.4395263661780929	0.0835257000000019	0.0301527000000013	0.0009091853172863	0.0069765425604919	-0.0611824000000003	0.0070241000000009	4.933798080792209e-05	0.0037432860697585	-0.0465578000000003	0.121973200000002	0.0148774615182378	0.0021676287408386	-0.0049521199999986	0.0017644700000015	3.113354380279383e-06	2.452349249214764e-05	-0.0005078639999979	-0.0005225530000027	2.730616360694503e-07	2.5792584456637096e-07	0.001003850000001	0.0004461370000007	1.9903822667749738e-07	1.007714821493855e-06	0.1408510868000008	0.1100751524000007	0.0636634212999997	0.0082085200999994	-0.048412373100001	1
-0.147661383412582	0.0752359000000024	-0.0082898000000008	6.872078403804578e-05	0.0056604406488123	-0.0494134000000005	0.011769	0.0001385093609995	0.0024416840995587	-0.0256591000000001	0.0208986999999993	0.0004367556616886	0.0006583894128083	-0.0048120099999971	0.0001401099999978	1.9630812658207163e-08	2.315544023786486e-05	-0.000659264	-0.0001513999999997	2.2921960407632967e-08	4.346290245105983e-07	0.0010038500000003	-4.670096328376346e-16	8.804678233670778e-16	1.0077148246999202e-06	0.1387331906000008	0.1022644149000008	0.0484123730999995	-0.0136689749000008	-0.0734268222000012	1
