parametric loss	parametric gain	distance from indifference	rt_reg.1	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	intercept
-0.0003275856913328	-9.979637827998644e-05	-7.230670067078262e-05	-0.0005734970733583	0.0115237000000049	-1.5599790680887249e-15	-3.2060761437213233e-16	0.0001327956616917	-0.0716418000000064	1.966014188449887e-15	7.463448648468225e-16	0.0051325475072419	-0.0270134999999992	-2.408817172241015e-16	3.227729766716579e-16	0.0007297291822492	0.0035464500000074	-1.1039474915480101e-15	6.662642746844379e-16	1.2577307603764266e-05	7.271967435533196e-17	-3.4121980751824915e-16	6.363023227165016e-16	1.7856407227086007e-15	0.0003828300000001	5.884662584076063e-16	-2.606150827628796e-16	1.465588088311207e-07	-6.503823626938567e-15	-8.716457711251673e-18	-1.2172646185792372e-15	4.4063771167042654e-16	7.617052504617452e-16	-8.491494590275756e-16	1
-0.0065800725900255	-0.0021035340254077	-0.001487743530059	0.0225147801682679	-8.19612000013891e-05	-0.0116056612000015	0.0001346913718905	6.7176344525213965e-09	-0.0671237000000031	0.0045181000000006	2.0413227609665032e-05	0.0045055911016917	-0.0003634490000018	0.0266500510000019	0.0007102252183025	1.3209517516371513e-07	0.0031645600000017	-0.0003818900000012	1.4583997199173586e-07	1.0014439997945636e-05	-5.0754999991684524e-06	-5.075500000532223e-06	2.5760584063087496e-11	2.5761977551897668e-11	0.0003666620000022	-1.6168000000196212e-05	2.614035845145763e-10	1.3444102480494037e-07	0.091475895000002	0.0914699679000018	0.0914600897000013	0.0914462607000024	0.0914284817000022	0.0914067533000005	1
-0.0945038650511814	-0.0305124779859777	-0.0207621289249045	0.2270694644565648	0.0103326	0.0104145612000026	0.0001084630849895	0.0001067626227614	-0.0627945000000021	0.0043292000000004	1.874197263960388e-05	0.0039431492302519	0.0387016000000009	0.0390650490000019	0.0015260780533742	0.0014978138425618	0.0024463200000006	-0.0007182400000011	5.158686993035345e-07	5.98448154362685e-06	0.0001126100000007	0.0001176855	1.3849876109566516e-08	1.2681012716175515e-08	0.0002766790000009	-8.998300000091651e-05	8.096940256818259e-09	7.655126867704716e-08	0.0914600896999999	0.0914067533000014	0.091317882400001	0.0911935115000022	0.0910336890000021	0.0908384769000007	1
-0.204490440597913	-0.0684731581240112	-0.041453244378716	0.3983243745322551	0.0130505000000018	0.0027179	7.386980409192283e-06	0.0001703155502525	-0.0531278000000013	0.0096667000000007	9.344508888944483e-05	0.0028225631328407	0.0039043400000003	-0.0347972600000015	0.0012108493035079	1.5243870835006736e-05	0.0020909999999999	-0.0003553200000005	1.262523023742459e-07	4.372280999820115e-06	-0.0001734529999995	-0.0002860630000007	8.183203958553876e-08	3.008594243523625e-08	0.0002858790000004	9.199999999738833e-06	8.463947704496495e-11	8.172680357500244e-08	0.0914284816999996	0.0912803678000014	0.0910336890000009	0.090688711600002	0.090245808300002	0.0897054572000008	1
-0.1299783193531715	-0.0790265747851069	0.0232427918398922	0.4852302012917493	-3.326580000069401e-05	-0.0130837658000025	0.0001711849275119	1.1066102553811176e-09	-0.0690408000000027	-0.0159130000000003	0.000253223569	0.0047666320646426	2.9863400000122755e-05	-0.0038744765999998	1.501156892283578e-05	8.918221760480453e-10	0.0016842399999983	-0.000406760000001	1.654536973993383e-07	2.836664375390531e-06	-9.859209989389831e-07	0.000172467079	2.9744893134202992e-08	9.728860659303209e-13	-8.939990000109324e-05	-0.0003752789000015	1.4083425490278113e-07	7.992341272329228e-09	0.0913810765000004	0.0910908987000013	0.0906079513000009	0.089933256300002	0.0890682417000017	0.0880147380000008	1
0.0330299031741857	-0.0785337336003341	0.1248143353514871	0.4878487764788313	0.0065459699999995	0.0065792358000016	4.3286343711489377e-05	4.284972324053045e-05	-0.0628687000000026	0.0061721000000009	3.8094818409005474e-05	0.0039524734396918	-0.0171818000000006	-0.0172116634000003	0.0002962413569939	0.0002952142512384	0.0019187899999984	0.000234550000001	5.5013701848287515e-08	3.681755064501689e-06	-9.427389999897228e-05	-9.32879790003219e-05	8.7026460791983e-09	8.88756802427043e-09	-8.93999000016966e-05	7.451664394097665e-16	-1.267222980987784e-15	7.992340435072753e-09	0.0913178824000004	0.0908384769000012	0.0900413312000009	0.0889292336000017	0.0875060741000014	0.0857768306000006	1
0.1317411934142312	-0.1419069895457324	0.1864642909697188	0.4620532853759925	-1.9142500000662395e-05	-0.0065651125000009	4.310070213760425e-05	3.6643262139605085e-10	-0.0260851000000008	0.0367836000000018	0.0013530332289609	0.0006804324420083	0.0088031500000004	0.0259849500000012	0.0006752176265023	7.749544992193439e-05	0.00167482	-0.00024397	5.9521359711375895e-08	2.805022034239997e-06	-0.0002310339999998	-0.0001367601000014	1.8703324837475662e-08	5.337670872586595e-08	-8.939990000206702e-05	1.028026582581406e-15	-5.24145215805257e-16	7.992340687321514e-09	0.0912389102000001	0.0905232770000013	0.089334709900001	0.0876794186000016	0.0855660509000013	0.0830056482000007	1
0.1724736878587566	-0.2195672363946298	0.2021294350886837	0.4007417562567725	0.0102975000000006	0.0103166425000019	0.0001064331124748	0.0001060385062522	-0.0632964000000017	-0.0372113000000016	0.0013846808476914	0.0040064342529625	0.0219512000000012	0.0131480500000006	0.0001728712188019	0.0004818551814405	0.0019479699999992	0.0002731500000011	7.461092136693361e-08	3.7945871211593e-06	-9.42739000003272e-05	0.0001367601000006	1.8703324897203992e-08	8.887566706820972e-09	-8.939990000218706e-05	8.914535340120845e-16	-7.486780050952735e-16	7.992339939529316e-09	0.0911441735999996	0.090145516700001	0.0884891860000008	0.0861872655000015	0.0832565493000014	0.0797184191000006	1
0.2024056596095002	-0.1002504080413921	0.0433917568782162	0.3866680482901795	0.0099917400000007	-0.0003057600000001	9.348917648782093e-08	9.983486822866108e-05	-0.0654724000000026	-0.0021759999999994	4.734975998968153e-06	0.0042866351617623	-0.0009048099999998	-0.0228560100000009	0.0005223971931195	8.186811354979089e-07	0.0015619099999975	-0.0003860600000006	1.4904232342582053e-07	2.439562845402813e-06	-0.0001922920000004	-9.801810000003668e-05	9.607546834371768e-09	3.6976212313906534e-08	6.84408999991156e-05	0.0001578408000014	2.491371781484593e-08	4.6841552008503894e-09	0.0910336889999997	0.0897054572000013	0.087506074100001	0.0844568986000018	0.0805875418000017	0.0759355800000005	1
0.2249029283932709	0.0938167927422787	-0.1685996951861044	0.3628111811805133	0.0109151000000005	0.0009233600000002	8.525936884493195e-07	0.0001191394080117	-0.0615835000000026	0.0038889000000007	1.5123543208865336e-05	0.0037925274722518	-0.0038593400000003	-0.0029545299999996	8.729247519804797e-06	1.489450523489168e-05	0.0021267899999987	0.000564880000002	3.190894149339744e-07	4.523235704945378e-06	-0.000519508000002	-0.000327216000001	1.0707031090672925e-07	2.69888560126876e-07	0.0002811520000003	0.0002127111000014	4.5246012933154556e-08	7.904644789603053e-08	0.0909074754000005	0.0892034024000013	0.0863869029000008	0.0824931004000022	0.0775705533000019	0.0716806490000002	1
