trial_type.Perf_1	trial_type.Perf_2	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	intercept
-4.451816503384701e-06	1.1058229062739476e-14	-0.0305402000000021	-8.299358658543802e-16	8.863047145741218e-17	0.0009327038160396	-0.0617038000000019	1.381130506438665e-16	-8.577526820232999e-16	0.0038073589344398	-0.073812900000004	5.509986374920423e-16	-3.5396232456120645e-15	0.0054483442064145	0.0009751140000006	-4.507376969784875e-16	1.947211134645176e-15	9.508473136661588e-07	0.0009604460000011	-9.852309597010583e-17	6.713909008578066e-16	9.22456519698432e-07	2.78361930952662e-16	-2.9682500321070396e-16	-3.919091862740897e-16	-6.764899435893972e-16	0.2106900857000029	1
1.242964439107093e-05	-5.6103527073493896e-14	-0.0305432000000027	-2.9999999996367475e-06	9.000717564312811e-12	0.00093288706624	-0.046995200000001	0.0147086000000003	0.0002163429139578	0.0022085488230392	-0.0333838000000023	0.0404291000000021	0.0016345121268101	0.0011144781024355	0.0008334380000005	-0.0001416759999994	2.007208893188553e-08	6.946189001632405e-07	0.0009198850000004	-4.056099999971607e-05	1.6451943400700395e-09	8.461884148952059e-07	-1.9795913535278136e-16	2.2099053843752487e-16	-2.991025121296985e-16	2.2143912979003463e-16	0.209663624800003	1
-3.4450185610974816e-05	1.2677140244242938e-13	-0.030530700000003	1.250000000163896e-05	1.562485615844128e-10	0.0009321236424914	-0.0354390000000005	0.0115562000000001	0.0001335457584386	0.0012559227209984	0.0225378000000019	0.0559216000000018	0.0031272253465623	0.0005079524288405	0.0007455269999991	-8.791099999935897e-05	7.728342883369367e-09	5.558105052237159e-07	0.0008553340000003	-6.455100000022662e-05	4.166830961067811e-09	7.315962540817675e-07	5.090400000035042e-05	5.090400000045156e-05	2.5912174731641182e-09	2.591216652885817e-09	0.2076157038000028	1
9.480223926516754e-05	-3.7221951506832883e-13	-0.0375785000000035	-0.0070477999999997	4.967148483982711e-05	0.0014121436622532	-0.0657314000000018	-0.0302924000000015	0.0009176294977625	0.0043206169459621	0.0215897000000029	-0.0009481000000011	8.98893608164161e-07	0.0004661151460894	0.0009114220000006	0.000165895	2.7521149846281973e-08	8.306900635725842e-07	0.0006478660000001	-0.0002074680000006	4.30429714134868e-08	4.197303507019018e-07	-4.587207521060758e-16	-5.0904000000078536e-05	2.591217134126292e-09	6.331602106550094e-16	0.2045562999000029	1
-0.0002584847085278	9.803748901571133e-13	-0.00746154	0.0301169600000027	0.0009070312796439	5.567457917040248e-05	-0.0743600000000022	-0.0086285999999996	7.445273795944609e-05	0.005529409600002	-0.0763294000000018	-0.0979191000000043	0.0095881501448149	0.0058261773043608	0.0005558719999999	-0.0003555500000003	1.264158029370883e-07	3.089936810260295e-07	0.0002819669999996	-0.0003658990000006	1.3388207867843437e-07	7.950538844558204e-08	8.712499999967092e-05	8.71249999996408e-05	7.590765566535343e-09	7.590764725456168e-09	0.200500318300003	1
0.0007007569631865	-2.6592558777529328e-12	-0.0058789699999989	0.0015825699999995	2.504527804679942e-06	3.456228826038209e-05	-0.0061365899999993	0.0682234100000036	0.0046544336720332	3.765773682716797e-05	-0.0181287000000012	0.0582007000000022	0.0033873214804915	0.0003286497636893	0.000577019000002	2.1146999999713028e-05	4.4719604191836337e-10	3.32950927056221e-07	8.605109999900179e-05	-0.000195915900001	3.838303823424275e-08	7.404791092185815e-09	1.1336103676415092e-15	-8.712499999954044e-05	7.590765716119032e-09	-8.698377021042903e-16	0.1954675193000033	1
-0.001851190317991	7.068141398205076e-12	-0.0056664499999989	0.0002125200000007	4.5164748907215313e-08	3.210865560130644e-05	-0.0276392999999992	-0.0215027100000024	0.0004623665373435	0.000763930904489	0.0225038000000019	0.0406325000000015	0.001651000056251	0.0005064210144425	0.0002852609999995	-0.0002917580000002	8.512272998643933e-08	8.13738390080467e-08	0.0002229249999966	0.0001368739000016	1.8734464686712057e-08	4.969555507184877e-08	7.194200000157213e-05	7.19419999998425e-05	5.1756505364726545e-09	5.175652198638361e-09	0.1894824222000033	1
0.0046555509364164	-1.8706581786121968e-11	-0.0078707199999993	-0.0022042700000007	4.858806232125176e-06	6.194823331716927e-05	-0.0389823000000003	-0.0113430000000006	0.0001286636489993	0.0015196197132895	0.0012356600000015	-0.0212681400000019	0.0004523337790583	1.526855633863143e-06	-0.0003378560000013	-0.0006231170000027	3.882747982348144e-07	1.1414667594958781e-07	0.000222924999999	4.458640356289547e-16	-1.7144854531327694e-15	4.9695556227796536e-08	-0.0001449370000009	-0.0002168790000015	4.7036503274346146e-08	2.100673581092792e-08	0.1825741858000031	1
-0.0109527322168623	4.9061904501657005e-11	0.005126640000002	0.0129973600000023	0.000168931366971	2.628243768725324e-05	-0.0236309999999999	0.0153513000000004	0.0002356624116893	0.0005584241609994	0.0148586000000022	0.0136229399999998	0.000185584494241	0.0002207779939613	0.0001700210000005	0.0005078770000017	2.579390470775466e-07	2.890714195122817e-08	0.0002229250000012	8.326634578762294e-17	-1.2704559965837326e-15	4.969555574626725e-08	-8.947645783034928e-16	0.000144936999999	2.1006733914197348e-08	-2.74318852746723e-16	0.1747764663000031	1
0.1887938197286173	-1.277156057620986e-10	-0.0042531199999984	-0.0093797600000029	8.79798976580882e-05	1.808902973527363e-05	-0.0158565999999992	0.0077744000000004	6.044129535828417e-05	0.0002514317635591	0.0012640100000013	-0.0135945900000016	0.000184812877268	1.5977212799359762e-06	0.000221266000003	5.124499999940732e-05	2.626047562260687e-09	4.8958641988532524e-08	0.0002229250000005	8.798878956946221e-17	-2.924595441731914e-16	4.9695556159629415e-08	8.836874435884062e-16	9.911388525925207e-17	-9.35316651611103e-16	-6.866971947319569e-16	0.1661272535000028	1
