trial_type.feedback	trial_type.feedback_derivative	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	intercept
0.0014320653007285	-0.0033819780823366	0.0441776000000025	-1.1719133395841303e-16	-4.3219275780251556e-16	0.001951660341761	-0.084598100000009	1.9613752148368214e-15	-6.166760139052463e-16	0.0071568385236123	-0.1063130000000027	1.999152716287436e-16	-4.4303777414814496e-16	0.011302453969	0.0007364379999962	9.95227698776318e-16	9.596942289122111e-17	5.423409298680459e-07	-6.154072813275582e-16	4.156369063137653e-16	-4.655981372438801e-16	-1.748611104243248e-16	0.0002383380000007	-1.327952813978308e-16	3.1335314738293923e-16	5.680500144255692e-08	-8.851779883171402e-15	-9.173931742074089e-16	-3.912586538643034e-16	-5.151906888959357e-16	1
0.0086947768403944	0.0321391293427438	0.0442014000000027	2.380000000055505e-05	5.664378827703443e-10	0.0019537637619617	-0.0627658000000011	0.0218323000000011	0.0004766493232896	0.00393954564964	-0.0931548000000031	0.0131582000000009	0.0001731382272385	0.0086778167630428	0.0007786380000007	4.220000000031717e-05	1.7808388869571e-09	6.062771343954487e-07	-2.522276608540967e-15	1.3014461631630067e-16	7.078881308344784e-16	1.881326910878256e-16	0.0002033009999998	-3.5037000000431496e-05	1.2275907759080863e-09	4.1331295276053596e-08	0.1056992146000007	0.1056870050000013	0.1056666568000022	0.1056381715000005	1
0.2020269369872207	0.1366264494652168	0.0442136000000029	1.2199999999824376e-05	1.4883949775147158e-10	0.0019548424249623	-0.0622913000000018	0.0004744999999994	2.2515024917754565e-07	0.0038802060556912	-0.044805100000001	0.0483497000000026	0.0023376934900915	0.0020074969860075	0.0006449310000019	-0.0001337070000012	1.7877560605410865e-08	4.159359935855181e-07	-2.333723271765265e-15	4.117490954486398e-16	1.3380701421998333e-15	-3.5427725495921595e-16	0.0001488839999995	-5.441699999999903e-05	2.961210140324243e-09	2.2166444133231888e-08	0.105666656800001	0.1055567991000013	0.1053737875000018	0.1051177489000008	1
0.4037882860131537	0.0497914453483328	0.0290240000000012	-0.0151896000000023	0.0002307239481615	0.000842392576	-0.0682916000000028	-0.0060003000000002	3.6003600089305315e-05	0.0046637426305621	-0.0711367000000011	-0.0263316000000008	0.0006933531585594	0.0050604300868901	0.0003676070000017	-0.000277324000001	7.690860139461117e-08	1.3513490608602305e-07	0.0001891109999993	0.0001891110000009	3.576297171093956e-08	3.576296972208697e-08	-1.0766615798895085e-15	-0.0001488839999999	2.2166444294076952e-08	1.134413368093708e-15	0.1056015514000006	0.1052965477000013	0.1047888607000018	0.1040794675000008	1
0.4829205860960339	0.0493021859492801	0.0201773000000006	-0.0088467000000011	7.826410089049783e-05	0.0004071234352896	-0.0513757000000021	0.0169159000000008	0.0002861476728093	0.0026394625504905	-0.0448244000000006	0.026312300000001	0.0006923371312898	0.0020092268353586	0.0002102440000007	-0.0001573629999999	2.4763114112102162e-08	4.4202539234083766e-08	0.0003012760000006	0.0001121650000001	1.2580987712071548e-08	9.076722775783457e-08	-1.236601286884841e-15	7.598967121736402e-16	-4.999839418707847e-16	9.816130511860406e-16	0.1055039182000002	0.1049065715000017	0.1039134975000016	0.102528442400001	1
0.5425872108164652	-0.0114717818065428	0.0201578	-1.9499999999553525e-05	3.8024925443296727e-10	0.0004063369008391	-0.0622487000000023	-0.0108730000000005	0.0001182221289989	0.0038749006516917	-0.0763532000000013	-0.0315288000000009	0.0009940652294399	0.0058298111502419	0.00017455	-3.569400000058259e-05	1.274061269895353e-09	3.046770338361741e-08	0.0002220670000008	-7.920900000063135e-05	6.274066250112692e-09	4.9313752869998486e-08	-5.971474358685277e-16	3.607475131567098e-16	-3.1769340104245727e-16	1.0772772990869271e-15	0.1053737875000003	0.1043873508000016	0.1027501241000018	0.100472314600001	1
0.4931560865776969	-0.0054368448461861	0.0201738000000006	1.6000000000487914e-05	2.5599953104388686e-10	0.0004069822064395	-0.0412611000000018	0.020987600000001	0.0004404793537595	0.0017024783732094	-0.0402088000000007	0.0361444000000015	0.0013064176513604	0.0016167475974389	0.0004016640000006	0.0002271140000008	5.158076853228471e-08	1.613339679294933e-07	0.0002984450000007	7.637800000013187e-05	5.8335984968156e-09	8.906941772338644e-08	0.0001212009999998	0.000121201000001	1.4689682926626996e-08	1.4689682572000022e-08	0.1052111993000005	0.1037395254000018	0.1013019650000017	0.0979212136000009	1
0.5177837343060345	-0.0037459506760568	0.0201721000000002	-1.6999999996175695e-06	2.889162235819403e-12	0.000406913618409	-0.0540359000000019	-0.0127748000000007	0.0001631955150391	0.0029198784888109	-0.0717451000000011	-0.031536300000001	0.0009945382176899	0.0051473593740118	0.0003301890000005	-7.147500000084903e-05	5.108674901728479e-09	1.0902477590999017e-07	0.0002435150000006	-5.4930000000364296e-05	3.017304843980094e-09	5.929955519597148e-08	0.0001061380000007	-1.5063000000143689e-05	2.2689330781820292e-10	1.1265275396434637e-08	0.1050162037000007	0.1029638934000016	0.0995730340000018	0.0948877073000008	1
0.4554146774001354	-0.0271927744744488	0.0201915000000008	1.940000000057442e-05	3.7635917785940877e-10	0.0004076966722496	-0.0267316000000008	0.0273043000000014	0.0007455247984906	0.0007145784385581	-0.039697400000001	0.0320477000000015	0.00102705507529	0.0015758835667594	0.0002546479999999	-7.554099999963991e-05	5.706442567853278e-09	6.484560304181068e-08	0.0004686220000018	0.0002251070000006	5.0673162010546075e-08	2.196065787790886e-07	-1.4683538092611105e-15	-0.0001061380000007	1.1265275459287673e-08	1.0185242800922427e-15	0.1047888607000009	0.1020614103000019	0.0975681230000017	0.0913867402000009	1
0.4744679410962769	0.018947849198841	0.0201915000000002	4.480981628541112e-16	-7.757796251187044e-16	0.000407696672249	-0.0506333000000012	-0.0239017000000016	0.0005712912628909	0.0025637310688907	-0.0822901000000019	-0.0425927000000013	0.0018141380932908	0.006771660558013	4.648139998668988e-06	-0.0002499998600012	6.249992969905194e-08	2.1607002510409504e-11	0.0004686220000025	-4.25397940922053e-16	2.9119412785711847e-16	2.196065797734927e-07	-1.098324723343641e-15	4.088987185833808e-16	-2.918514660958814e-16	4.950064341616671e-16	0.104529240400001	0.1010331881000017	0.0952927888000019	0.0874355596000008	1
