img1	img2	dice	voxinmask	voxoutmask	ratio_inoutmask
sub-16_run-03	mni152	0.8838449573029428	93.23242808826977	6.767571911730235	13.77634834240475
sub-01_run-01	mni152	0.8695170892364018	91.8147011568787	8.1852988431213	11.217024926834192
sub-06_run-01	mni152	0.8857490497913306	93.13507724236224	6.864922757637763	13.5668062890791
sub-10_run-03	mni152	0.9063332008143892	94.48209748113045	5.517902518869544	17.122828313481524
sub-07_run-02	mni152	0.89200916948099	93.08497012865749	6.915029871342517	13.46125351018701
sub-13_run-01	mni152	0.8810503586210751	93.75520293572994	6.24479706427006	15.01333061280011
sub-09_run-03	mni152	0.8319401845019903	92.09328881876586	7.906711181234146	11.647483600683534
sub-04_run-01	mni152	0.8799578042525157	92.13230795761088	7.867692042389131	11.710207702745016
sub-06_run-02	mni152	0.8891683447282336	93.53550407327712	6.464495926722876	14.469110218883563
sub-14_run-2	mni152	0.8516414215370438	91.50433195577838	8.495668044221611	10.770704726159316
sub-10_run-02	mni152	0.905911156345918	94.27780302998711	5.722196970012885	16.475805276198805
sub-11_run-03	mni152	0.8831912117982086	93.4406914457157	6.559308554284296	14.24550936617911
sub-07_run-03	mni152	0.8842466564090425	92.70764394440768	7.2923560555923235	12.712989222915484
sub-03_run-2	mni152	0.8618216135865625	95.06270467816663	4.93729532183338	19.25400416251923
sub-15_run-03	mni152	0.8779826698204612	92.14090467486703	7.8590953251329685	11.724110837567439
sub-15_run-3	mni152	0.8779826698204612	92.14090467486703	7.8590953251329685	11.724110837567439
sub-08_run-03	mni152	0.8802332871964131	92.63281515848183	7.367184841518172	12.573705852531967
sub-02_run-03	mni152	0.8731839830111102	91.02719997414528	8.97280002585472	10.144793120525865
sub-01_run-1	mni152	0.8695170892364018	91.8147011568787	8.1852988431213	11.217024926834192
sub-16_run-3	mni152	0.8838449573029428	93.23242808826977	6.767571911730235	13.77634834240475
sub-03_run-1	mni152	0.8701180450732268	95.01995289084907	4.980047109150931	19.08013133374745
sub-11_run-3	mni152	0.8831912117982086	93.4406914457157	6.559308554284296	14.24550936617911
sub-04_run-1	mni152	0.8799578042525157	92.13230795761088	7.867692042389131	11.710207702745016
sub-04_run-03	mni152	0.872256346207641	92.49132071372769	7.508679286272314	12.317921326434096
sub-10_run-01	mni152	0.909911282337047	94.34560675717243	5.65439324282757	16.685363522752336
sub-04_run-02	mni152	0.8783588388851546	91.80939232161165	8.190607678388346	11.209106323558748
sub-05_run-03	mni152	0.8774456059244717	92.95277389922471	7.047226100775291	13.189980365323972
sub-10_run-1	mni152	0.909911282337047	94.34560675717243	5.65439324282757	16.685363522752336
sub-09_run-3	mni152	0.8319401845019903	92.09328881876586	7.906711181234146	11.647483600683534
sub-06_run-2	mni152	0.8891683447282336	93.53550407327712	6.464495926722876	14.469110218883563
sub-09_run-1	mni152	0.8345611831458418	92.12136753622686	7.8786324637731555	11.692558062558614
sub-14_run-03	mni152	0.8549539354201424	91.16740827980311	8.832591720196897	10.321705244377672
sub-10_run-3	mni152	0.9063332008143892	94.48209748113045	5.517902518869544	17.122828313481524
sub-16_run-01	mni152	0.8614372550587859	93.80745631034138	6.192543689658627	15.14845288326301
sub-02_run-01	mni152	0.8760411104658641	91.55346647169758	8.446533528302425	10.839176351449101
sub-09_run-2	mni152	0.8294391242727721	91.5390232415453	8.460976758454713	10.818966397712185
sub-03_run-03	mni152	0.8689208229958054	95.352039247664	4.647960752336012	20.514811619211965
sub-05_run-3	mni152	0.8774456059244717	92.95277389922471	7.047226100775291	13.189980365323972
sub-06_run-03	mni152	0.8909809813767744	92.95815319626415	7.04184680373585	13.200820152314002
sub-07_run-1	mni152	0.8832450564273367	92.93943808532778	7.060561914672217	13.163178683015975
sub-06_run-3	mni152	0.8909809813767744	92.95815319626415	7.04184680373585	13.200820152314002
sub-05_run-1	mni152	0.8721587979087166	93.11621209554464	6.883787904455361	13.526885689676389
sub-14_run-02	mni152	0.8516414215370438	91.50433195577838	8.495668044221611	10.770704726159316
sub-12_run-2	mni152	0.8769679140404962	92.009222498952	7.9907775010480115	11.514426785989818
sub-08_run-3	mni152	0.8802332871964131	92.63281515848183	7.367184841518172	12.573705852531967
sub-12_run-01	mni152	0.8731169612107675	91.69144089654692	8.308559103453083	11.03578126542296
sub-07_run-2	mni152	0.89200916948099	93.08497012865749	6.915029871342517	13.46125351018701
sub-06_run-1	mni152	0.8857490497913306	93.13507724236224	6.864922757637763	13.5668062890791
sub-05_run-01	mni152	0.8721587979087166	93.11621209554464	6.883787904455361	13.526885689676389
sub-02_run-02	mni152	0.8770626489851652	90.66412542464792	9.33587457535208	9.71136926625096
sub-12_run-1	mni152	0.8731169612107675	91.69144089654692	8.308559103453083	11.03578126542296
sub-02_run-2	mni152	0.8770626489851652	90.66412542464792	9.33587457535208	9.71136926625096
sub-08_run-02	mni152	0.8766853292919458	92.2122008028148	7.787799197185192	11.840598154629335
sub-03_run-01	mni152	0.8701180450732268	95.01995289084907	4.980047109150931	19.08013133374745
sub-02_run-3	mni152	0.8731839830111102	91.02719997414528	8.97280002585472	10.144793120525865
sub-14_run-3	mni152	0.8549539354201424	91.16740827980311	8.832591720196897	10.321705244377672
sub-13_run-2	mni152	0.8848975683708683	93.73887980255178	6.261120197448218	14.971582855214312
sub-08_run-01	mni152	0.8699783863664202	92.73806314654446	7.261936853455538	12.77043094948089
sub-07_run-3	mni152	0.8842466564090425	92.70764394440768	7.2923560555923235	12.712989222915484
sub-14_run-1	mni152	0.8468448780487805	91.40320284397718	8.596797156022811	10.632239098481138
