trial_type.classification-deterministic	trial_type.classification-deterministic_derivative	trial_type.classification-probabilistic	trial_type.classification-probabilistic_derivative	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	intercept
0.0001277480425947	0.0003208840352019	0.0007948185993024	-0.0035798917822453	-0.1212070000000045	1.623039109939571e-16	-1.8699317456572723e-15	0.0146911368490003	-0.0946004000000062	7.156084921500321e-16	-2.929578445784612e-16	0.0089492356801645	-0.1575230000000025	1.7224765310852256e-16	-8.80157202062049e-16	0.0248134955290019	0.0035607199999988	-9.650785407779417e-17	-1.923020272364802e-15	1.26787269181885e-05	-0.0004545279999957	-1.3730077322496956e-15	-1.8401054103029904e-16	2.0659570253703385e-07	-0.0007726919999992	-7.836672546459538e-16	1.089486092297818e-15	5.970529287060243e-07	-7.16352447851727e-15	-1.3489132792607234e-15	-5.611408461764529e-16	-1.0095239376704239e-15	-9.245398836149972e-16	-6.991995909059478e-16	1
-0.0002622436924468	-0.0008593402865343	0.0131336028513382	0.0368053504710712	-0.1207400000000032	0.0004669999999996	2.1808899977445018e-07	0.0145781476000009	-0.0989822000000039	-0.0043818000000005	1.920017124015928e-05	0.0097974759168428	-0.123788000000003	0.0337350000000005	0.001138050225	0.015323468944001	0.0034955300000012	-6.518999999987524e-05	4.249735905978294e-09	1.2218729982879508e-05	-0.0004746070000039	-2.00789999997185e-05	4.031656686999007e-10	2.252518034185442e-07	-0.0005834019999993	0.0001892900000007	3.5830703912046345e-08	3.403578927840466e-07	0.0926461055000017	0.0926397894000018	0.092629263000002	0.092614526500002	0.0925955809000015	0.0925724268000011	1
0.0004782825186271	0.002187288665281	0.2130860992845715	0.1386716082905077	-0.1348480000000037	-0.0141080000000019	0.0001990356640008	0.0181839831040029	-0.0846420000000027	0.0143402000000003	0.0002056413360405	0.0071642681640002	-0.0760647000000031	0.0477233000000006	0.0022775133628899	0.0057858385860912	0.0032157700000005	-0.0002797599999999	7.826565825191245e-08	1.0341176694524477e-05	-0.0002883870000032	0.0001862200000004	3.467788807486593e-08	8.316705893755916e-08	-0.0007147269999988	-0.0001313250000005	1.7246255759077198e-08	5.108346842241613e-07	0.0926292630000012	0.0925724268000016	0.0924777257000019	0.0923451984000021	0.0921748991000014	0.091966897500001	1
-0.0010893302807283	-0.0052878361173263	0.4058204290860531	0.025156927129764	-0.1348590000000041	-1.1000000000478207e-05	1.2100027561700809e-10	0.0181869498810026	-0.098205800000004	-0.0135638000000007	0.0001839766704401	0.0096443791536419	-0.0889441000000035	-0.0128794	0.0001658789443595	0.0079110529248106	0.0032564000000005	4.063000000024077e-05	1.6507978128153914e-09	1.0604140961016148e-05	-0.0003655510000035	-7.71640000000267e-05	5.954283095909286e-09	1.336275318751831e-07	-0.0005834019999986	0.0001313250000003	1.7246256282902595e-08	3.4035789106787173e-07	0.0925955809000008	0.0924377505000016	0.0921748991000016	0.091807325400002	0.0913354468000012	0.0907597997000012	1
0.0280140443254581	0.0550584973874543	0.3166818036627016	-0.0844628331598672	-0.1226530000000037	0.0122060000000012	0.0001489864359997	0.0150437584090014	-0.0871893000000033	0.011016500000001	0.0001213632722483	0.0076019740344915	-0.1899350000000035	-0.1009909000000016	0.0101991618828101	0.0360753042250013	0.0034032900000013	0.0001468900000003	2.1576671728617843e-08	1.1582382826264896e-05	-0.0003967810000037	-3.12299999996724e-05	9.75312214551654e-10	1.574351600440819e-07	-0.0005834019999995	-4.302482234345799e-16	-9.363251586171837e-16	3.40357893705422e-07	0.0925450654000014	0.0922358584000012	0.0917212786000015	0.0910024716000019	0.0900810379000014	0.0889590292000013	1
0.2529954362594495	0.1362272261354247	0.1507762173845767	-0.0723933774234719	-0.1210430000000037	0.0016099999999996	2.5920999998075343e-06	0.014651407849001	-0.0871710000000032	1.829999999940449e-05	3.348896914245753e-10	0.0075987832410021	-0.148050000000003	0.0418850000000009	0.0017543532250003	0.0219188025000009	0.0031549100000009	-0.0002483800000006	6.169262314561938e-08	9.953457108855007e-06	0.0009330479999996	0.001329829000005	1.7684451741038745e-06	8.705785708280383e-07	-0.0005834020000001	-1.0177306272005e-15	-1.0101090333544734e-15	3.4035789389355336e-07	0.0924777257000014	0.0919668975000014	0.0911176062000017	0.089932977600002	0.0884173713000012	0.0865763652000012	1
0.4105135682498314	0.0019238659291117	0.0399564898388122	-0.0405970788766873	-0.1064030000000038	0.014640000000001	0.0002143295999997	0.0113215984090011	-0.0343903000000006	0.052780700000002	0.0027858022924917	0.0011826927340873	-0.0723680000000033	0.0756820000000012	0.0057277651240007	0.0052371274240006	0.00182054	-0.0013343700000016	1.7805432986681268e-06	3.3143658916241964e-06	0.0025046700000036	0.0015716220000051	2.469995715510368e-06	6.273371814025902e-06	-0.0005834020000012	-5.378867578733905e-16	-1.733373864072922e-15	3.403578943310252e-07	0.0923935741000008	0.0916310631000023	0.0903648696000024	0.088601953500002	0.0863520054000014	0.0836273929000013	1
0.2878954375758165	-0.0875998874651452	-0.0153010721655024	-0.0174934958277127	-0.117288000000004	-0.0108850000000014	0.000118483225001	0.0137564749440018	-0.0544384000000015	-0.0200481000000015	0.0004019263136101	0.0029635393945581	-0.0398381000000022	0.0325299000000009	0.0010581943940098	0.0015870742116108	0.0021594599999998	0.0003389200000014	1.148667662308819e-07	4.663267491918533e-06	0.0018748700000031	-0.000629800000003	3.966480400254974e-07	3.515137519300542e-06	-0.0008182580000013	-0.0002348560000006	5.515734112284246e-08	6.69546156054072e-07	0.0922926257000008	0.0912285997000021	0.0894643002000023	0.0870132702000021	0.0838943237000015	0.080131402000001	1
0.2213243862225293	0.0381592382215155	-0.0351681460506827	-0.0040852432762219	-0.1158600000000036	0.0014279999999998	2.0391840000233924e-06	0.0134235396000018	-0.0590753000000021	-0.0046369000000004	2.150084160990127e-05	0.0034898910700884	-0.0298382000000034	0.0099999000000002	9.999800000980444e-05	0.0008903181792404	0.0018205399999994	-0.0003389200000004	1.1486676665599101e-07	3.314365890317638e-06	0.0017053300000026	-0.0001695400000015	2.8743808708329573e-08	2.908150411155573e-06	-0.0005834020000004	0.0002348560000017	5.5157342166067836e-08	3.403578916673584e-07	0.0921748991000006	0.0907597997000026	0.0884173713000026	0.0851715474000021	0.0810554920000017	0.0761112603000009	1
0.3764876978223694	0.0633334310749883	-0.0352736969417395	0.0029300087218212	-0.1031940000000032	0.012666000000001	0.0001604275559999	0.0106490016360009	-0.054405100000002	0.0046701999999999	2.1810768039657504e-05	0.0029599149060088	-0.0340563000000032	-0.0042180999999997	1.779236760995058e-05	0.0011598315696904	0.0018747299999998	5.419000000040839e-05	2.9365555793706212e-09	3.514612572104904e-06	0.0017029000000023	-2.4300000007593303e-06	5.901493573597553e-12	2.8998684128192763e-06	-0.0005834020000006	6.87908544644183e-18	3.1392496152814134e-16	3.4035789353451177e-07	0.0920404156000005	0.0902250041000024	0.0872257956000022	0.0830821411000019	0.0778484076000012	0.071593264100001	1
