trial_type.failedstop	trial_type.go	trial_type.junk	trial_type.successfulstop	rt_reg.rt	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	intercept
5.059286050902639e-06	0.0004328567279933	-5.123693039258394e-16	1.737688415301009e-10	0.0002448293505233	-0.0195051000000005	-1.1714127876946962e-17	4.238162995632962e-16	0.0003804489260103	-0.095584100000003	6.940385615254554e-16	-6.86974880898655e-16	0.0091363201728149	0.0204068999999998	-1.669408850210093e-16	-5.778383352497927e-16	0.0004164415676077	0.0021081400000003	2.6643286329339197e-16	-3.28078227052581e-16	4.4442542615823885e-06	0.0013656099999991	-6.182904066029581e-16	-2.59014913232315e-16	1.8648906716588043e-06	-0.0003238289999991	-4.749877385085184e-16	5.435909400155029e-16	1.0486521968685112e-07	0.1048245794000002	0.1048128667000008	0.104793346700001	0.1047660206000011	1
-3.353541199334252e-05	-0.0011776413935313	-5.46586120026537e-16	-4.514962733924183e-10	-0.0006471071471289	-0.0229889000000011	-0.0034837999999992	1.2136862438042794e-05	0.0005284895232113	-0.0532921000000012	0.0422920000000012	0.0017886132640009	0.0028400479224092	0.0501166000000003	0.0297097000000002	0.0008826662740896	0.0025116735955605	0.0017329900000014	-0.0003751499999995	1.4073752102641817e-07	3.003254343153231e-06	0.00120675	-0.0001588599999998	2.5236498947009426e-08	1.4562455631039728e-06	-0.0004079089999998	-8.407999999980443e-05	7.069445987262851e-09	1.663897515568249e-07	0.1047933467000004	0.1046879593000007	0.1045123921000012	0.1042667628000011	1
0.0001430502935597	0.0237154534957064	-5.283591546266833e-16	1.1512560773564302e-09	0.0114752083192315	-0.0165039000000009	0.0064850000000007	4.2055225000225946e-05	0.0002723787152103	-0.0532950000000005	-2.9000000000478258e-06	8.409845415197296e-12	0.0028403570249993	0.0496507000000005	-0.0004658999999999	2.1706280996054006e-07	0.0024651920104905	0.0013256700000008	-0.0004073200000013	1.6590958296961177e-07	1.7574009486198146e-06	0.0012765600000007	6.981000000035265e-05	4.873436097758018e-09	1.6296054355859191e-06	-0.0003529300000002	5.4978999999992346e-05	3.022690670119748e-09	1.2455958495294896e-07	0.1047308906000007	0.1044382932000009	0.1039512362000014	0.1032706264000012	1
-0.0004975336146109	0.2207983960653394	-2.946829634376919e-16	-2.876578016551683e-09	0.0674071083426983	-0.0138658000000007	0.0026381000000001	6.959571610118202e-06	0.0001922604096402	-0.0493208000000006	0.0039742000000001	1.579426563971408e-05	0.0024325413126396	0.0313696000000002	-0.0182811000000005	0.0003341986172101	0.0009840518041596	0.0011860200000005	-0.0001396500000001	1.9502122908899162e-08	1.4066434403601773e-06	0.0012157300000011	-6.083000000006193e-05	3.700288839529163e-09	1.4779994344529584e-06	-0.0003560360000009	-3.106000000408066e-06	9.647390091546803e-12	1.267616337900397e-07	0.1046372298000007	0.1040641660000009	0.1031113834000013	0.1017823585000011	1
0.0013184331331065	0.4916415293148558	-2.320565402534381e-17	7.025133885170776e-09	0.130429503919104	-0.0181618000000009	-0.0042960000000003	1.8455615999806904e-05	0.0003298509792409	-0.0532955000000012	-0.0039747000000002	1.5798240090063316e-05	0.0028404103202502	0.0523228000000009	0.0209532000000001	0.0004390365902402	0.0027376753998404	0.0011946100000006	8.589999999766172e-06	7.378820475792244e-11	1.4270930519872514e-06	0.001184130000001	-3.1600000000345e-05	9.98559954291596e-10	1.4021638584096305e-06	-0.0003086250000006	4.741100000079466e-05	2.2478034850905446e-09	9.524939082291096e-08	0.1045123921000007	0.103566023600001	0.1019950854000014	0.0998090512000013	1
0.00272678022199	0.5195281973851945	2.8950523649852246e-17	-1.6700034647114893e-08	0.1268422240423673	-0.0181331000000009	2.869999999993028e-05	8.236898003193764e-10	0.0003288093156107	-0.0559057000000015	-0.0026101999999998	6.8131440403748965e-06	0.0031254472924904	0.051248200000001	-0.0010746000000003	1.1547651601381657e-06	0.00262637800324	0.0011146600000004	-7.99500000004193e-05	6.3920026648996e-09	1.2424669147890563e-06	0.0010369500000004	-0.0001471800000005	2.166195219509559e-08	1.0752653024949203e-06	-0.0003904910000009	-8.18660000005214e-05	6.702043028555508e-09	1.524832221111902e-07	0.1043564147000006	0.1029444596000009	0.1006053350000014	0.0973601084000012	1
0.1430551188660391	0.3130977568293299	7.034417564120942e-17	3.838506721954982e-08	0.1207786791413205	-1.4799300000123542e-05	0.0181183007000018	0.0003282728202572	2.19018737478754e-10	-0.0507444000000013	0.0051613000000007	2.663901768998518e-05	0.0025749941313603	0.0313403000000004	-0.0199079000000006	0.0003963244824104	0.0009822144040892	0.0010001300000005	-0.0001145300000002	1.3117120786670864e-08	1.000260016603222e-06	0.0010614800000006	2.4530000000024737e-05	6.017208362085278e-10	1.1267397906485198e-06	-0.000271350000001	0.0001191410000007	1.4194577461231466e-08	7.36308234003688e-08	0.1041693442000004	0.1022002147000008	0.0989458583000012	0.0944472003000009	1
0.3061032454865113	0.1297729867630119	1.6691564727928971e-16	-8.434317962936577e-08	0.1156924558496217	2.609889999997226e-05	4.089819999968231e-05	1.6726627700286176e-09	6.811514881424138e-10	-0.0587008000000014	-0.0079563999999997	6.330430096031016e-05	0.0034457839206413	0.0313402000000001	-1.0000000017428425e-07	1.0063419415298312e-14	0.0009822081360393	0.0009716220000001	-2.8508000000154792e-05	8.127060921534395e-10	9.440493100670408e-07	0.0008372220000001	-0.0002242580000013	5.0291650543400937e-08	7.009406757296381e-07	-0.000318195000002	-4.684500000006525e-05	2.1944544435584912e-09	1.0124805892826321e-07	0.1039512362000001	0.1013341759000009	0.0970211043000011	0.0910842082000008	1
0.2479082466416362	0.1749845339505278	1.0860782014904753e-16	1.734475646523475e-07	0.1106157945733964	-0.0044903900000001	-0.0045164889000005	2.0398671983560858e-05	2.016360235151366e-05	-0.0532945000000014	0.0054063000000002	2.9228079690137104e-05	0.0028403037302509	0.0313089999999999	-3.1200000000373575e-05	9.734401498239546e-10	0.0009802534809995	0.0006316319999992	-0.0003399900000001	1.1559320063102633e-07	3.9895898149006603e-07	0.0009172920000003	8.007000000026511e-05	6.411204986005906e-09	8.414246129464773e-07	-0.0002054100000012	0.0001127850000013	1.2720456251451722e-08	4.2193268569517874e-08	0.1037021557000002	0.1003473753000009	0.0948362333000011	0.0872871585000007	1
0.1197454649258685	0.3512578360542991	2.513598454683604e-17	-3.186965122874551e-07	0.1157850289921489	-0.0187432000000008	-0.0142528100000012	0.0002031425928968	0.0003513075462412	-0.0327279000000003	0.0205666000000003	0.0004229850355598	0.0010711154384096	0.0059315399999996	-0.0253774600000007	0.0006440154760515	3.518316677106284e-05	0.0006407759999997	9.144000001322783e-06	8.361270358436398e-11	4.105938816796465e-07	0.000784249	-0.0001330429999994	1.7700439646086058e-08	6.150464939090024e-07	7.324415328767183e-16	0.0002054100000015	4.219326846359631e-08	-8.708877270253246e-16	0.1034221769000007	0.0992409888000009	0.0923971031000013	0.0830741457000009	1
