img1	img2	dice	voxinmask	voxoutmask	ratio_inoutmask
sub06_run1	mni152	0.843223692511212	89.55928156356977	10.440718436430235	8.577884951966084
sub04_run2	mni152	0.7568115378404121	77.26220517479223	22.737794825207764	3.397963864514124
sub15_run01	mni152	0.8767245179513135	95.91158740790355	4.08841259209645	23.459370904325034
sub02_run02	mni152	0.865140360812232	90.439159937982	9.560840062018002	9.459331957373319
sub01_run3	mni152	0.8698361385834511	90.19686685112566	9.803133148874336	9.20082033788174
sub06_run02	mni152	0.851935865371566	90.87750501520071	9.122494984799289	9.961913398322375
sub05_run1	mni152	0.8690350365193797	92.55544354838709	7.444556451612903	12.432633716993905
sub14_run1	mni152	0.8503740359151799	90.59875528755659	9.401244712443416	9.636889375684557
sub10_run2	mni152	0.866974043045773	92.07956690796794	7.920433092032058	11.62557221783741
sub06_run2	mni152	0.851935865371566	90.87750501520071	9.122494984799289	9.961913398322375
sub14_run02	mni152	0.8505641101167752	90.82218368875627	9.177816311243724	9.895838030391849
sub06_run3	mni152	0.8468101003324083	89.34641837268231	10.6535816273177	8.386514648142557
sub07_run2	mni152	0.8764336588302438	91.81990187486177	8.180098125138219	11.224792229898867
sub14_run2	mni152	0.8505641101167752	90.82218368875627	9.177816311243724	9.895838030391849
sub11_run01	mni152	0.8654408725237687	93.25367253415564	6.746327465844362	13.822879634332148
sub12_run2	mni152	0.8923806404192764	93.9064529553451	6.093547044654906	15.41080298013245
sub02_run01	mni152	0.8612780363944139	90.28480170348683	9.715198296513176	9.293150684931508
sub07_run03	mni152	0.879030356384902	92.32090082057887	7.6790991794211365	12.022360782627393
sub05_run03	mni152	0.867924976352274	92.87362942195381	7.1263705780461875	13.032388423367207
sub10_run01	mni152	0.8598295494675383	92.01578870016166	7.984211299838334	11.52471862837909
sub04_run03	mni152	0.7622195598299716	77.14007620528255	22.859923794717453	3.3744677759209476
sub02_run2	mni152	0.865140360812232	90.439159937982	9.560840062018002	9.459331957373319
sub01_run02	mni152	0.8706914760834917	90.23123457772824	9.76876542227175	9.2367080871868
sub15_run2	mni152	0.8802040051490118	95.72744993797625	4.272550062023747	22.40522604728328
sub09_run03	mni152	0.8607439099921346	89.23167825419021	10.76832174580978	8.286498152686834
sub10_run02	mni152	0.866974043045773	92.07956690796794	7.920433092032058	11.62557221783741
sub11_run02	mni152	0.8720624453801541	93.24648626148416	6.753513738515841	13.807106918238993
sub13_run1	mni152	0.8585178776745354	88.03038390789591	11.9696160921041	7.354486829863006
sub14_run3	mni152	0.8554750340304418	90.67430145386132	9.32569854613868	9.723057313642757
sub12_run1	mni152	0.8889761539355423	94.17627806478727	5.823721935212738	16.171149500692472
sub15_run02	mni152	0.8802040051490118	95.72744993797625	4.272550062023747	22.40522604728328
sub12_run02	mni152	0.8923806404192764	93.9064529553451	6.093547044654906	15.41080298013245
sub09_run01	mni152	0.8559790108008181	88.75843793365686	11.24156206634313	7.89556090246539
sub13_run02	mni152	0.8599124148737645	87.93208283141169	12.06791716858831	7.286434071679817
sub04_run02	mni152	0.7568115378404121	77.26220517479223	22.737794825207764	3.397963864514124
sub13_run3	mni152	0.8588896554827291	88.1297828872191	11.870217112780914	7.424445740956827
sub01_run2	mni152	0.8706914760834917	90.23123457772824	9.76876542227175	9.2367080871868
sub10_run03	mni152	0.8666627499363532	91.91059493991618	8.089405060083822	11.361848523748396
sub06_run01	mni152	0.843223692511212	89.55928156356977	10.440718436430235	8.577884951966084
sub05_run2	mni152	0.8673836823652042	92.64832402705848	7.351675972941514	12.602340523175767
sub13_run2	mni152	0.8599124148737645	87.93208283141169	12.06791716858831	7.286434071679817
sub01_run01	mni152	0.8682395936286115	89.99321021723334	10.006789782766658	8.9932148242203
sub06_run03	mni152	0.8468101003324083	89.34641837268231	10.6535816273177	8.386514648142557
sub14_run03	mni152	0.8554750340304418	90.67430145386132	9.32569854613868	9.723057313642757
sub15_run03	mni152	0.8737185898875258	95.91919970598516	4.080800294014826	23.504997254255905
sub07_run3	mni152	0.879030356384902	92.32090082057887	7.6790991794211365	12.022360782627393
sub01_run1	mni152	0.8682395936286115	89.99321021723334	10.006789782766658	8.9932148242203
sub02_run3	mni152	0.8632993656259209	90.98778045690466	9.012219543095345	10.096045710139672
sub04_run01	mni152	0.7545227555723608	76.5415851013174	23.45841489868261	3.2628626201685886
sub02_run03	mni152	0.8632993656259209	90.98778045690466	9.012219543095345	10.096045710139672
sub01_run03	mni152	0.8698361385834511	90.19686685112566	9.803133148874336	9.20082033788174
sub15_run3	mni152	0.8737185898875258	95.91919970598516	4.080800294014826	23.504997254255905
sub12_run01	mni152	0.8889761539355423	94.17627806478727	5.823721935212738	16.171149500692472
sub10_run1	mni152	0.8598295494675383	92.01578870016166	7.984211299838334	11.52471862837909
sub05_run01	mni152	0.8690350365193797	92.55544354838709	7.444556451612903	12.432633716993905
sub07_run02	mni152	0.8764336588302438	91.81990187486177	8.180098125138219	11.224792229898867
sub07_run01	mni152	0.8797959079624916	92.13762342078891	7.862376579211093	11.718800605965628
sub09_run02	mni152	0.8559066853214916	89.22586679772341	10.774133202276582	8.281489111241907
sub04_run1	mni152	0.7545227555723608	76.5415851013174	23.45841489868261	3.2628626201685886
sub03_run3	mni152	0.8829176180581343	92.81638551815215	7.183614481847855	12.920568851890392
sub10_run3	mni152	0.8666627499363532	91.91059493991618	8.089405060083822	11.361848523748396
sub11_run1	mni152	0.8654408725237687	93.25367253415564	6.746327465844362	13.822879634332148
sub03_run1	mni152	0.8647479027798447	91.88600962958957	8.113990370410445	11.324392245358498
