trial_type.bottle	trial_type.cat	trial_type.chair	trial_type.face	trial_type.house	trial_type.scissors	trial_type.scrambledpix	trial_type.shoe	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	intercept
-7.709666301223653e-17	2.3178297798043147e-16	2.09124724861616e-14	-1.7558434374653514e-16	3.15795385912864e-07	6.348513712674203e-17	-2.1313402823289503e-16	0.2823077569629764	-0.0235398999999996	-0.0077533000000007	6.011366089005731e-05	0.0005541268920091	-0.0224920000000004	-0.0276694100000024	0.0007655962497499	0.0005058900639986	-0.0329912	-0.0017885000000005	3.1987322492152048e-06	0.0010884192774409	0.0004039089999985	0.0004843393999999	2.345846531644894e-07	1.6314247965947615e-07	-0.0003370709999998	3.143799999976055e-05	9.883483362569563e-10	1.1361685814893247e-07	-1.916970000656289e-06	-4.637117000028195e-05	2.150284484579853e-09	3.673470448768497e-12	0.1238168934000007	0.1099236566000006	0.0879113298000003	1
-8.910834471049097e-17	5.691002033282344e-17	-1.6531883275014018e-13	-2.258129237902734e-16	-8.993519754569352e-07	-8.961932796448186e-17	-2.1899281223328216e-16	0.2706253886974462	-0.0381653000000014	-0.0146254000000004	0.0002139023251594	0.0014565901240898	-0.0196853000000012	0.0028067000000001	7.87756488962113e-06	0.0003875110360893	-0.0393952000000006	-0.0064040000000007	4.1011215999883857e-05	0.0015519817830404	0.0004758449999991	7.193600000073979e-05	5.174787279776593e-09	2.2642846308364806e-07	-0.0005279560000005	-0.000190885	3.643708292646414e-08	2.78737538245714e-07	0.0003717749999994	0.0003736919700005	1.3964568838553346e-07	1.3821665024480128e-07	0.1228764955000012	0.1063147400000006	0.0803451581000002	1
-1.5991406882913495e-16	-4.214930321295005e-17	7.242028348311402e-13	-1.6745875138969602e-16	2.5120284202409445e-06	-2.430920338870965e-16	-2.4035788642344173e-16	0.2607226478846737	-0.0351436000000017	0.0030217000000008	9.130670888499676e-06	0.0012350726209601	-0.0212365000000013	-0.0015511999999996	2.4062214390961106e-06	0.0004509889322491	-0.0275046999999997	0.011890500000001	0.0001413839902496	0.0007565085220894	0.0011339500000017	0.000658105000002	4.331021927836155e-07	1.2858426028716268e-06	-0.0006945179999996	-0.0001665619999983	2.7742899090888068e-08	4.823552517156314e-07	0.0008936270000024	0.0005218520000016	2.723295117288267e-07	7.985692197933656e-07	0.1218532703000015	0.1024192176000006	0.0722917816000001	1
-8.982714930328036e-17	-9.651073007715955e-18	-2.653382797818934e-12	-1.9635255026857771e-16	-6.893975107788319e-06	-2.133321567287857e-16	-1.2305116426093718e-16	0.2542026478116975	-0.0292269000000012	0.0059167000000006	3.500733888904611e-05	0.0008542116836101	-0.0163689000000009	0.0048676000000004	2.369352976024606e-05	0.000267940887209	-0.0306094999999995	-0.0031048000000005	9.63978303985654e-06	0.0009369414902504	0.0003264330000004	-0.0008075170000022	6.520837059555895e-07	1.0655850353168693e-07	-0.0008822900000013	-0.0001877720000015	3.5258322778740374e-08	7.784356459126481e-07	0.0003847290000008	-0.0005088980000026	2.5897717571932174e-07	1.4801640356595266e-07	0.1207479075000013	0.0982475912000005	0.063800035	1
-1.3184590484199115e-16	5.057359718037784e-18	8.876210255631561e-12	-1.851509993196445e-16	1.861001882479719e-05	-1.4622900967727988e-16	-5.1339638143867726e-17	0.25234164411561	-0.0096959199999995	0.019530980000001	0.000381459179761	9.401086464674432e-05	0.0013412100000007	0.0177101100000007	0.0003136479962125	1.7988442643594769e-06	-0.0374962000000002	-0.0068867000000005	4.742663689021731e-05	0.0014059650144394	8.376749999981886e-05	-0.0002426654999994	5.8886544503616194e-08	7.0169940615229e-09	-0.000780754000002	0.0001015360000012	1.030955858010902e-08	6.095768098792828e-07	0.0003847290000002	3.0245619413185027e-16	-8.306956901758471e-16	1.4801640365469257e-07	0.1195611523000011	0.0938111066000004	0.0549214114	1
-1.548047569116011e-16	1.42797350272504e-17	-2.80722505626708e-11	-1.9655496825030942e-16	-4.945798184879631e-05	-1.197386247295076e-16	-1.447078812463747e-17	0.2391764977528586	-0.0096580699999985	3.7849999999560266e-05	1.4326228445965351e-09	9.327831612536888e-05	0.0085156500000017	0.0071744399999998	5.147258931247384e-05	7.251629492395744e-05	-0.0211230999999987	0.0163731000000014	0.0002680784036103	0.0004461853536107	-0.0003167500000013	-0.0004005175000004	1.604142678218075e-07	1.0033056329371569e-07	-0.0004628720000007	0.0003178820000015	1.0104896525548659e-07	2.1425048856039718e-07	0.0001443329999997	-0.0002403960000005	5.779023671832202e-08	2.0832014072837573e-08	0.1182938046000012	0.0891217238000006	0.0457097499999999	1
9.356503573784991e-17	6.997134741672788e-17	8.498857478893651e-11	-1.3632341065651974e-16	0.0001290342995449	2.3956794041846245e-16	1.6133036450933242e-16	0.1341115373367142	-0.0059434199999989	0.0037146499999999	1.3798624621886964e-05	3.532424129674031e-05	0.0203209000000037	0.0118052499999994	0.0001393639275616	0.000412938976814	-0.0367408999999996	-0.015617800000002	0.0002439156768408	0.001349893732809	-0.000730065000002	-0.0004133150000005	1.708292889676728e-07	5.32994908488783e-07	-0.0001897979999984	0.0002730740000002	7.456941031352415e-08	3.6023279992273876e-08	0.0002390250000017	9.469200000027926e-05	8.966574115074793e-09	5.713295061956636e-08	0.1169467186000007	0.084192084700001	0.0362209092999998	1
-1.9892525540516546e-17	-1.723743030010077e-16	-2.4988297092839517e-10	-8.625667682921332e-17	-0.0003249079189368	-1.617893480853633e-17	-3.065651524334085e-17	0.0181575543169183	-0.0056970799999991	0.0002463399999996	6.06833946745322e-08	3.245672052651702e-05	-0.0061973599999977	-0.0265182600000026	0.0007032181134283	3.840727096774018e-05	-0.0288770999999996	0.0078638000000001	6.183935043965699e-05	0.0008338869044075	0.0004788679999994	0.0012089330000023	1.4615190022211031e-06	2.2931456067183345e-07	-0.0006156629999993	-0.0004258650000018	1.8136099971945848e-07	3.790409295114986e-07	0.0001679770000028	-7.104800000165088e-05	5.047818520903473e-09	2.8216272598955152e-08	0.1155208024000018	0.0790354785000015	0.0265124287000002	1
4.70056106748948e-17	-2.3691159562777467e-16	7.173968460058341e-10	-4.982485583698777e-17	0.0007842730177335	3.66405377651165e-17	-1.8189006626115268e-17	-0.0291248290241811	-0.0462620000000028	-0.0405649200000013	0.0016455127346072	0.0021401726439993	0.0078458400000022	0.0140432000000004	0.0001972114662392	6.155720530653589e-05	-0.0169954999999977	0.0118816000000002	0.000141172418559	0.0002888470202493	-8.98433000002708e-05	-0.0005687113000008	3.234325426552223e-07	8.071818193654498e-09	-0.0008169360000004	-0.0002012729999997	4.051082051202708e-08	6.673844311623461e-07	0.0006327740000009	0.000464797	2.1603625101768478e-07	4.004029354299575e-07	0.1140170172000022	0.0736658067000015	0.0166431793999999	1
-7.935915712258943e-17	-8.307673712208044e-16	-2.0179383080825758e-09	-1.4102984516447317e-17	-0.0020117238654588	-2.4234676721478253e-16	4.432965121602149e-17	-0.0361843723332645	0.0079731700000001	0.0542351700000035	0.0029414536649332	6.357143985097267e-05	-0.0008398409999974	-0.0086856810000008	7.544105443319055e-05	7.053329039565876e-07	-0.0169676999999973	2.7799999999043695e-05	7.728392126305392e-10	0.0002879028432887	0.0001405770000006	0.0002304203000008	5.3093514683792416e-08	1.976189404855053e-08	-0.0008169360000007	2.080655983943524e-16	-8.738028637096859e-16	6.673844305538637e-07	0.0002322300000019	-0.0004005439999998	1.6043549608144338e-07	5.39307721697842e-08	0.1124363766000022	0.0680975449000017	0.0066730075999999	1
-1.8991329883824796e-16	1.5639916031443902e-15	5.573090909733963e-09	-1.1857173016816183e-16	0.0271420650304977	-3.566925113247005e-16	-1.3180420091209974e-16	-0.0269449567231341	-0.0164185999999997	-0.0243917700000015	0.0005949584437335	0.000269570425958	-0.0062102899999986	-0.0053704490000004	2.8841722460594977e-05	3.856770188211015e-05	-0.0013358299999949	0.0156318700000001	0.0002443553596952	1.7844417950501877e-06	0.0001975099999993	5.693300000059081e-05	3.241367703777706e-09	3.9010199340373854e-08	-0.0001755789999996	0.0006413570000014	4.1133880134194214e-07	3.082798562276346e-08	-0.0001973459999994	-0.0004295760000011	1.8453554008447362e-07	3.894544256679552e-08	0.1107799461000029	0.0623457042000016	-0.0033376286999999	1
2.6156960933578722e-17	-6.968811351445247e-15	-1.5090166797409497e-08	-2.3747640952879842e-17	0.1483862106341185	-9.08598157420963e-17	-5.1162940546794237e-17	-0.0154351004399645	-0.0027465699999995	0.0136720300000003	0.0001869244043203	7.543646765597915e-06	-0.034086000000001	-0.0278757100000016	0.0007770552080052	0.0011618553959978	-0.0169489999999961	-0.0156131700000028	0.0002437710774474	0.0002872686009998	0.0004808169999999	0.0002833069999997	8.026285344000203e-08	2.3118498701770097e-07	0.0006306600000009	0.0008062390000002	6.500213248094096e-07	3.977320323914374e-07	-0.0013120300000028	-0.0011146840000009	1.242520421162701e-06	1.7214227233076785e-06	0.1090488422000013	0.0564257904000009	-0.0133280259000002	1
-1.4328378769158068e-16	2.1533360146925923e-14	4.021296029910235e-08	-5.0823649233096214e-17	0.2487832292204296	-1.234500120912394e-16	-1.3292656702136816e-16	-0.0071774952371699	-0.0062193199999993	-0.0034727500000004	1.2059992561825168e-05	3.867994126304192e-05	-0.0083043700000002	0.0257816300000018	0.0006646924454578	6.89625610952781e-05	-0.0364437999999982	-0.0194948000000022	0.0003800472270409	0.0013281505584376	-0.000485552000002	-0.0009663690000008	9.338690437070708e-07	2.3576074960625762e-07	-0.0005538290000013	-0.0011844890000016	1.4030141912752015e-06	3.06726562924358e-07	0.0002582939999992	0.001570324000003	2.465917469532484e-06	6.671578863816404e-08	0.107244231900001	0.0503537627000006	-0.0232376034	1
-4.496214731383748e-18	-6.68528895923968e-14	-1.05463551726859e-07	-5.439620583985031e-17	0.2832968208841332	8.079775098687654e-17	3.4823354494359306e-17	-0.0028041972711922	-0.0345864000000018	-0.0283670800000011	0.0008046912277268	0.0011962190649574	0.0067984400000017	0.0151028100000003	0.0002280948698946	4.621878643490631e-05	-0.0553524000000008	-0.0189086000000016	0.0003575351539611	0.0030638881857615	-0.0004166700000029	6.888200000182068e-05	4.744729044763787e-09	1.7361389061405045e-07	-0.0003335010000008	0.0002203280000001	4.8544426267747735e-08	1.112229181612193e-07	0.0003359219999985	7.762799999956531e-05	6.026104353230058e-09	1.128435894437198e-07	0.1053673315000003	0.0441459902000003	-0.0330062704000001	1
-5.397659571966977e-17	1.9760328288605785e-13	2.720487221952537e-07	2.1412778182767537e-17	0.2847951298936837	-1.659961460399461e-16	-6.317555987519248e-17	-0.0009324180142358	-0.0076482500000002	0.0269381500000017	0.0007256639254226	5.849572806298863e-05	-0.0461121000000021	-0.052910540000003	0.0027995252430972	0.0021263257664102	-0.0351328	0.0202196000000022	0.0004088322241575	0.0012343136358378	0.0012075699999992	0.0016242400000019	2.638155580881998e-06	1.4582253040871467e-06	-0.0010280100000037	-0.0006945090000008	4.823427523796837e-07	1.0568045625117168e-06	0.0002582939999997	-7.762800000006192e-05	6.0261040512608554e-09	6.671578937957742e-08	0.1034194061000004	0.0378192079	-0.0425747907000003	1
-4.060541096124423e-16	-5.733467221008236e-13	-6.893875757492879e-07	-2.3831070926725697e-16	0.2741000781813552	-7.897166703776378e-16	-2.5673822754087436e-16	-0.0002580310766344	0.0117630000000018	0.0194112500000005	0.0003767966265631	0.0001383681690034	-0.0217641000000016	0.0243480000000019	0.0005928251040004	0.0004736760488072	-0.0698203000000018	-0.0346875000000026	0.0012032226562543	0.0048748742920949	0.0011142500000029	-9.331999999967124e-05	8.70862216243394e-09	1.2415530628165144e-06	0.000496679	0.0015246890000033	2.324676550081409e-06	2.4669002832602705e-07	-0.0001946239999977	-0.0004529180000001	2.0513471302967165e-07	3.787850051166732e-08	0.1014017690000019	0.0313904716000003	-0.0518851418	1
-2.2154824787289035e-16	1.616699118542744e-12	1.710318413589748e-06	-1.7107713722543012e-16	0.2630240293370869	-4.183155585820002e-16	-1.1216464256197388e-16	-4.358974656321111e-05	-0.0060353599999987	-0.0177983600000014	0.0003167816186909	3.642557032927607e-05	-0.0051761299999999	0.0165879700000011	0.0002751607487195	2.679232177687187e-05	-0.0554177000000021	0.0144026000000027	0.0002074348867589	0.0030711214732908	0.0001359260000002	-0.0009783240000028	9.571178502410373e-07	1.8475876408352482e-08	0.0005292540000028	3.257499999896612e-05	1.0611285540059619e-09	2.801097955124446e-07	-0.0002469629999996	-5.233900000181104e-05	2.7393710414179484e-09	6.099072272790883e-08	0.0993157800000011	0.0248771123000001	-0.0608808666000003	1
2.782274643165029e-17	-4.482941311771608e-12	-4.150272522611067e-06	-7.68049830945555e-17	0.2560660312676019	-8.821030971810931e-17	1.2481026383390172e-16	2.480821595656908e-06	-0.0129756000000002	-0.0069402400000002	4.816693125694464e-05	0.0001683661953591	0.0088183500000017	0.0139944800000004	0.0001958454704686	7.776329672516922e-05	-0.0525714000000013	0.0028463000000011	8.101423687936761e-06	0.0027637520979615	-0.0003344870000015	-0.0004704130000008	2.2128839026494645e-07	1.1188155352021995e-07	0.0002270860000031	-0.0003021680000008	9.13054991797432e-08	5.1568050515893614e-08	0.0003961480000009	0.0006431110000012	4.135917592157859e-07	1.569332397856723e-07	0.0971628453000003	0.0182966885999999	-0.0695074160000007	1
-1.7427472016537978e-17	1.221272135822202e-11	9.8053404574227e-06	-5.892920308659516e-17	0.2515563363128834	-1.8191648647606212e-16	1.5526621060059074e-16	-8.990196983264741e-07	-0.0141213000000003	-0.0011456999999997	1.3126284894703433e-06	0.0001994111136892	0.0028685300000015	-0.0059498200000006	3.540035802933916e-05	8.228464361405419e-06	-0.0313780999999994	0.0211933000000023	0.0004491559648912	0.0009845851596069	0.0004511530000012	0.000785640000002	6.172302094090606e-07	2.0353902644421978e-07	-0.000349526	-0.0005766120000018	3.324813987211641e-07	1.221684247265235e-07	0.0001808229999991	-0.0002153250000017	4.6364855053022835e-08	3.269695662086962e-08	0.0949444160000006	0.0116669402999998	-0.0777124796000008	1
-1.5608017540398108e-17	-3.273979092583003e-11	-2.2391551823493343e-05	-1.6107453076566814e-16	0.2497491429510899	-2.4879140515485827e-16	1.646067331701142e-16	3.391797905740691e-07	-0.0184125000000008	-0.0042911999999999	1.841439743874724e-05	0.0003390201562489	-0.0115768999999998	-0.014445430000001	0.0002086704478835	0.0001340246136091	-0.034532499999999	-0.0031544000000005	9.950239358804473e-06	0.0011924935562473	0.0006174570000023	0.000166303999999	2.765701885728832e-08	3.8125314579359293e-07	-0.0006298880000016	-0.0002803619999986	7.860284970937785e-08	3.96758892840073e-07	0.0007558430000004	0.0005750200000019	3.306480006004249e-07	5.712986433613094e-07	0.0926619877000008	0.0050057398999998	-0.0854463025000011	1
1.4064824919291808e-16	8.635106050513902e-11	4.867265262735383e-05	-1.5700205559311842e-16	0.1723244042130392	-1.798517530693491e-16	3.6830313522917205e-16	-1.218828522474817e-07	0.0010291300000001	0.0194416300000012	0.0003779769770569	1.0591085580471478e-06	0.0170666000000023	0.0286435000000013	0.0008204500922507	0.000291268835563	-0.0553167000000011	-0.0207842000000015	0.0004319829696406	0.0030599372988908	-5.317259999848793e-05	-0.0006706296000011	4.497440610330903e-07	2.827323690513537e-09	0.000399309000001	0.0010291970000009	1.0592464660139946e-06	1.5944767590688313e-07	-0.0001878729999993	-0.0009437160000018	8.905998898202923e-07	3.5296263982713664e-08	0.0903170987000004	-0.0016689550000003	-0.0926619877000014	1
2.4938287929870107e-16	-2.2355319458036782e-10	-9.567446641590008e-05	-3.5405098549952144e-16	0.0444261421194362	-2.5200396060695153e-16	3.6660890484101273e-16	4.141668138190152e-08	-0.0121320000000001	-0.0131611300000007	0.0001732153428769	0.0001471854239982	-0.008043439999999	-0.0251100400000021	0.0006305141088014	6.46969270326533e-05	-0.0416955000000016	0.0136212000000016	0.0001855370894395	0.001738514720248	0.0004470049999999	0.0005001775999997	2.5017763095378775e-07	1.998134690456885e-07	0.0006569820000032	0.0002576730000007	6.63953761109651e-08	4.3162534662741844e-07	-0.0001878729999994	6.296394844590013e-16	-2.024323722046793e-16	3.5296263500146725e-08	0.087911329800001	-0.0083391507000003	-0.0993157800000021	1
4.8243124684331915e-18	5.689856790893008e-10	0.0001685607287328	1.841767699350699e-16	-0.021248168243845	-7.40849353958411e-16	2.269311251594573e-16	-1.3672017543725112e-08	0.0017838400000005	0.0139158400000009	0.0001936506029051	3.1820851479095245e-06	-0.0080401199999998	3.320000000556039e-06	1.1020824250980444e-11	6.464352961313232e-05	-0.0153697999999982	0.0263257000000024	0.0006930424804919	0.0002362307520407	0.0001610619999994	-0.0002859430000003	8.176339795168727e-08	2.594096772776896e-08	-0.0002097639999995	-0.0008667460000023	7.512486299907822e-07	4.4000937454593564e-08	0.0001216730000012	0.0003095459999997	9.581872709211386e-08	1.4804318717048661e-08	0.0854463025000026	-0.0149868655	-0.105367331500002	1
3.371990042457489e-16	-1.4213244070915323e-09	-0.0004583485449656	-1.5699280262900929e-15	-0.036633088299484	-2.3059932982895944e-16	5.46207007959899e-16	4.350520198006981e-09	-0.0052498299999998	-0.0070336700000003	4.947251366857001e-05	2.756071502897612e-05	0.0197816000000024	0.0278217200000013	0.0007740481037592	0.0003913116985635	-0.0279861999999986	-0.0126164000000018	0.0001591735489595	0.000783227390438	7.1331500013963775e-06	-0.0001539288499992	2.3694089953409683e-08	5.088057525956458e-11	-4.7112200001330085e-05	0.0001626517999996	2.6455608771303377e-08	2.2195591046537304e-09	-0.000262886000001	-0.0003845590000015	1.4788562354677937e-07	6.910904784777227e-08	0.0829236784000014	-0.0215941784000002	-0.1107799461000024	1
4.268827211585845e-16	3.475082808256029e-09	0.0089790144770741	3.2674907608985607e-15	-0.0302577652122159	-2.3966053206970806e-16	5.370159833203396e-16	-1.312746177386824e-09	-0.0115538000000006	-0.0063039700000003	3.974003776009292e-05	0.0001334902944378	-0.0080821799999986	-0.0278637800000027	0.0007763902358891	6.532163355074994e-05	-0.0553356000000021	-0.027349400000003	0.0007479896803639	0.0030620286273618	0.000725904000001	0.0007187708499997	5.166315369625652e-07	5.269366166994145e-07	0.0002744509999997	0.0003215631999997	1.0340289179105061e-07	7.532335186900904e-08	-0.0002765340000017	-1.364799999876789e-05	1.862673587376677e-10	7.647105241235696e-08	0.0803451581000011	-0.0281432772000007	-0.1155208024000024	1
1.0324472365158075e-16	-8.28088542289769e-09	0.1094873964531514	-1.0059726016362058e-14	-0.0185088550971991	-4.2769554770325503e-16	2.24878126359869e-16	3.6403412069787857e-10	-0.0112221999999999	0.0003316	1.0995855897516323e-07	0.0001259377728394	-0.0080703999999993	1.1779999999845709e-05	1.3876669358162096e-10	6.513135615981945e-05	-0.0398357000000015	0.0154999000000019	0.0002402469000104	0.0015868829944883	0.0004312799999998	-0.0002946240000008	8.68033012272921e-08	1.8600243716455338e-07	0.0003067050000004	3.225400000150448e-05	1.0403202357219511e-09	9.406795654306562e-08	7.635459999597155e-06	0.0002841694600019	8.075228180002543e-08	5.829932771285744e-11	0.0777124796000013	-0.0346165067000004	-0.1195611523000017	1
