img1	img2	dice	voxinmask	voxoutmask	ratio_inoutmask
sub-06_ses-test	mni152	0.7953247807668743	87.50940899127342	12.490591008726582	7.006026290520181
sub-05_ses-retest	mni152	0.7296217523362785	83.7955856334411	16.204414366558893	5.171157916473079
sub-05_ses-test	mni152	0.7182767039532134	80.40210645837004	19.59789354162996	4.102589203660047
sub-06_ses-retest	mni152	0.7972586064702938	84.10770393954476	15.892296060455239	5.292356977216763
sub-07_ses-test	mni152	0.7429967704210845	89.54673586349806	10.453264136501952	8.566389856237164
sub-10_ses-test	mni152	0.8078492273476744	89.41132033832847	10.588679661671526	8.444048096192384
sub-08_ses-retest	mni152	0.7712602668305988	90.34794260815664	9.652057391843357	9.360485432308637
sub-07_ses-retest	mni152	0.747148764085787	87.47378920536407	12.526210794635931	6.983260192525481
sub-04_ses-test	mni152	0.7801445358176625	89.06050314245199	10.939496857548011	8.14118823764753
sub-09_ses-test	mni152	0.779915511240497	88.14846273631649	11.851537263683513	7.437723965685742
sub-03_ses-retest	mni152	0.7825459432834795	88.71938945573078	11.280610544269221	7.8647684101462065
sub-02_ses-test	mni152	0.7600735963523139	88.59239641712256	11.40760358287745	7.7660830141483626
sub-03_ses-test	mni152	0.7828317710902812	88.17288868751977	11.827111312480232	7.455149981929887
sub-09_ses-retest	mni152	0.7854576424560189	88.3762914162264	11.62370858377361	7.603106252990321
sub-02_ses-retest	mni152	0.7741181063784182	88.8359344458159	11.16406555418411	7.957310355681461
sub-01_ses-test	mni152	0.7962245133813037	88.21487193911179	11.78512806088822	7.485270544651445
sub-08_ses-test	mni152	0.7760554432572914	89.4054452063909	10.594554793609113	8.438810969227548
sub-04_ses-retest	mni152	0.7824725895026884	88.92484201644855	11.075157983551444	8.029216571765168
sub-01_ses-retest	mni152	0.7933287840760574	89.73351532145178	10.266484678548224	8.740432400288832
sub-10_ses-retest	mni152	0.7994219274984702	89.64661504864007	10.353384951359937	8.658676893576223
