trial_type.digits	trial_type.hash__red	trial_type.letters	trial_type.mirrored_digits	trial_type.mirrored_letters	trial_type.scrambled_digits	trial_type.scrambled_letters	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	intercept
0.08843735001093	-4.363857065665993e-13	-4.313364294321497e-16	-1.2707110236618351e-09	0.0323647986894516	-5.3760163845254557e-14	1.210306385997315e-05	-0.0002279836165538	-9.605852379439762e-05	9.227239431811832e-09	5.1976528960065336e-08	-0.0006995378431348	-0.194983970839902	0.0380187488844952	4.893531952350354e-07	0.0008812223641583	-0.0149618687873761	0.0002238575176111	7.765528551863294e-07	-0.0001880040450409	0.0009709930634466	9.428275301741408e-07	3.5345522808141453e-08	-5.898707701075031e-05	-0.0001150357641489	1.3233226958688309e-08	3.479474285756978e-09	-0.0001370054953071	-5.353800226129829e-05	2.8663173085664194e-09	1.8770506188384546e-08	0.0760843375000014	0.072233924100002	0.0659602543000006	0.0574737931000012	1
0.1046456489114379	1.2946309121409208e-12	3.9531695378796653e-16	3.145985412908903e-09	0.0722032422667846	1.3103360448920774e-13	-2.9654528941333032e-05	-0.0002451859981529	-1.720238159962979e-05	2.9592142883779377e-10	6.011617349560154e-08	0.2182959831190769	0.2189955209622099	0.0479590382015113	0.0476531362459236	-0.0156390993962671	-0.0165203217604253	0.0002729210310686	0.0002445814299257	-0.0008039983936309	-0.0006159943485902	3.7944903748609593e-07	6.46413416442558e-07	4.2033745971453495e-05	0.0001010208229824	1.020520585359259e-08	1.766836105104447e-09	-8.398306755087016e-05	5.302242775623002e-05	2.811377352064777e-09	7.053155459485831e-09	0.0759482205000008	0.0716990677000006	0.0647923613000013	0.0554841012000005	1
0.0991161026520274	-3.7246816677477546e-12	3.381787536338494e-17	-7.612052249021199e-09	0.1004964232492478	-3.146380091892098e-13	6.550644382507785e-05	-0.0002234383022277	2.1747695925059e-05	4.729612601586566e-10	4.992467499607519e-08	0.1679188596486093	-0.0503771234704707	0.0025378545691579	0.0281967434256884	-0.0046526090994164	0.0109864902968512	0.0001207029690426	2.164677143206786e-05	-0.0008439985593333	-4.000016570248352e-05	1.6000137589865434e-09	7.123335675557517e-07	3.803545069699879e-05	-3.998295273988587e-06	1.598536311366907e-11	1.4466951962986123e-09	-8.398397649407225e-05	-9.089436113920683e-10	-4.252410242264143e-16	7.053307547719811e-09	0.0758053842000014	0.0711388385000014	0.0635728809000011	0.053415877800001	1
0.0805145839287315	1.0445006895695284e-11	-2.9607187706658617e-16	1.7930183679411484e-08	0.1202892307968172	7.316677057978265e-13	-8.113706392558913e-05	-0.0002469197923876	-2.348149016031318e-05	5.513796201912984e-10	6.096938378459781e-08	-0.0014367708342063	-0.169355630482814	0.0286813295762307	2.064310431392129e-06	0.0013282114828149	0.0059808205822313	3.577021483645276e-05	1.7641457437035905e-06	-0.0002779999850888	0.000565998574244	3.203543852826762e-07	7.72839925805792e-08	-4.883428887525043e-07	-3.852379358586073e-05	1.4840818289006894e-09	2.3815234056456653e-13	-8.400013952093962e-05	-1.6163026019175617e-08	-5.061447796627195e-16	7.056022620188381e-09	0.0756558413000012	0.0705534348000019	0.0623027839000008	0.051272050200001	1
0.0581886144518515	-2.8649203574774838e-11	3.152037639879859e-16	-4.0855248638422176e-08	0.1434866570171828	-1.6418780618156393e-12	0.0056049184581667	-0.0002158222497281	3.109754265956898e-05	9.670567269990943e-10	4.6579243464815396e-08	0.1988950040225455	0.2003317748567496	0.0401328200172567	0.0395592226251274	-0.0067282615123351	-0.0080564729951506	6.490675712102269e-05	4.526950297821443e-05	-0.0008290017488154	-0.0005510017637262	3.036029438724092e-07	6.872438991898587e-07	-3.796512688396661e-05	-3.747678399521094e-05	1.4045085856289242e-09	1.4413503523370626e-09	-8.40157488530814e-05	-1.5609332166771213e-08	-1.7882490875414055e-16	7.058645821230571e-09	0.0754996050000007	0.0699430637000007	0.0609830816000012	0.0490556527000004	1
0.0378702852020789	7.701477460214856e-11	3.464105288653547e-17	8.90864595897238e-08	0.1580685369990001	3.502113114965495e-12	0.0328838635792154	-0.0062788280102244	-0.0060630057604962	3.676003885204409e-05	3.942368118112417e-05	0.1850416130263718	-0.0138533909961768	0.0001919164420918	0.0342403985514011	0.0014254124453793	0.0081536739577141	6.648239900769699e-05	2.0318006402382326e-06	-0.0011200061642662	-0.0002910044154502	8.468357006067193e-08	1.254413806657869e-06	-3.795297432076269e-05	1.2152563639836886e-08	-3.2181417629907783e-16	1.4404273370152816e-09	-8.402127724966045e-05	-5.528396644307403e-09	-2.6766204601055594e-16	7.059575256145105e-09	0.0753366892000014	0.0693079414000014	0.059614824700001	0.0467698224000006	1
0.0217337206032276	-2.0313095636244923e-10	-3.508962124744228e-16	-1.8223838465778118e-07	0.1522331052730838	-6.922528108531411e-12	0.072676574644926	-0.0150067996553833	-0.0087279716451585	7.617748904011224e-05	0.0002252040358951	-0.0055245857583682	-0.1905661987847387	0.0363154761192642	3.052104780311323e-05	0.0012264791646867	-0.0001989332806931	3.957444948316885e-08	1.5042511417113531e-06	-0.0002700015937262	0.00085000457054	7.225077696721582e-07	7.290086185614977e-08	-3.7988629205858514e-05	-3.5654886082201564e-08	8.531914793502529e-16	1.4431361080033952e-09	-8.400510377878893e-05	1.6173471745266925e-08	7.785763202741047e-17	7.056858132189291e-09	0.0751671082000016	0.0686482924000022	0.0581991027000005	0.0444177947000009	1
0.0098644699740583	5.258423435367652e-10	1.211247292186325e-16	3.3525269409949934e-07	0.1290732026241975	1.1919745074501808e-11	0.0997831088567226	-8.824194792122083e-05	0.0149185577074632	0.0002225633640738	7.786641613512151e-09	0.1276663170892061	0.1331909028475734	0.0177398166013516	0.0162986885191205	-0.0079131946882987	-0.0091396738529852	8.353363813929251e-05	6.261865017450636e-05	-0.0005619841477621	-0.0002919825540363	8.525381165487667e-08	3.158261830477045e-07	0.0003770236144132	0.0004150122436191	1.722351652853159e-07	1.4214681003418128e-07	-8.339408625136194e-05	6.1101752691326e-07	3.7333243086317293e-13	6.954572998738732e-09	0.0749908770000009	0.067964350300001	0.056737042800001	0.0420028986000005	1
0.001567538467169	-1.3354936415556074e-09	5.406224642648928e-17	-4.919108785085379e-07	0.1119906255242604	-1.4428835316364517e-11	0.1041329349277265	-0.0001495328395571	-6.129089163683834e-05	3.7565725896403424e-09	2.2360070350036642e-08	0.2075974631063392	0.0799311460171298	0.0063889881036111	0.043096706688188	-0.0101235120906224	-0.0022103174023235	4.885503018051278e-06	0.0001024854970488	-0.0009269924185363	-0.0003650082707741	1.332310377100213e-07	8.593149439110389e-07	0.0001730386024104	-0.0002039850120041	4.160988544636516e-08	2.9942359356556074e-08	-8.341997573975011e-05	-2.588948889073643e-08	2.576253856080626e-16	6.958891974889774e-09	0.0748080113000011	0.067256357100001	0.055229809000001	0.0395285520000005	1
-0.0039342351899982	3.3237283079530024e-09	-4.2936827475090527e-16	2.416366582327533e-07	0.1164900052491881	-6.7444958194016624e-12	0.0903919020617862	-0.0002228189600392	-7.328612048226945e-05	5.3708546857735404e-09	4.9648288875994593e-08	0.0567974834850547	-0.150799979621285	0.0227406338537795	0.0032259541302344	0.0013796378038156	0.0115031498944383	0.0001323224574938	1.9034004704436956e-06	-0.0005510014287175	0.0003759909898182	1.4136922397786506e-07	3.036025749383555e-07	-4.69768748145953e-05	-0.0002200154772246	4.840681086318639e-08	2.206825772724468e-09	-8.401296038220968e-05	-5.929846419605267e-07	3.512006808983318e-13	7.058177017479671e-09	0.0746185272000013	0.0665245633000016	0.0536786014000006	0.0369982572000007	1
-0.0072742404245822	-8.088598304712483e-09	-1.0943805727539152e-16	2.4650915760420677e-06	0.1253013574424467	1.3359509078049736e-10	0.0748048305723946	-0.0058674834394878	-0.0056446644794488	3.18622370859812e-05	3.442736191167412e-05	0.1199152909128273	0.063117807427772	0.0039838576144883	0.0143796769947075	-0.014428022124143	-0.0158076599279592	0.0002498821123984	0.0002081678224141	-0.0004830022368916	6.799919182635398e-05	4.6238897231042854e-09	2.332911620743888e-07	-6.597973475355559e-05	-1.9002859938720264e-05	3.6110818295826574e-10	4.353324493334614e-09	-8.401590501240736e-05	-2.944630573378668e-09	4.980030002553277e-17	7.058672735594023e-09	0.0744224415000011	0.065769228000001	0.052084655100001	0.0344155955000003	1
-0.0089483960396714	1.9180072725769183e-08	-1.320126726089908e-16	-1.296919400109292e-05	0.1204581650048364	-6.460593613301947e-10	0.0807123383196215	-0.0060424201576133	-0.0001749367181247	3.0602854729468956e-08	3.6510841360513406e-05	0.2258750486123095	0.1059597576994793	0.011227470251732	0.0510195375856134	0.0005352623985297	0.0149632845226726	0.0002238998837066	2.865058354078425e-07	-0.001230994129585	-0.0007479918926936	5.594918724194535e-07	1.5153465452635768e-06	-0.0002420333081472	-0.0001760535733934	3.0994861288296094e-08	5.8580120725819394e-08	5.3350990261418895e-05	0.0001373668952742	1.8869664374185098e-08	2.846327677313712e-09	0.0742197716000011	0.0649906183000009	0.0504492391000009	0.0317842224000003	1
-0.0093713011762961	-4.406243485624014e-08	-8.905758665680776e-17	2.5097031610926384e-05	0.1001784169756615	2.4338244711444607e-09	0.1022236273558395	-0.0107922943247883	-0.0047498741671745	2.2561304604255545e-05	0.0001164736167914	0.0457553756845916	-0.1801196729277192	0.0324430965755881	0.0020935544040378	-0.0104756847622836	-0.0110109471608141	0.0001212409573782	0.0001097399712381	-0.0004229955971429	0.0008079985324429	6.528616290159833e-07	1.789252762467474e-07	-0.0001410112461505	0.0001010220619971	1.02054569263841e-08	1.9884170454412258e-08	5.496995262020443e-05	1.6189623577629726e-06	2.6208067448313407e-12	3.021695519767254e-09	0.0740105353000017	0.0641890098000018	0.0487736556000005	0.0291078623000006	1
-0.0089180686276296	9.713033907646666e-08	-1.4890108387152134e-15	0.0010487304109529	0.0721121960259415	-8.192321041001235e-09	0.1151703296129505	-0.0074996714996878	0.0032926228251007	1.0841365067859037e-05	5.624507260233016e-05	0.0960048253671013	0.0502494496825102	0.0025250071933939	0.0092169264937672	-0.0152078465094052	-0.0047321617471208	2.2393354800664343e-05	0.000231278595453	-0.0005259977962783	-0.0001030021991361	1.0609452793088757e-08	2.766736821569296e-07	-5.001731891323728e-05	9.099392723731829e-05	8.27989411610709e-09	2.5017317395607196e-09	6.598681268884386e-05	1.1016860068301623e-05	1.2137130933146328e-10	4.354258696275457e-09	0.0737947511000013	0.063364686300001	0.0470592387000006	0.0263903032000004	1
-0.0079186854248464	-2.019168396520496e-07	3.2227655058992266e-15	0.0169241017563839	0.0443742428810832	2.5803101784801753e-08	0.1091483245973637	-0.0001481371019021	0.0073515343977858	5.404505800177672e-05	2.1944601258023313e-08	0.1812122279695952	0.0852074026024913	0.0072603014582624	0.0328378715657039	-0.0125609744222645	0.0026468720871408	7.005931845223685e-06	0.0001577780784363	-0.000855002290016	-0.0003290044937379	1.0824395706427433e-07	7.310289154695834e-07	6.897392227598507e-05	0.0001189912411894	1.4158914688005116e-08	4.7574021529091644e-09	6.1029480866501086e-05	-4.957331823472399e-06	2.4574611594570676e-11	3.7245962014542437e-09	0.0735724383000011	0.0625179393000007	0.0453073533000009	0.0236353917000002	1
