img1	img2	dice	voxinmask	voxoutmask	ratio_inoutmask
sub-10_run-03	mni152	0.8674333474729383	92.16913728632478	7.830862713675215	11.769985077808567
sub-01_run-02	mni152	0.8737407915852975	90.85042219541617	9.149577804583837	9.92946605141727
sub-13_run-01	mni152	0.859168238407704	88.4542787267111	11.545721273288917	7.661217227835778
sub-14_run-03	mni152	0.8522499178156363	90.65149514371397	9.34850485628602	9.696897689768978
sub-04_run-01	mni152	0.757120929541666	77.36540842105974	22.634591578940267	3.4180165412413386
sub-13_run-03	mni152	0.8612271060897989	88.13366220793519	11.866337792064813	7.42719984483093
sub-04_run-02	mni152	0.7585670090826161	77.47793062705713	22.522069372942866	3.440089333892919
sub-06_run-01	mni152	0.8474962933524907	89.56044177923152	10.43955822076847	8.578949404301408
sub-15_run-01	mni152	0.873341375150784	95.73639255208892	4.263607447911082	22.454316848281646
sub-05_run-02	mni152	0.855931165532199	92.60995939303271	7.3900406069673	12.53172537451559
sub-07_run-03	mni152	0.8797240093824279	92.00162170795333	7.998378292046669	11.502534432440735
sub-03_run-03	mni152	0.8872022668621585	92.88474587491518	7.115254125084819	13.054311798569517
sub-11_run-02	mni152	0.8685865226112689	93.2157076722396	6.7842923277603955	13.739930882814953
sub-04_run-03	mni152	0.7584723253320135	77.37025805344166	22.629741946558333	3.418963337547408
sub-11_run-01	mni152	0.8702081007813746	93.57004153753167	6.429958462468333	14.5522
sub-15_run-02	mni152	0.8662337873949032	95.6598799809265	4.340120019073495	22.04083747927032
sub-02_run-01	mni152	0.8673892266080571	90.84395452979676	9.156045470203237	9.921745673438677
sub-07_run-01	mni152	0.8748447762825969	91.7134038006501	8.28659619934991	11.067681059183876
sub-01_run-01	mni152	0.8732734819963317	90.71968101535955	9.28031898464044	9.775491679273827
sub-02_run-02	mni152	0.8665290971222882	91.04650973232043	8.953490267679568	10.168828804224132
sub-03_run-02	mni152	0.8857678868189445	93.20278949806563	6.797210501934369	13.711917480198931
sub-05_run-03	mni152	0.8595038704440617	92.85032957350067	7.149670426499336	12.986658689799581
sub-13_run-02	mni152	0.8609435357626858	88.24803755579498	11.751962444205018	7.509217117972561
sub-06_run-02	mni152	0.847688013584994	91.44113225503531	8.55886774496469	10.68378843788438
sub-05_run-01	mni152	0.8613285113993369	92.79822321500889	7.201776784991113	12.885462294305668
sub-06_run-03	mni152	0.8442351606921179	89.75307334479304	10.246926655206966	8.759023692160918
sub-12_run-01	mni152	0.8870839350216608	94.00162771179328	5.99837228820672	15.671189315242737
sub-07_run-02	mni152	0.8797201810039919	92.12335235905226	7.876647640947727	11.695756438327598
sub-10_run-01	mni152	0.86518106286867	92.08011361263105	7.919886387368949	11.626443752966615
sub-10_run-02	mni152	0.8685226019845645	92.4085634086053	7.591436591394696	12.172737306843267
sub-12_run-03	mni152	0.8883916967581207	93.97991471792616	6.020085282073843	15.611060361183334
sub-12_run-02	mni152	0.8902763956213283	94.31709971432458	5.6829002856754185	16.596648713345303
sub-03_run-01	mni152	0.8827956352729928	92.7233462244716	7.276653775528391	12.742580461407005
sub-14_run-02	mni152	0.8540902671689633	90.23001122005951	9.769988779940485	9.235426288852826
sub-15_run-03	mni152	0.873889006670037	95.78335865582268	4.216641344177317	22.71555743959305
sub-11_run-03	mni152	0.8632748249914581	93.1966545142612	6.803345485738794	13.698650863699408
sub-14_run-01	mni152	0.846899962694173	90.10835672605553	9.891643273944464	9.109543705787448
sub-01_run-03	mni152	0.8689446583978091	90.70839280961943	9.291607190380567	9.762400729071736
