trial_type.failedstopcritical	trial_type.failedstopnoncritical	trial_type.gocritical	trial_type.gononcritical	trial_type.junk	trial_type.successfulstopcritical	rt_reg.rt	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	intercept
1.1590168365778045e-08	3.2431122278695173e-05	-0.0008415909855436	0.0001909860074001	0.0002550955725704	-1.2296556078896014e-15	-0.0009741712563308	-0.0822053000000068	9.429805975044974e-16	-3.0502004298406223e-16	0.0067577113480878	-0.0262337000000068	1.6410853070763977e-15	-2.5845478697160777e-16	0.0006882070156911	-0.0526980000000068	1.8276262272489383e-15	-9.748022457638072e-16	0.0027770792040011	0.0009893970000004	-1.0425225574526689e-15	6.06310611911735e-16	9.789064226711303e-07	0.0009181820000026	-4.8759974579779665e-16	3.64965831188913e-16	8.430581851166282e-07	-0.0015484899999974	-1.4911482874519009e-15	-5.728227269762971e-16	2.397821281337868e-06	-4.408158841860634e-15	-2.3128945233077557e-15	-2.4522363446017697e-15	-9.888015404811473e-16	1
-1.2397273440043092e-08	-8.27524067236185e-05	0.0232965194542803	-0.0006013430310352	-0.000575983634318	-9.921080810431984e-16	0.0178145576838155	-0.0755839000000012	0.0066214000000007	4.384293795897914e-05	0.0057129259392106	-0.0179668000000007	0.0082669000000004	6.834163560946763e-05	0.0003228059022412	-0.0333067000000021	0.0193913000000013	0.0003760225156895	0.0011093362648914	0.0009893970000021	-6.3183161540063855e-16	-2.151713820992859e-15	9.789064256343093e-07	0.0009181819999998	6.739672672531584e-16	-2.2713274196342804e-15	8.430581863061396e-07	-0.0012707100000016	0.000277780000002	7.71617302404326e-08	1.614703904442312e-06	0.1069001902000016	0.1068872710000014	0.1068657401000017	0.1068355993000018	1
-1.6070806888820087e-08	0.0002069959518991	0.2059034822356823	0.0015711197580085	0.017727052963387	-6.880348995948396e-16	0.1099096656306094	-0.0837476000000029	-0.0081637000000014	6.664599769054358e-05	0.0070136605057645	-0.0034730399999984	0.0144937600000005	0.0002100690789375	1.2062006839002684e-05	-0.0122833999999999	0.0210233000000009	0.00044197914289	0.0001508819155582	0.0006858219999996	-0.0003035749999996	9.21577785047286e-08	4.70351815031257e-07	0.0008462000000008	-7.198199999967989e-05	5.181406329618394e-09	7.160544412300717e-07	-0.0012707099999987	-1.0778386780853871e-16	-3.6406777715913687e-16	1.6147039037552697e-06	0.1068657401000016	0.1067494984000016	0.1065558558000019	0.1062849527000018	1
1.7101484289334006e-07	-0.000496485660774	0.3114504311020841	0.0003304778927361	0.1939101557595548	-2.3052058438119496e-16	0.1652185175592735	-0.075583900000002	0.0081637000000013	6.664599769012246e-05	0.0057129259392113	-0.0211781000000008	-0.0177050600000015	0.0003134691496027	0.0004485119196122	-0.0122718999999996	1.149999999943732e-05	1.322498262129764e-10	0.0001505995296097	0.0008276050000008	0.0001417829999992	2.0102417434791373e-08	6.849300370576561e-07	0.0009181820000001	7.19819999999092e-05	5.1814076048572875e-09	8.430581860739855e-07	-0.0012707099999996	-3.7027365606105503e-16	-3.705723974696931e-16	1.6147039047001826e-06	0.1067968511000013	0.1064741307000017	0.1059369856000011	0.1051864975000012	1
-7.843917251610186e-07	0.0011268369828645	0.2092142933619707	0.127716441076547	0.3109132297131926	-1.0296362300820572e-17	0.1782698819775989	-0.0755839000000021	8.223609832927656e-17	3.353383411272769e-16	0.0057129259392117	-0.0034532999999999	0.0177248000000012	0.0003141685350392	1.1925280888107895e-05	-0.0123032000000001	-3.129999999935656e-05	9.796898283747092e-10	0.0001513687302399	0.0002705469999986	-0.0005570580000006	3.1031361697771977e-07	7.319567805449942e-08	0.000918182000001	4.686444746427493e-16	3.4196874032945237e-16	8.430581872812959e-07	-0.0012707100000005	1.4055798901334588e-16	-2.358996563224654e-16	1.614703905027724e-06	0.1066935452000013	0.1060615229000016	0.1050109242000009	0.103545895400001	1
2.916805741984787e-06	-0.0026688345140171	0.2188968976884437	0.3025981448467422	0.2168268311942306	1.6691370444393568e-16	0.1909278777567952	-0.0755839000000023	-3.824533337199793e-17	-5.853824198321249e-16	0.0057129259392119	-0.0206019000000013	-0.017148600000001	0.0002940744819591	0.0004244382836121	0.0015202300000008	0.01382343	0.0001910872169652	2.311099251412257e-06	0.0006927229999988	0.0004221760000014	1.78232575673769e-07	4.798651547517367e-07	0.0009181820000011	-1.2267254803979213e-15	-4.111861943809329e-16	8.430581875251611e-07	-0.0012707100000001	-5.796614963869617e-18	-1.4255470125300352e-16	1.6147039045616097e-06	0.106555855800001	0.1055122068000015	0.1037803570000008	0.1013716023000012	1
-9.80636781606232e-06	0.0408795333777126	0.3190734550545716	0.2548947911150533	0.0954715805527902	3.5903318289335633e-16	0.1659932136957721	-0.0755839000000023	-2.8868386210806223e-16	-7.874352785728107e-16	0.0057129259392121	-0.0034677700000005	0.0171341300000005	0.0002935784108566	1.2025428770989084e-05	-0.0297664000000003	-0.031286630000001	0.000978853216757	0.000886038568962	0.0006100250000001	-8.269799999865456e-05	6.838958095397152e-09	3.721305007974518e-07	0.0009181820000024	1.2401694896445923e-16	-4.097949180168581e-16	8.430581899252204e-07	-0.0012707100000005	-1.7215224059700702e-17	-6.170139640718437e-16	1.6147039047916649e-06	0.1063838272000009	0.1048268904000014	0.1022488522000012	0.0986748248000015	1
3.101302223909035e-05	0.2369412238749787	0.2392734649457281	0.1545590660854956	0.0200209940729848	2.466925650525647e-16	0.1523678642259233	-0.0755940000000022	-1.0100000000361808e-05	1.0200806283523231e-10	0.0057144528360012	-0.0319649000000025	-0.0284971300000016	0.000812086418238	0.0010217548320154	-0.0058564999999997	0.0239099	0.0005716833180099	3.429859224844676e-05	0.0008270800000001	0.0002170549999989	4.7112871780884487e-08	6.840613279213975e-07	0.0005576939999988	-0.0003604880000036	1.299515989518243e-07	3.110225948466802e-07	-0.0012707100000004	-1.9112232833700581e-16	-4.171422971235852e-16	1.614703904063377e-06	0.1061775150000006	0.1040064572000012	0.1004208509000013	0.0954694625000015	1
-9.411509945632703e-05	0.3027784160790401	0.104901063673899	0.2512247937836326	-0.0157815778333402	2.399144874244446e-16	0.1529119659748592	-0.0755946000000029	-5.999999999293938e-07	3.5912388564328655e-13	0.0057145435491617	-0.0034532800000007	0.028511620000002	0.0008129124750263	1.1925142756098646e-05	-0.0058717399999991	-1.5239999999966196e-05	2.3225710411455282e-10	3.44773306257164e-05	0.0002705469999978	-0.0005565329999996	3.097289801716138e-07	7.319567754811008e-08	0.0003677069999973	-0.0001899869999992	3.6095057747169994e-08	1.3520843415090105e-07	-0.0012707100000002	-2.9192410321007063e-16	-1.6177676015762456e-15	1.61470390576226e-06	0.105936985600001	0.1030519645000015	0.0983016538000017	0.0917720363000017	1
0.0002775530724674	0.190267072864714	0.1583255684687513	0.3007344264973359	-0.0274356964678982	2.30092396252706e-16	0.1619627912366235	-0.0697628000000024	0.0058318000000005	3.4009891238580704e-05	0.0048668482638404	-0.0256772000000021	-0.0222239200000017	0.000493902620167	0.0006593185998436	-0.0058128799999991	5.8859999998831205e-05	3.4644992063872103e-09	3.3789573893082e-05	0.0010604500000009	0.0007899030000017	6.239467523293085e-07	1.1245542046968454e-06	0.0007971529999997	0.0004294460000031	1.844238687514797e-07	6.354529069483766e-07	-0.0012707100000014	-3.1667466545151714e-16	-5.477148059526362e-16	1.614703905470623e-06	0.1056623165000008	0.1019646428000015	0.0958974061000014	0.0876016033000017	1
