trial_type.feedback	trial_type.feedback_derivative	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	intercept
0.001178030710166	-0.0037288276280121	6.675579999994551e-05	-1.1080027564803274e-16	-1.6150597950733112e-16	4.456336967763138e-09	-0.0487733000000075	1.6450086303177273e-15	-7.081336429524945e-17	0.0023788347928924	-0.1297220000000065	3.803934038291642e-16	2.008614111458629e-16	0.0168277972840033	0.0006334449999985	4.596191802882259e-16	7.875300547523545e-17	4.012525679488129e-07	8.924100000214654e-05	-5.113300346695204e-16	-7.920719254362648e-16	7.96395510945837e-09	-0.0004031520000011	-6.640890501605607e-17	-1.944140118966298e-15	1.6253153443324178e-07	-1.0767054330787928e-14	-6.242830105863514e-16	-1.1960517854702682e-15	-4.2381302371533965e-16	1
0.0115525439979036	0.0362789338240647	0.0001173450000002	5.0589200000223285e-05	2.5592667276314284e-09	1.3769848848898921e-08	-0.0330889999999993	0.0156843000000002	0.0002459972664899	0.0010948819209992	-0.0957264000000047	0.033995600000002	0.0011557008193606	0.0091635436569653	0.0002677150000002	-0.0003657300000014	1.3375843218854258e-07	7.167132076761952e-08	0.0004100310000014	0.0003207900000014	1.0290622502338521e-07	1.6812542646737435e-07	-0.0002612079999997	0.0001419440000005	2.014809922181015e-08	6.822961978388061e-08	0.105699214600001	0.105687005000002	0.1056666568000019	0.1056381715000017	1
0.2132841277190358	0.1379411080485862	-0.0097522800000012	-0.0098696250000013	9.740949764186962e-05	9.510696519852764e-05	-0.0273413999999985	0.0057475999999994	3.303490576020082e-05	0.000747552153959	-0.1014780000000047	-0.0057516	3.3080902558917444e-05	0.0102977844840062	0.0001571089999995	-0.0001106060000004	1.223368688577872e-08	2.4683237520302018e-08	8.813470000009107e-05	-0.0003218963000028	1.0361722844086884e-07	7.767723199261986e-09	-6.840279999624751e-05	0.0001928052000003	3.717384601165479e-08	4.678940146478717e-09	0.1056666568000017	0.1055567991000021	0.1053737875000018	0.1051177489000017	1
0.4045641257852748	0.0395343368607127	-0.0107332000000025	-0.000980919999999	9.622040455707565e-07	0.0001152015822404	-0.0377550000000013	-0.010413600000001	0.0001084430649584	0.0014254400250013	-0.0441845000000021	0.057293500000003	0.0032825451422532	0.0019522700402503	0.0010740800000029	0.0009169710000007	8.40835814169238e-07	1.1536478460467907e-06	-9.306670000160032e-05	-0.0001812014000009	3.283394697110212e-08	8.6614093983468e-09	-0.0004031520000003	-0.0003347492000031	1.1205702967638635e-07	1.625315395016666e-07	0.1056015514000003	0.1052965477000021	0.1047888607000017	0.1040794675000016	1
0.4656408563703024	0.0453753488444444	4.8624199999306816e-05	0.010781824200002	0.0001162477330813	2.3643129212825843e-09	-0.0342441000000012	0.0035108999999998	1.2326418809240084e-05	0.0011726583848112	-0.0551530000000019	-0.0109685000000004	0.0001203079922485	0.0030418534090018	0.0005264050000019	-0.000547675000002	2.999479058159151e-07	2.771022243798761e-07	0.000104572999999	0.0001976397000018	3.906145175030902e-08	1.0935513372111321e-08	-0.0004031520000027	5.961325421549968e-16	-1.7933466084844322e-15	1.625315403937248e-07	0.1055039182000006	0.104906571500002	0.1039134975000012	0.1025284424000017	1
0.53177846470976	-0.0052715385410049	3.292120000000045e-05	-1.570299999979053e-05	2.4658359108465067e-10	1.08380538855469e-09	-0.0185241000000008	0.0157200000000007	0.0002471183999995	0.0003431422808091	-0.0288011000000012	0.0263519000000013	0.0006944226336104	0.0008295033612103	0.0003203410000011	-0.0002060640000009	4.246237113003225e-08	1.0261835652900181e-07	4.323179999988884e-05	-6.134120000057739e-05	3.762742080720185e-09	1.868988613336268e-09	-1.5824200000289855e-05	0.0003873278000037	1.500228292438446e-07	2.504032304472906e-10	0.1053737875000007	0.1043873508000024	0.1027501241000015	0.1004723146000019	1
0.4860880634909035	-0.0070035638353867	-0.0025025400000003	-0.0025354612000002	6.428563496598475e-06	6.262706451168049e-06	-0.0358252000000026	-0.0173011000000013	0.0002993280612102	0.0012834449550424	-0.0117386	0.0170625000000007	0.0002911289062497	0.0001377947299592	0.0002100590000007	-0.0001102820000012	1.2162118846331632e-08	4.412478314553685e-08	4.323179999941071e-05	2.465576207521348e-16	-2.0019116606852323e-16	1.8689889719876033e-09	-0.0002117710000006	-0.0001959468000016	3.8395148699195153e-08	4.484695874016194e-08	0.1052111993000008	0.103739525400002	0.1013019650000014	0.0979212136000017	1
0.5137652493807812	0.0020151599472471	3.488780000001384e-05	0.0025374278000004	6.438539839690792e-06	1.2171590101747827e-09	-0.0173455000000008	0.0184797000000011	0.00034149931209	0.0003008663702492	-0.0313439000000011	-0.0196053000000012	0.0003843677880892	0.0009824400672108	-0.0004184350000011	-0.0006284940000008	3.9500470851947563e-07	1.750878508402803e-07	-0.0002834890000022	-0.0003267208000016	1.0674648303024241e-07	8.036601061043874e-08	-0.0002896930000026	-7.792200000043553e-05	6.071836775610826e-09	8.392203741164982e-08	0.105016203700001	0.1029638934000023	0.0995730340000016	0.0948877073000017	1
0.4637853816140354	-0.0232481899650815	-0.0035640100000004	-0.0035988978000002	1.2952065374023456e-05	1.2702167279829496e-05	-0.0061383900000002	0.0112071100000005	0.0001255993145512	3.767983179058501e-05	-0.010371500000001	0.0209724000000007	0.0004398415617605	0.0001075680122498	-0.0002310760000011	0.0001873590000007	3.510339443725227e-08	5.339611965013453e-08	-7.531720000137722e-05	0.0002081718000019	4.3335499302458896e-08	5.6726798223929615e-09	-0.000219335000003	7.035800000135321e-05	4.9502469857354695e-09	4.8107844972713664e-08	0.1047888607000011	0.1020614103000024	0.0975681230000016	0.0913867402000016	1
0.4839606536849101	0.017448352229117	4.787599999985289e-05	0.0036118860000005	1.3045720477276653e-05	2.2921115103591794e-09	-0.0366705000000027	-0.0305321100000022	0.0009322097410544	0.0013447255702533	-0.0152109999999998	-0.0048395000000002	2.3420760248845864e-05	0.0002313745209997	0.000588052000001	0.0008191280000013	6.70970681355647e-07	3.458051539377852e-07	4.3231799999500544e-05	0.0001185490000014	1.4053865894938106e-08	1.8689882762254342e-09	0.0001012060000017	0.000320541000003	1.0274653529781536e-07	1.0242653390443188e-08	0.104529240400001	0.101033188100002	0.0952927888000012	0.0874355596000014	1
