trial_type.Correct_Task	trial_type.Incorrect_Task	trial_type.No_Response_Control	trial_type.No_Response_Task	trial_type.Response_Control	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	intercept
-3.621790874607706e-08	-2.8977028966807424e-08	4.472377749927606e-13	4.976973430886228e-08	-1.6612660189964265e-12	-0.5364320000000041	-5.866890752895786e-16	4.2236146975399414e-18	0.2877592906240028	0.6456090000000021	-8.374928794258903e-17	-9.425227288926178e-16	0.4168109808810018	-1.6942100000000069	-2.2768345981941155e-16	-1.2200346378943086e-15	2.8703475241000183	0.0050972800000002	-2.1283838158931697e-18	2.951267959962062e-16	2.598226339825214e-05	0.0062296400000001	-1.2514977902151078e-16	-5.5534802542664854e-18	3.880841453072941e-05	-0.00507178	-6.719888409718172e-17	5.772978346566725e-17	2.572295236829742e-05	-5.905048294939317e-16	-1.4719746524208752e-15	-8.610911596666082e-16	-1.0385559472283822e-15	-7.840531926107411e-16	-1.1192164601371937e-15	-8.437625264293761e-16	-4.017786551827053e-16	1
2.1789683989482e-07	7.640305672326067e-08	-1.132297822339406e-12	-1.1109256536174665e-07	4.3921270110522345e-12	-0.0300829000000003	0.506349100000005	0.2563894110708138	0.0009049808724099	0.3352820000000033	-0.3103270000000005	0.0963028469290003	0.1124140195240009	-0.3605040000000027	1.33370600000001	1.77877169443602	0.1299631340159996	-0.00048669	-0.0055839699999998	3.118072096092135e-05	2.36867156116844e-07	-0.000420469	-0.0066501089999999	4.422394971229524e-05	1.767941800459043e-07	-0.0003398809999999	0.004731899	2.239086814621712e-05	1.1551909416696653e-07	0.0918610248000003	0.0918549718	0.0918448838000003	0.0918307613000002	0.0918126049000002	0.0917904153000002	0.0917641935000004	0.0917339407000006	1
-8.879829475516242e-07	-1.9753573273610203e-07	2.810919144487858e-12	2.3382605943737853e-07	-1.137614764045478e-11	-0.0018510299999989	0.0282318700000023	0.0007970384837011	3.426312058775096e-06	0.0369884	-0.2982936000000107	0.088979071800972	0.0013681417345554	-0.3678700000000044	-0.0073660000000038	5.425795599887142e-05	0.1353283369000008	0.0014854699999984	0.0019721600000036	3.88941506569337e-06	2.206621120945332e-06	1.2178499999262933e-05	0.0004326474999998	1.871838606454119e-07	1.483139306489434e-10	0.0010344100000016	0.0013742910000019	1.8886757542778829e-06	1.0700040508893613e-06	0.0918448838000005	0.0917904153000007	0.0916996582000019	0.0915726486000006	0.091409436600001	0.091210086700001	0.0909746778000014	0.0907033029000014	1
3.1272865538460427e-06	5.003166138570148e-07	-6.803344786148498e-12	-4.477671565918882e-07	2.886528969997884e-11	-0.0007578719999994	0.0010931579999983	1.1949944135176692e-06	5.743699660009788e-07	0.2879540000000047	0.2509656000000087	0.0629837323833716	0.0829175061160083	-0.4238200000000034	-0.0559499999999962	0.0031304024999968	0.1796233923999993	0.001742	0.0002565299999975	6.58076382412301e-08	3.034563999709891e-06	0.0001017699999999	8.959150000030797e-05	8.026638801669784e-09	1.0357132275699213e-08	0.0002212080000004	-0.0008132020000019	6.612974925395567e-07	4.8932978592265744e-08	0.0918126049000005	0.0916613475000009	0.0914094366000018	0.0910571485000007	0.0906048703000013	0.0900530986000012	0.0894024392000014	0.0886536067000013	1
-1.0169746412331173e-05	-1.238999256457961e-06	1.5973894772374762e-11	7.097707984141897e-07	-7.163572097265856e-11	-0.0055296299999994	-0.0047717580000009	2.276967440961605e-05	3.0576807934747384e-05	0.27065600000001	-0.0172980000000026	0.0002992208039948	0.0732546703360095	-0.3785140000000022	0.0453060000000006	0.0020526336359977	0.1432728481959986	0.0017519900000003	9.990000002627006e-06	9.980241694255211e-11	3.069468959836997e-06	0.0002393139999996	0.0001375440000012	1.8918350194398333e-08	5.727118816226592e-08	9.20179000012256e-05	-0.0001291900999979	1.669008381229056e-08	8.467296027214989e-09	0.091764193499999	0.0914678594000005	0.0909746778000012	0.0902857102000004	0.0894024392000002	0.0883267658000011	0.0870610049000013	0.0856078805000009	1
3.139978450701574e-05	2.9902165236105952e-06	-3.608168143537615e-11	-5.850811511252563e-07	1.7330941403798988e-10	-0.0117416	-0.0062119700000009	3.85885712777379e-05	0.0001378651705601	0.1348060000000063	-0.1358500000000042	0.0184552224999995	0.018172657635999	-0.2341150000000015	0.1443990000000013	0.0208510712009987	0.0548098332249995	0.0009530559999971	-0.0007989340000006	6.382955361379172e-07	9.083157353854116e-07	0.0004316700000025	0.0001923560000011	3.7000830170974593e-08	1.8633899331580762e-07	6.858769999888809e-05	-2.3430199999287972e-05	5.489709438535321e-10	4.704271914932539e-09	0.0916996582000005	0.091210086700001	0.0903960694000014	0.0892605018000012	0.0878074234000005	0.0860420028000012	0.0839705200000014	0.081600343300001	1
-9.348684060341503e-05	-6.995512529177451e-06	7.72480897117498e-11	-1.9020876489831565e-06	-4.0668975337228967e-10	-0.00865079	0.0030908099999999	9.55310645589172e-06	7.483616762311152e-05	0.1652910000000048	0.030484999999999	0.0009293352249965	0.0273211146810022	-0.279269000000002	-0.0451540000000003	0.0020388837159989	0.0779911743610001	0.0014420199999972	0.000488964000002	2.3908579373218904e-07	2.0794216782336502e-06	2.0421400000154256e-05	-0.0004112486000035	1.6912541198987532e-07	4.170327221809263e-10	-0.000181412000002	-0.0002499997000005	6.249984938186972e-08	3.291031167576917e-08	0.091619010400001	0.0908882107000016	0.0896745262000019	0.0879844050000015	0.085826826800001	0.0832132545000016	0.0801575741000015	0.0766760201000012	1
0.0002711323474717	1.572544157568552e-05	-1.5217927182141822e-10	1.406442771105214e-05	9.177701644047211e-10	-0.0140504000000001	-0.0053996100000003	2.915578815057793e-05	0.0001974137401599	0.0710043000000031	-0.0942867000000023	0.0088899817968884	0.0050416106184878	-0.1754650000000017	0.1038040000000013	0.010775270415999	0.0307879662250001	0.0020072100000007	0.0005651900000022	3.194397342564782e-07	4.02889198550988e-06	4.3286099992260815e-06	-1.6092790000160857e-05	2.589765390906017e-10	1.873960655518557e-11	6.858769999794458e-05	0.0002499997000018	6.249984970229417e-08	4.704270252324985e-09	0.0915222642000017	0.0905024577000016	0.0888111892000019	0.0864610066000018	0.0834693467000012	0.0798584053000014	0.0756549729000014	0.0708902360000012	1
-0.0007438780280132	-3.344109927622723e-05	2.5655514395781077e-10	-6.053025900546362e-05	-1.961819087065924e-09	-0.0273569000000001	-0.0133065000000018	0.0001770629422479	0.0007483999776061	0.1309920000000009	0.0599876999999996	0.0035985241512867	0.0171589040640003	-0.3448230000000035	-0.169358000000003	0.0286821321640014	0.1189029013290008	0.0023935499999997	0.0003863399999983	1.4925859417204077e-07	5.729081606424517e-06	0.0002984449999978	0.0002941163900005	8.650445025552838e-08	8.906941295500418e-08	6.858769999937739e-05	1.9698076175254143e-16	1.880890435880233e-16	4.704273103454422e-09	0.0914094366000017	0.0900530986000016	0.087807423400002	0.0846945884000014	0.0807453353000016	0.0759986654000014	0.0705014557000014	0.0643079948000011	1
0.0018274630660293	6.490057654028362e-05	-2.7865587401914104e-10	0.0002203046280635	3.853772967877443e-09	-0.0260253000000005	0.0013315999999996	1.773158557365983e-06	0.0006773162400884	0.0155913999999989	-0.1154006000000009	0.0133172984803596	0.0002430917539565	-0.2028140000000045	0.1420090000000021	0.0201665560809993	0.0411335185960005	0.0017206700000009	-0.0006728800000013	4.527674924868998e-07	2.960705248208441e-06	0.0002503129999997	-4.81319999993345e-05	2.3166889065348073e-09	6.265659853949647e-08	-0.0001011450000013	-0.000169732700001	2.8809187294526892e-08	1.02303083151673e-08	0.0912805474000025	0.0895404494000007	0.0866648160000024	0.0826901155000013	0.0776667542000012	0.0716584376000006	0.0647413620000012	0.0570032484000012	1
