trial_type.negative	trial_type.positive	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	intercept
0.0005602663332238	-6.80856058407883e-05	0.0259133000000016	-2.3721619842225623e-16	-2.401478249496329e-16	0.0006714991168926	-0.1384160000000035	5.452457091458355e-16	1.2373998361603293e-17	0.0191589890560039	-0.0200986000000001	9.240717040129899e-17	-4.229595941724712e-16	0.0004039537219592	0.0013090700000017	2.9303522029098313e-16	-7.944717169786679e-16	1.7136642685008535e-06	0.0010152100000022	9.012069550376352e-16	8.581124741808653e-17	1.0306513440053065e-06	-1.946747454936812e-15	4.1445505819096523e-16	-8.399320277782819e-18	-2.186406738899809e-15	0.0942786065999985	0.0942717140000013	0.0942602268000022	0.0942441455000023	0.0942234708000021	0.0941982038000019	1
0.0156224396794581	0.0002310996108222	0.0047546300000001	-0.0211586700000025	0.000447689316169	2.2606506437029093e-05	-0.1329400000000044	0.0054760000000001	2.998657599770604e-05	0.0176730436000035	-0.0498679000000017	-0.0297693000000017	0.000886211222488	0.0024868074504112	0.0011312100000008	-0.0001778600000011	3.1634179195232404e-08	1.2796360653460367e-06	0.0012035800000027	0.0001883700000022	3.548325602641023e-08	1.4486048209809297e-06	-3.476505715644952e-16	1.52388025086355e-15	-1.1950670755695466e-15	1.471839211376811e-15	0.0942602267999991	0.0941982038000011	0.0940948623000019	0.0939502478000021	0.0937644235000021	0.0935374711000018	1
0.2215814939201425	-0.0007129159959193	1.1561800000012146e-05	-0.0047430682	2.2496695949226457e-05	1.3367534919145746e-10	-0.116193000000004	0.0167470000000009	0.0002804620089986	0.0135008132490025	-0.0362515000000013	0.0136164000000012	0.0001854063489596	0.0013141712522499	0.000871076	-0.0002601340000003	6.766969818149074e-08	7.58773396647995e-07	0.0011149000000039	-8.868000000057514e-05	7.864141105994671e-09	1.2430020141504467e-06	3.267379035873972e-16	1.3915863426160112e-16	-6.06132542018717e-16	1.0820964093432682e-15	0.0942234707999994	0.0940512406000013	0.0937644235000021	0.0933633689000022	0.0928485654000019	0.0922206402000018	1
0.4068759360593131	0.0018230722009506	0.0122288000000011	0.0122172382000004	0.0001492609092357	0.0001495435494414	-0.1117890000000033	0.0044039999999999	1.939521599920221e-05	0.0124967805210021	-0.0498240000000014	-0.0135725000000001	0.0001842127562495	0.0024824309760009	0.0010866000000004	0.0002155240000008	4.6450594555943676e-08	1.1806995616878388e-06	0.0009696470000027	-0.0001452530000011	2.1098433144278616e-08	9.402153050035389e-07	0.0001323160000002	0.0001323159999996	1.7507523247038635e-08	1.7507524190801286e-08	0.0941683456999991	0.0938309391000011	0.0932694900000022	0.0924853390000021	0.0914803584000018	0.0902569478000019	1
0.3117871329968015	0.0013250788304211	0.0177686000000016	0.0055398	3.068938404033694e-05	0.0003157231459622	-0.1001140000000032	0.0116750000000003	0.000136305624999	0.0100228129960012	-0.0498056000000016	1.840000000052554e-05	3.385597838362429e-10	0.0024805977913609	0.0013162600000019	0.0002296600000006	5.274371524442708e-08	1.7325403926078555e-06	0.0010152100000021	4.556299999980526e-05	2.075987411066825e-09	1.0306513447396644e-06	-1.083633913163058e-15	-0.0001323160000016	1.7507524674203406e-08	-2.044869601586244e-15	0.0940948622999989	0.0935374711000011	0.0926109301000022	0.0913188962000021	0.0896664683000019	0.0876601678000019	1
0.1455860437411219	0.1564381930915441	0.0087965700000014	-0.0089720300000005	8.049732232029144e-05	7.737964376626529e-05	-0.1001120000000033	2.0000000001132342e-06	3.9994382935076456e-12	0.0100224125440015	-0.0307077000000008	0.0190979000000009	0.0003647297844104	0.0009429628392894	0.0007945380000013	-0.000521722000002	2.721938467139103e-07	6.312906329900464e-07	0.0008344270000016	-0.0001807830000004	3.2682492876236545e-08	6.962684189409917e-07	-1.0848769043732145e-15	9.638061525811985e-16	-4.37233266203926e-16	-7.216915319041634e-16	0.0940030349999991	0.0931710653000013	0.091789899200002	0.089867678000002	0.0874157321000021	0.0844485146000017	1
0.039537939071177	0.3892734320716516	0.004514610000001	-0.0042819600000006	1.8335181440940285e-05	2.038170345254839e-05	-0.1001110000000034	9.999999999391275e-07	9.987172991098049e-13	0.0100222123210017	-0.0498217000000015	-0.0191140000000005	0.0003653449959988	0.0024822017908909	0.0010021200000013	0.0002075820000005	4.309028670337778e-08	1.0042444968243997e-06	0.0008249340000014	-9.49299999998422e-06	9.011631008003054e-11	6.805161038909001e-07	6.722759999985004e-05	6.722760000033727e-05	4.5195499787873144e-09	4.5195512524338526e-09	0.0938928814999993	0.0927320076000011	0.0908078376000016	0.0881362100000014	0.0847391153000022	0.0806445158000018	1
-0.0197574632674698	0.3502387468647027	0.0247711000000011	0.0202564900000012	0.0004103253871185	0.0006136073952116	-0.1438630000000047	-0.0437520000000019	0.0019142375040017	0.0206965627690049	-0.0689439000000029	-0.0191222000000001	0.0003656585328392	0.0047532613472135	0.0008095709999992	-0.0001925490000006	3.7075117362188284e-08	6.554052033876845e-07	-1.7674513858646544e-15	-0.0008249340000014	6.805161082235518e-07	-8.860440959269733e-15	0.0002841500000002	0.0002169224000003	4.705532719911202e-08	8.074122332568513e-08	0.0937644234999986	0.0922206402000002	0.0896664683000013	0.0861298917000014	0.0816496581000024	0.0762748537000013	1
0.0626806077845635	0.1810014540502082	-0.0729935000000019	-0.0977646000000066	0.0095579170131639	0.0053280510422484	0.0666588999999998	0.2105219000000076	0.0443194703796223	0.0044434089492067	-0.0806406000000018	-0.0116967000000005	0.0001368127908849	0.0065029063683595	-0.0014108200000002	-0.0022203910000019	4.930136198964961e-06	1.990413072551033e-06	-0.0001477659999979	-0.0001477660000008	2.183478847111394e-08	2.1834786239785344e-08	-0.0005204149999981	-0.0008045650000001	6.473248380564486e-07	2.7083177187462644e-07	0.0936176859000021	0.0916373619000019	0.0883677934000016	0.0838549798000019	0.0781624119000018	0.0713701783000016	1
0.3177138121336715	0.0587947384719071	-0.0729603000000025	3.3200000000604315e-05	1.1022400959334707e-09	0.0053232053760861	0.119631000000002	0.0529721000000008	0.0028060433784066	0.0143115761609966	-0.0884569000000045	-0.0078162999999996	6.10945456880001e-05	0.0078246231576139	-0.0004813530000015	0.0009294670000029	8.639089068798653e-07	2.3170071004441155e-07	0.000395143999999	0.0005429100000008	2.947512701331008e-07	1.5613878370682517e-07	-0.0005204149999989	-1.1748387161642851e-15	-1.2299449731917973e-17	2.708317725064323e-07	0.0934526974000046	0.0909826276000015	0.0869140914000015	0.0813185686000015	0.0742943663000019	0.0659648923000014	1
0.3560358256882245	-0.0101643085018834	-0.0493909000000013	0.023569400000002	0.0005555166163597	0.0024394610028075	0.0749450000000016	-0.0446860000000036	0.0019968385960006	0.0056167530249968	-0.0700736000000044	0.0183833000000012	0.0003379457188905	0.0049103094169621	-0.0003229650000008	0.0001583880000001	2.508675701238684e-08	1.0430639132643105e-07	0.0001403109999993	-0.0002548330000013	6.493985666719699e-08	1.968717512608023e-08	-0.0005204150000012	-1.0576859507549464e-15	-1.2948904767310538e-16	2.7083176978496535e-07	0.0932694900000038	0.0902569478000014	0.0853079126000016	0.0785285677000016	0.0700643661000017	0.0600969101000012	1
0.2038663721881434	0.0188394052105484	-0.0242366999999995	0.0251542000000027	0.0006327337776426	0.0005874176268895	0.0612006000000016	-0.013744400000001	0.0001889085313584	0.0037455134403567	-0.0359782000000018	0.0340954000000021	0.0011624963011606	0.0012944308752391	-0.0003192789999999	3.685999999524475e-06	1.3585959006010724e-11	1.0193907891915193e-07	0.0004337139999999	0.0002934030000014	8.608532108613653e-08	1.881078341258933e-07	-0.0003784700000013	0.0001419449999998	2.01483826014318e-08	1.432395386251775e-07	0.0930680996000027	0.0894608883000018	0.0835520747000016	0.0754936776000017	0.0654930192000015	0.0538073912000012	1
0.0724956115725995	0.2638561308704003	-0.0079222199999973	0.0163144800000017	0.0002661622576711	6.276156972948796e-05	0.0433432000000013	-0.017857400000001	0.0003188867347607	0.0018786329862369	0.0016012500000006	0.0375794500000018	0.0014122150623055	2.5640015599202003e-06	-0.0004006799999996	-8.140100000022892e-05	6.626122406457656e-09	1.605444611881075e-07	0.0003742280000002	-5.948600000120741e-05	3.538584358095448e-09	1.400465975359075e-07	6.11723999997417e-05	0.0004396424000023	1.9328544060582756e-07	3.742062697806835e-09	0.0928485654000019	0.0885950699000022	0.0816496581000018	0.0722233627000016	0.0606025970000015	0.0471404521000015	1
-0.0005350035618073	0.374172911393506	-0.0102637999999976	-0.0023415800000005	5.482996896091879e-06	0.0001053455904405	0.0163070000000006	-0.0270362000000016	0.0007309561104403	0.0002659182489973	0.0029613400000009	0.0013600899999992	1.849844807820948e-06	8.769534592800471e-06	-0.0003499989999995	5.068100000068963e-05	2.568562073477247e-09	1.2249929847881225e-07	0.0003260259999995	-4.820200000073532e-05	2.32343354012942e-09	1.0629295369712105e-07	-0.0001159599999999	-0.0001771324000013	3.137588798509157e-08	1.3446720854358829e-08	0.0926109301000018	0.0876601678000023	0.0796040002000017	0.0687278213000015	0.0554169250000017	0.0401428566000015	1
-0.0313652805451394	0.2633829233597571	0.0026750300000025	0.0129388300000007	0.0001674133217684	7.1557855024032905e-06	-0.0154006000000002	-0.0317076000000015	0.001005371897762	0.0002371784803587	0.0129253000000012	0.0099639600000001	9.928049888316228e-05	0.0001670633800878	-0.000647639000002	-0.0002976400000007	8.858956905740996e-08	4.194362708931355e-07	0.0003260260000004	9.35808762794766e-16	-4.814330079763023e-16	1.0629295356386377e-07	0.0001351650000005	0.000251125000001	6.306376570685288e-08	1.8269578267858935e-08	0.092355240200001	0.0866569108000021	0.0774186899000015	0.0650179541000015	0.0499612674000012	0.0328636878000012	1
-0.0375861289144282	0.3347663792398725	-0.0033219699999986	-0.0059970000000021	3.5964008999241324e-05	1.1035484681280206e-05	-0.0216354000000006	-0.006234800000001	3.887273103841517e-05	0.0004680905331589	-0.0461594000000012	-0.0590847000000034	0.0034910017740914	0.0021306902083609	-0.0004007450000015	0.0002468940000008	6.095664735924205e-08	1.605965516014393e-07	-8.572460000235265e-05	-0.0004117506000034	1.6953855565138686e-07	7.348706852137372e-09	1.756429999983253e-05	-0.0001176007000009	1.3829924244546076e-08	3.08505486871512e-10	0.0920815455000008	0.0855860815000016	0.0750975609000014	0.0611053303000011	0.0442622034000014	0.0253540038000007	1
-0.0309438730858634	0.420728358613754	-0.0204367999999999	-0.0171148300000011	0.0002929174059293	0.0004176627942388	-0.0013688000000008	0.0202666000000005	0.0004107350755571	1.8736134385220427e-06	-0.0503618000000021	-0.0042023999999998	1.7660165758785943e-05	0.0025363108992412	-0.0002083310000011	0.0001924140000003	3.7023146699083086e-08	4.340180306020434e-08	0.0004103119999993	0.0004960366000028	2.460523104388799e-07	1.6835593774651352e-07	-0.0002852690000007	-0.0003028333000014	9.170800926347169e-08	8.137840262964057e-08	0.0917898992000009	0.0844485146000014	0.072644685200001	0.0570021512000007	0.0383474985000014	0.0176664798000004	1
-0.0205410700954652	0.2743811614207065	-0.0076710099999993	0.0127657900000015	0.0001629653943255	5.884439442013989e-05	0.0147270999999997	0.0160959000000006	0.0002590779968073	0.0002168874744082	-0.0479892000000022	0.0023726000000008	5.629230758985593e-06	0.0023029633166413	-0.0003932050000009	-0.0001848740000011	3.4178396008678584e-08	1.5461016950314605e-07	4.861309999824333e-05	-0.0003616989000021	1.308260950975291e-07	2.363233596658821e-09	0.0001351650000012	0.0004204340000018	1.7676474907805506e-07	1.8269578895624917e-08	0.0914803584000012	0.0832450974000013	0.070064366100001	0.0527212125000008	0.032245968400001	0.0098550380000001	1
-0.0116862591069007	0.103082240750816	-0.0081708399999991	-0.0004998300000001	2.4983002946275375e-07	6.676262630572183e-05	0.026068	0.0113408999999999	0.0001286160128079	0.0006795406239979	-0.0503499000000025	-0.0023606999999998	5.57290448962667e-06	0.0025351124300117	1.5788900000330835e-05	0.0004089939000007	1.6727600995444626e-07	2.4928881005681097e-10	0.0001076869999974	5.907390000017445e-05	3.4897252129865998e-09	1.1596489549846717e-08	-5.1151899999583545e-05	-0.0001863169000019	3.471398840840245e-08	2.6165172884182724e-09	0.0911529832000013	0.0819767681000014	0.067361130200001	0.048275864300001	0.0259873391000008	0.0019744702999998	1
-0.0058552485844915	-0.0025835770660035	-0.0086134799999989	-0.0004426399999989	1.9593016935116095e-07	7.419203771072453e-05	0.0159212999999999	-0.0101467000000001	0.0001029555208896	0.0002534877936882	0.0074756599999998	0.0578255600000029	0.0033437953893174	5.588549243354103e-05	-0.0003725059999997	-0.0003882949000014	1.507729300093885e-07	1.3876071928094224e-07	-2.6533600002164677e-05	-0.0001342206000001	1.8015167805128983e-08	7.040320651473037e-10	0.0001351650000018	0.0001863169000016	3.4713986386374335e-08	1.8269579526156706e-08	0.0908078376000014	0.0806445158000019	0.0645397201000012	0.0436799691000012	0.0196021022000005	-0.0059199470000001	1
-0.0026370170362968	0.0679963042468384	-0.0020209399999983	0.0065925399999997	4.346158365192266e-05	4.08419848449384e-06	0.0163661000000001	0.0004447999999997	1.9784703992238274e-07	0.0002678492292083	-0.0031475899999997	-0.0106232500000008	0.0001128534405634	9.907322807129412e-06	0.0003919100000026	0.000764416000002	5.84331822391666e-07	1.5359345149201138e-07	3.837509996595113e-06	3.0371109999839493e-05	9.224045704223295e-10	1.4725325394043123e-11	0.0001351650000015	-1.2623256697355734e-15	3.560462357643545e-16	1.8269578749133454e-08	0.0904449889000015	0.0792493794000019	0.0616050853000012	0.038947859200001	0.0131213658000003	-0.0137728400000002	1
-0.0010835841070977	0.3142043268013964	-0.0204180999999995	-0.0183971600000007	0.0003384554960657	0.0004168988076087	-0.0104854000000011	-0.0268515000000007	0.0007210030522488	0.000109943613159	0.0347494000000012	0.0378969900000013	0.0014361818510592	0.0012075208003568	-0.0001152859999978	-0.0005071960000016	2.572477824222112e-07	1.3290862564696036e-08	-1.249590000288044e-05	-1.6333409998256284e-05	2.6677965999274487e-10	1.56146018180185e-10	-0.0002240529999982	-0.000359218000001	1.2903757268593557e-07	5.019974691188141e-08	0.0900645077000015	0.077792446700002	0.0585623743000009	0.0340942914000006	0.0065767034000003	-0.0215291265000001	1
-0.0004171816925239	0.3311766816063856	-0.0204212999999997	-3.1999999998739364e-06	1.023896463469677e-11	0.0004170294936884	-0.0205327000000016	-0.0100473	0.0001009482372903	0.0004215917692899	0.0387263000000018	0.0039768999999997	1.5815733610435525e-05	0.0014997263116882	1.5788900001026486e-05	0.0001310749000001	1.7180627998179154e-08	2.492903784320999e-10	5.83427999981564e-05	7.083870000127785e-05	5.018120418411665e-09	3.403880684016453e-09	-0.0001406359999992	8.341700000072506e-05	6.958395776234145e-09	1.9778485601675732e-08	0.0896664683000017	0.0762748537000019	0.055416925000001	0.0291344016000005	4.0048048128665127e-17	-0.0291344016000002	1
-8.659676095899597e-05	0.2435750689921728	-0.0245817999999997	-0.0041604999999998	1.730976025017037e-05	0.0006042648912384	0.0177684999999992	0.0383012000000022	0.0014669819214385	0.0003157195922486	0.0387282000000021	1.899999999807538e-06	3.60913456365342e-12	0.0014998734752378	1.5788900002784913e-05	-1.2266132293778518e-16	-2.6133443779471303e-15	2.492911473261494e-10	-1.4629300002652406e-05	-7.297210000112772e-05	5.324928046722283e-09	2.1401577655310444e-10	-0.0003023829999992	-0.000161747000001	2.6162092740165883e-08	9.143547832802853e-08	0.0892509482000021	0.0746977839000023	0.0521742556000011	0.0240836570000004	-0.0065767034000002	-0.0365353199000003	1
-3.1710575450322737e-06	0.3712077003479412	-0.0376958000000008	-0.0131140000000015	0.0001719769959975	0.0014209733376372	-0.0054971800000013	-0.0232656800000013	0.0005412918658636	3.021898795237546e-05	0.026271200000001	-0.0124570000000013	0.0001551768490011	0.0006901759494386	-0.0004647680000004	-0.0004805569000029	2.309349340148897e-07	2.1600929406345038e-07	-1.4629300001917448e-05	1.5897200516338088e-15	-1.6511749238852114e-15	2.1401640920698754e-10	-0.0003384900000002	-3.6106999998705285e-05	1.303715075149864e-09	1.1457548053563032e-07	0.0888180284000024	0.0730624671000017	0.0488400548000008	0.0189578082	-0.0131213658000002	-0.0436799691000005	1
3.110325360250197e-05	0.3917852669306197	-0.0300969000000012	0.0075989000000005	5.774328120945904e-05	0.0009058233896073	-0.0088058200000016	-0.0033086400000001	1.0947098648493302e-05	7.754246587257494e-05	-0.0024963000000004	-0.0287675000000012	0.0008275690562493	6.23151368920298e-06	-0.0003820010000015	8.27669999997678e-05	6.850375811690385e-09	1.459247634718831e-07	0.0001014989999993	0.0001161283000012	1.3485780162938064e-08	1.0302046127348484e-08	-0.0002666039999992	7.188599999990724e-05	5.167596548026939e-09	7.107769376848989e-08	0.0883677934000021	0.0713701783000013	0.0454201720000005	0.0137728399999997	-0.0196021022000002	-0.050518234700001	1
