trial_type.blank	trial_type.control	trial_type.fill	trial_type.friend	trial_type.motor	trial_type.oddball	trial_type.self	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	intercept
-8.040617442467477e-16	-3.4433966669281483e-09	2.2883938751695296e-05	1.2856951304431985e-12	7.456993965513864e-12	8.81086708176544e-11	-1.39677207072103e-15	-0.0132348376674109	2.6081021086602955e-16	4.583608831297551e-16	0.0001751609280813	0.0815706860197454	-1.2578976037251455e-16	-8.73970135857542e-16	0.0066537768177309	-0.0617703557962899	2.5710427398102965e-16	-1.5544884573096434e-15	0.0038155768552006	-0.0015101803272152	1.058647297735064e-17	-1.0855582429153329e-15	2.2806446204601425e-06	-0.0013219396955165	9.057977899708704e-16	-1.4834769763462112e-15	1.74752456134044e-06	0.0012430029426898	-6.564935349718294e-16	-1.1355848810012832e-16	1.5450563154424522e-06	0.1139546483000036	0.113936864500003	0.1139072268000023	1
-9.677631640170174e-16	1.0207956004755672e-08	-5.447911644515145e-05	1.4387108066812005e-12	-1.6545605153401556e-11	-3.181095534507192e-10	-1.21496763946583e-15	-0.0236028662706506	-0.0103680286032398	0.0001074960171194	0.0005570952961898	0.0833373871174248	0.0017667010976794	3.121232767688649e-06	0.0069451200915588	-0.0561357088099385	0.0056346469863519	3.174924665842053e-05	0.0031512178035948	-0.0015250739129974	-1.4893585782164355e-05	2.2181866169545206e-10	2.325850439984058e-06	-0.0009436899677433	0.0003782497277741	1.4307285666560877e-07	8.905507545094545e-07	0.0009037823018489	-0.0003392206408418	1.150706444099661e-07	8.168224485329602e-07	0.1139072268000031	0.113747227800003	0.1134807293000025	1
-8.836587942046535e-16	-2.9451757605142354e-08	0.0001255050493637	-1.6559162681613077e-11	3.4594868672258226e-11	1.0522770172871606e-09	-1.2628070389894738e-15	-0.0252319529806762	-0.0016290867100247	2.65392350896166e-06	0.0006366514512194	0.0743433489803068	-0.0089940381371179	8.089272201113061e-05	0.0055269335376069	-0.0580845972692059	-0.0019488884592673	3.798166224981874e-06	0.0033738204399266	-0.0015360420826913	-1.096816969381652e-05	1.2030058448426644e-10	2.359425279787032e-06	-0.0008738068024123	6.988316533038305e-05	4.883656268924838e-09	7.635383271737719e-07	0.0010488294273643	0.0001450471255156	2.1038668290585953e-08	1.10004316716999e-06	0.1138124035000029	0.1133682701000029	0.1126293311000022	1
-6.950062508597282e-16	8.305907335025432e-08	-0.000269832829956	7.685029275702939e-11	-6.563017500247071e-11	-3.2943873996465112e-09	-9.40823352545059e-16	-0.0244876670884935	0.0007442858921826	5.539614879569108e-07	0.0005996458394371	0.0938456808688961	0.0195023318885889	0.0003803409490917	0.0088070118177459	-0.0876704309496935	-0.0295858336804869	0.0008753215545705	0.0076861044629038	-0.001780984103031	-0.0002449420203401	5.999659321831693e-08	3.171904375381909e-06	-0.0008740576163911	-2.508139804191369e-07	6.35227767290348e-14	7.639767159860936e-07	0.0011867185463829	0.0001378891190184	1.9013408860106938e-08	1.4083009084309746e-06	0.113670218000003	0.1128006221000031	0.1113562201000023	1
-7.12118756984727e-16	-2.295829227925315e-07	0.0005328996249048	-2.874317547405814e-10	1.0196073601093176e-10	9.918937846163525e-09	-1.0823251728274134e-15	-0.0340683952545802	-0.0095807281660863	9.179035219398494e-05	0.0011606555552233	0.0488464399002163	-0.0449992409686792	0.0020249316877568	0.0023859746909253	-0.0767049196100519	0.0109655113396427	0.0001202424389382	0.0058836446923832	-0.0027749617034627	-0.0009939776004323	9.879914721037693e-07	7.700412454940133e-06	-0.0008752214569069	-1.163840515555352e-06	1.3543383593190862e-12	7.660125978684224e-07	0.0012397884600874	5.30699137060074e-05	2.8164149946127118e-09	1.5370754263335752e-06	0.113480729300003	0.1120452286000034	0.1096661632000023	1
-7.341555557933413e-16	6.22971285412375e-07	-0.0012833480942095	9.704685570592431e-10	-7.487528537591969e-11	-2.8979863860622656e-08	-7.320188806759251e-16	-0.0341099520537839	-4.155679920306528e-05	1.7269664048059075e-09	0.0011634888291126	0.0434041836881521	-0.005442256212063	2.9618152676879223e-05	0.0018839231616349	-0.0872116919600083	-0.0105067723499557	0.000110392265213	0.0076058792145257	-0.0019360075680596	0.0008389541354045	7.038440434808462e-07	3.748125303581272e-06	-0.0008740973107936	1.1241461130331114e-06	1.263693271241285e-12	7.640461078109567e-07	0.0011321552118421	-0.0001076332482463	1.158491557602956e-08	1.2817754242562753e-06	0.1132440163000024	0.1111033469000034	0.1075654884000022	1
-4.69911974655946e-16	-1.6608158051534924e-06	0.0253713042159555	-3.0805237912064543e-09	-3.22851564639201e-10	8.260539611498026e-08	-7.389658291456874e-17	-0.0342096272176785	-9.96751638948396e-05	9.935137046754746e-09	0.0011702985943732	-0.0140060796346577	-0.0574102633228077	0.0032959383347932	0.0001961702667359	-0.1039147319866652	-0.0167030400266557	0.0002789915461319	0.0107982715238576	-0.0022305603515338	-0.0002945527834759	8.676134170216953e-08	4.975399481370287e-06	-0.0008741315425849	-3.4231791605316625e-08	1.4309309989113414e-15	7.641059529702534e-07	0.001013027095893	-0.0001191281159467	1.4191508020404371e-08	1.0262238983080514e-06	0.1129601775000017	0.1099765446000033	0.1050620612000019	1
-1.7851895583573823e-16	4.350641051400054e-06	0.2124358769750484	9.370503070246157e-09	2.223454038572022e-09	-2.304903187770488e-07	-2.9138985895934343e-16	-0.0342945909349364	-8.49637172567348e-05	7.2188324111624354e-09	0.0011761189673947	0.0844372605522911	0.0984433401869491	0.0096910912271643	0.0071296509695743	-0.0674419022741823	0.0364728297124827	0.0013302673072369	0.0045484101823596	-0.0025180774719588	-0.0002875171204236	8.26660941727657e-08	6.340714152608118e-06	-0.0008742257785813	-9.42359938089957e-08	7.884542744970639e-15	7.642707115728585e-07	0.0009719011894576	-4.112590643660596e-05	1.6913397940947204e-09	9.445919228216704e-07	0.1126293311000017	0.1086666972000029	0.1021652549000017	1
2.2373174405389e-16	-1.1192633376184486e-05	0.3080905428330309	-2.7600233296515312e-08	-9.419728459010897e-09	6.308341644357956e-07	1.2710258149241002e-15	-0.0340799291813188	0.0002146617536171	4.607966783956888e-08	0.0011614415730054	0.0937708948905542	0.0093336343382615	8.711672995959583e-05	0.0087929807285749	-0.0726942874728406	-0.0052523851986597	2.7587550275516795e-05	0.0052844594311842	-0.0019667406788966	0.0005513367930639	3.0397226020322245e-07	3.868068897829299e-06	-0.0005788896120854	0.0002953361664967	8.722345135615984e-08	3.351131815276478e-07	0.0009039317937894	-6.796939566988145e-05	4.61983821980632e-09	8.17092687731388e-07	0.1122516147000013	0.1071759848000025	0.0988859160000016	1
-5.115328212189481e-17	2.820242816275024e-05	0.232538943849947	7.895193393717468e-08	3.3701721708975014e-08	-1.6914247984276722e-06	-2.598322883195452e-15	-0.0340509412085357	2.89879727832666e-05	8.403021495666231e-10	0.0011594665971888	0.1003563683019884	0.0065854734114336	4.336846005189459e-05	0.010071400658764	-0.0723104301346126	0.0003838573382281	1.4734645601094649e-07	0.0052287983062528	-0.0024822442524319	-0.0005155035735353	2.657439350333601e-07	6.161536528027793e-06	-0.0005711221359387	7.767476145363985e-06	6.033328095759379e-11	3.2618049294301185e-07	0.0009037933323234	-1.384614648376337e-07	1.861312286748135e-14	8.168423872926795e-07	0.1118271855000017	0.1055068886000026	0.0952363231000017	1
