trial_type.face_catch	trial_type.face_real	trial_type.lexdec_catch	trial_type.lexdec_real	trial_type.scene_catch	trial_type.scene_real	nprobes	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	intercept
-7.219337556652e-15	-0.0698793867125889	-1.6675438871774969e-15	1.069879386688522	-1.3944533029785167e-16	-1.3132043050033051e-14	16.349396941803118	-0.21202975249942	0.0066716962000158	4.4511530187460335e-05	0.0449566159449646	0.018698932869386	-0.0027142449044186	7.367125388625997e-06	0.0003496500904562	0.1904722376443314	0.0210943365479557	0.0004449710344077	0.0362796733132298	-0.0082842995639711	-0.0001043602712564	1.0891066877368674e-08	6.862961926761152e-05	0.0031416272481829	0.0003518770392654	1.238174770202726e-07	9.869821761486078e-06	-0.0085732657312585	0.0002656063328096	7.05467415489457e-08	7.35008852886688e-05	-0.0449767485000029	-0.0318804768000113	0.0801579858000249	-0.0565767047000296	-0.0177235848000046	0.0761353093000136	-0.0662944305000134	-0.0029770531000006	1
-6.934170440735421e-15	-0.0399460358289618	-1.4446397303071984e-15	1.0399460358074044	-1.7042867539890826e-16	-1.2280026080724375e-14	16.199730161099406	-0.2178457663308156	-0.005816013831403	3.382601688286596e-05	0.0474567779082677	0.0067488096533504	-0.0119501232160351	0.0001428054448716	4.554643173589556e-05	0.1814283335187539	-0.009043904125583	8.179220182911839e-05	0.0329162402033828	-0.0081570353671481	0.0001272641968165	1.6196182366623517e-08	6.653722596938597e-05	0.0029852719336413	-0.0001563553145574	2.444699455266e-08	8.911848510466074e-06	-0.0088661067954821	-0.0002928410642276	8.575588733668264e-08	7.860784971660666e-05	-0.0456838310000013	-0.0303076285000097	0.0796551741000228	-0.0589766006000293	-0.0135492320000023	0.0741637212000132	-0.0695797142000146	0.0038270837000009	1
-6.585409082910509e-15	-0.02030445022782	-1.7383106275395404e-15	1.0203044501965932	-5.495823872443308e-16	-1.1783045943246999e-14	16.10152228584452	-0.223504048371107	-0.005658282040296	3.201615564225498e-05	0.0499540596382912	0.0293858217514531	0.022637012098096	0.0005124343167246	0.0008635265200229	0.1764150794209552	-0.0050132540978029	2.5132716641956453e-05	0.0311222802470946	-0.0080814000358608	7.563533128301737e-05	5.7207071325238406e-09	6.530902652326421e-05	0.002901940823898	-8.333110972168563e-05	6.944073671190519e-09	8.421260523344425e-06	-0.0088670550731775	-9.482776846983232e-07	8.843810278478683e-13	7.862466566816936e-05	-0.0463859369999946	-0.0287215744000082	0.0790742737000227	-0.0612737178000295	-0.0093379879999983	0.0719013837000133	-0.0724937600000143	0.0106045542000028	1
-6.562603285976188e-15	-0.0092902239864435	-1.3920625095963234e-15	1.0092902239614974	-4.264824297238808e-16	-1.159358946604198e-14	16.04645105804921	-0.2088251570635461	0.0146788913075868	0.0002154698500498	0.0436079462226055	0.0195622327602323	-0.0098235889912407	9.650290065933084e-05	0.0003826809505691	0.1912532325528901	0.0148381531319375	0.0002201707883726	0.0365777989619225	-0.0083892535896752	-0.000307853553815	9.477381415749075e-08	7.03795757965365e-05	0.0029788598454125	7.69190215070686e-05	5.9165119869130995e-09	8.873605979364091e-06	-0.0084037734531659	0.0004632816200019	2.1462992334927602e-07	7.062340822298e-05	-0.0470829901000082	-0.0271230056000092	0.0784158542000235	-0.0634640531000295	-0.0051013190000001	0.0693571660000131	-0.075021020200016	0.0173081344000051	1
-6.3352993263555616e-15	-0.0038436345252165	-1.1293397257946793e-15	1.0038436345031974	-2.405604047642419e-17	-1.1454541847309691e-14	16.019218248591752	-0.2234153082854633	-0.0145901512219394	0.000212872512703	0.0499143999763038	-0.0030902045452958	-0.0226524373055082	0.0005131329158839	9.549364129577937e-06	0.1974879741216369	0.0062347415687516	3.887200243471381e-05	0.039001499922661	-0.0083249700309253	6.428355874864267e-05	4.132379230791145e-09	6.930512600725183e-05	0.0030838989156053	0.0001050390701951	1.103319544525906e-08	9.510432512052556e-06	-0.008955963783919	-0.0005521903307648	3.0491421424851865e-07	8.020928730315592e-05	-0.0477749141999965	-0.0255126188000081	0.0776805610000206	-0.0655437892000293	-0.0008507603999961	0.0665410424000117	-0.0771480108000169	0.0238911155000061	1
-6.185990178733884e-15	-0.0014187633254011	-9.181056012321732e-16	1.001418763302192	-1.745802163607597e-16	-8.46604690531441e-15	16.00709384485002	-0.2213524244580486	0.0020628838274301	4.255489680374421e-06	0.0489968958134631	0.010716789723356	0.0138069942686598	0.0001906330907302	0.0001148495819676	0.1849273316277757	-0.0125606424938678	0.000157769739854	0.0341981179829614	-0.0083393911052489	-1.4421074333982688e-05	2.0796445987519968e-10	6.954544400308766e-05	0.0030200807900163	-6.381812558973144e-05	4.072751243541379e-09	9.120887967552444e-06	-0.0088651984013343	9.076538259306316e-05	8.238345913105918e-09	7.859174269009751e-05	-0.0484616338999932	-0.0238911155000051	0.0768691150000207	-0.067509302000029	0.0034021147000067	0.0634640531000113	-0.0788633835000165	0.0303076285000078	1
-6.166010089847234e-15	-0.0004319210309723	-9.334898189851397e-16	1.00043192101179	-3.315005252914757e-16	-1.9922727100803e-14	16.00215892407527	-0.2184016481668294	0.0029507762912235	8.707080715445957e-06	0.0476992799219911	0.0141874224783491	0.0034706327549829	1.204529170832025e-05	0.0002012829565776	0.1885876503332813	0.0036603187055071	1.3397933026368017e-05	0.0355653018582212	-0.0083956119415927	-5.622083633762704e-05	3.1607863505978244e-09	7.04862998724083e-05	0.0031470725362684	0.0001269917462546	1.6126893324244022e-08	9.90406554583346e-06	-0.0086830729436678	0.0001821254576572	3.3169685368852336e-08	7.539575572559765e-05	-0.0491430746000008	-0.0222592022000054	0.0759823116000202	-0.0693571660000303	0.0076457266000068	0.0601382611000105	-0.080157985800017	0.0365129646000098	1
-6.106452470414599e-15	-5.772195601730536e-05	-7.582183213585244e-16	1.0000577219362232	-1.8837754990150368e-16	2.1209609395652742e-14	16.000291968688675	-0.2229609597392409	-0.0045593115724136	2.0787322008114616e-05	0.0497115895678532	-0.0033548243083017	-0.0175422467866406	0.0003077304223228	1.125484613750574e-05	0.189905673492544	0.0013180231592663	1.737185050752504e-06	0.0360641648246512	-0.0081500975381385	0.0002455144034543	6.027733268902929e-08	6.642408986504273e-05	0.0030580890889615	-8.898344731208299e-05	7.918052880073549e-09	9.351908868296825e-06	-0.0089493334573382	-0.0002662605136793	7.089465638570227e-08	8.009056933231826e-05	-0.0498191618999978	-0.0206175901000037	0.0750210202000182	-0.0710841610000305	0.0118685212000094	0.0565767047000095	-0.0810249106000174	0.0424638864000109	1
-5.881391686129629e-15	-1.374552399589366e-06	-1.3168290316801778e-15	1.000001374537497	-6.699285678639498e-16	-1.108381728404421e-13	15.999994058969792	-0.2233275438877353	-0.0003665841484919	1.343839282414325e-07	0.0498751918589396	0.0375678389345708	0.0409226632428599	0.0016746643669137	0.0014113425222314	0.200863481698614	0.0109578082060677	0.0001200735606814	0.0403461382800809	-0.0087212451156164	-0.0005711475774918	3.262095654992156e-07	7.60601163717871e-05	0.0031520280552726	9.393896632976728e-05	8.824516036160143e-09	9.935280850665746e-06	-0.0089210677762675	2.8265681084699745e-05	7.989374622035676e-10	7.958545026310686e-05	-0.0504898222999886	-0.0189669945000059	0.0739861832000201	-0.0726872773000305	0.0160590006000122	0.0527933465000082	-0.0814595325000163	0.0481189293000127	1
-5.918695539959658e-15	1.998758536871269e-05	-1.1727208663654753e-15	0.9999800123976428	-3.5366643366105286e-16	2.972715503852145e-13	15.999943627361992	-0.2210110299236609	0.002316513964085	5.366236941464135e-06	0.048845875347924	-0.0019988696796507	-0.0395667086142312	0.0015655244306003	3.995479985359096e-06	0.2276729035764806	0.0268094218778791	0.0007187451014439	0.0518349510229404	-0.0086370617875122	8.41833280999068e-05	7.0868246416555645e-09	7.459883631923148e-05	0.0033469858321019	0.0001949577768192	3.800854352116119e-08	1.1202314156507044e-05	-0.0091113630255188	-0.0001902952492502	3.621227092612226e-08	8.301693619830065e-05	-0.0511549825999843	-0.0173081344000075	0.0728788151000197	-0.0741637212000302	0.0202057554000139	0.0488030188000068	-0.0814595325000168	0.0534386900000132	1
