trial_type.1	trial_type.1_derivative	trial_type.2	trial_type.2_derivative	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	intercept
-8.328632408357975e-08	-2.0239698853392213e-07	4.898853665925574e-05	0.0014682917506951	-0.0435826248854338	-0.0027732700236383	7.691026623940773e-06	0.0018994451919099	0.0127397576204927	0.0127129880060449	0.0001616200640404	0.0001623014242285	0.053068185472826	0.0125964296934957	0.000158670041022	0.0028162323093788	0.0013017866903237	-7.586781087224813e-05	5.755922973648412e-09	1.6946485898301762e-06	-0.0016235744077044	8.311130308094773e-05	6.907488826272017e-09	2.635993858442632e-06	-0.000878947279315	0.000114378707023	1.3082487738535048e-08	7.725483196228527e-07	0.1413732884000017	0.1369525504000018	1
1.848793709352987e-07	5.507662183934471e-07	-0.0001959329834275	-0.0036207926056758	-0.0322336746525752	0.0113489502328599	0.0001287986713895	0.0010390097816079	0.0377410397133099	0.0250012820928168	0.0006250641062833	0.0014243860786416	0.0336042048050669	-0.0194639806677591	0.0003788465434353	0.0011292425805811	0.0006969540534331	-0.0006048326368909	3.658225196634043e-07	4.857449512132504e-07	-0.001507252672314	0.0001163217353908	1.3530744929943985e-08	2.2718106228391363e-06	-0.000724975065279	0.0001539722140359	2.3707443590829344e-08	5.255888459271293e-07	0.1406424190000019	0.1340669174000017	1
-3.875968927404607e-07	-1.47826254147155e-06	0.0211542082051415	0.0446617400011769	-0.0319852360045745	0.0002484386480009	6.17217610651891e-08	0.0010230553222681	-0.0004874061722556	-0.0382284458855656	0.0014614140748251	2.3756477698388007e-07	0.0207523637801765	-0.0128518410248905	0.0001651698177292	0.0004306606024645	0.0010290446925754	0.0003320906391425	1.1028419135264342e-07	1.05893298038986e-06	-0.0014178294160853	8.942325622998599e-05	7.996519248056748e-09	2.0102402552357863e-06	-0.0006402711489768	8.470391630264181e-05	7.174753094354772e-09	4.099471442355678e-07	0.1397670300000018	0.1306303747000014	1
7.390899570941412e-07	3.91363738365527e-06	0.2628675223972181	0.1827489306518121	-0.0322159438180036	-0.0002307078134303	5.32260948239274e-08	0.0010378670360845	0.059868148489841	0.0603555546620964	0.0036427929785704	0.0035841952036013	0.0015636921570917	-0.0191886716230846	0.0003682051186594	2.445133162236774e-06	0.0003201176608549	-0.0007089270317198	5.025775376631153e-07	1.0247531337864445e-07	-0.0012820955436387	0.0001357338724465	1.8423684327388963e-08	1.643768984234318e-06	-0.0005967952364791	4.347591249929696e-05	1.890155624909388e-09	3.5616455438894814e-07	0.1387480210000019	0.1266570438000018	1
-1.1587439311542693e-06	-1.0215995651142063e-05	0.673723000076263	0.1934250098251279	-0.0321592478544248	5.669596357896628e-05	3.214432296490467e-09	0.0010342172225622	0.0139945366871365	-0.0458736118027056	0.0021043882598252	0.0001958470570876	-0.0057497799108788	-0.0073134720679703	5.3486873689294376e-05	3.305996902318181e-05	0.0014406678792694	0.0011205502184163	1.2556327963449582e-06	2.075523943773828e-06	-0.0012823756220031	-2.800783646035397e-07	7.897758247047095e-14	1.6444872344113206e-06	-0.0005195766022544	7.721863422283032e-05	5.962717769155742e-09	2.6995984535028453e-07	0.1375864390000014	0.1221632519000018	1
8.850833002559503e-07	2.6264240656412307e-05	0.9707402808934604	0.0818907207294101	-0.0320528096597472	0.0001064381946765	1.1329089847283788e-08	0.0010273826070832	0.0605657807022214	0.0465712440150851	0.0021688807691123	0.0036682137920697	-0.0181407023436725	-0.0123909224327935	0.0001535349587363	0.0003290850815218	0.0009341183582916	-0.0005065495209793	2.5659241626705e-07	8.725771089203851e-07	-0.0014072555600195	-0.0001248799380177	1.5594999061040478e-08	1.980368213985801e-06	-0.0005433428039309	-2.37662016769582e-05	5.648331854287211e-10	2.952214022999285e-07	0.1362834776000014	0.117167464900002	1
3.4117912476643616e-06	-6.63112835983089e-05	0.9276656468431952	-0.1236690695515805	-0.0321879496596598	-0.0001351399999119	1.8262819653624407e-08	0.0010360641032924	0.0012433345046788	-0.0593224461975429	0.0035191526228609	1.545880690844981e-06	-0.0064933852708368	0.0116473170728361	0.0001356599949945	4.216405227518848e-05	0.0009341875020201	6.914372911943418e-08	3.101722652756936e-15	8.727062900656169e-07	-0.0012822286745677	0.0001250268854518	1.5631721804736735e-08	1.6441103739448086e-06	-0.0004879011089777	5.544169495249185e-05	3.0737814846343006e-09	2.380474923770258e-07	0.134840475800001	0.1116902118000019	1
-2.449094639471681e-05	0.0001644845812456	0.5572642825356594	-0.2077141762026123	-0.0322679806992185	-8.0031039559503e-05	6.404966210225352e-09	0.0010412225784047	0.0588811023430803	0.0576377678384018	0.003322112281394	0.0034669842131358	0.014134962448104	0.020628347718941	0.0004255287296127	0.0001997971634095	0.0004071979022876	-0.0005269895997322	2.777180389949918e-07	1.6581012925191146e-07	-0.0011791064247807	0.0001031222497859	1.0634198160940116e-08	1.390291960883227e-06	-0.0005132602111691	-2.535910219137798e-05	6.43083569985444e-10	2.6343604473929065e-07	0.1332589162000016	0.1057539996000015	1
0.0001091556773384	-0.000393487611744	0.198859272885073	-0.142246467367923	-0.0322394627122705	2.851798694764468e-05	8.13275832446289e-10	0.0010393829559765	0.0251287885385815	-0.0337523138045	0.0011392186871564	0.0006314560134164	-0.004625340791861	-0.0187603032399657	0.0003519489776562	2.1393777440238566e-05	0.0007131257052965	0.0003059278030083	9.359181929064404e-08	5.08548270914142e-07	-0.0010902465458178	8.885987896225686e-05	7.896077860089943e-09	1.1886375288615158e-06	-0.0006881121050826	-0.0001748518939135	3.0573185471629984e-08	4.7349826944372935e-07	0.1315404241000019	0.0993832215000011	1
-0.0003812680810849	0.0009055152226703	-0.0059537191092074	-0.068402064163817	-0.0255017961218023	0.0067376665904684	4.539615108362093e-05	0.0006503416054363	0.0581433634764619	0.0330145749378803	0.0010899621583277	0.0033806507163561	-0.00422999448741	0.0003953463044512	1.5629870060170045e-07	1.7892853363038386e-05	0.0003027094736583	-0.0004104162316379	1.6844148338478414e-07	9.163302407837808e-08	-0.001000087637257	9.01589085606379e-05	8.128628365274404e-09	1.00017528116089e-06	-0.0005808487644352	0.000107263340649	1.1505424211202536e-08	3.37385287063527e-07	0.1296867653000024	0.0926040565000008	1
