trial_type.onefifty	trial_type.onetwelve	trial_type.rinse	trial_type.seventyfive	trial_type.thirtyseven	trial_type.tless	trial_type.zero	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	cosine10	intercept
8.850971665009818e-17	-2.691493386687364e-15	-2.3003070716679654e-11	-1.855499160222523e-15	2.6178279161633396e-16	-6.273391656261462e-08	5.15177884476574e-10	6.591279767593674e-05	-2.263407837795943e-15	5.596962162958461e-16	4.344497150206609e-09	0.0001011303246544	-1.0820974441802288e-15	-1.351242594502378e-15	1.0227342692511616e-08	0.0944665971383071	4.8941116004343657e-17	-2.2430382683928053e-15	0.0089239379748882	0.0001609999960711	2.284877437710121e-15	-1.888008485909248e-15	2.59209976839097e-08	-0.0001200001364841	1.3697677567961444e-15	-4.11042065098938e-16	1.4400034420372636e-08	9.714900426868477e-09	-1.262406780308552e-15	-3.689021798240165e-15	-6.679775082163669e-15	-7.784401626111301e-15	-1.831164971129815e-15	-1.9290285364394187e-15	-1.5430855046152852e-16	7.371421610290039e-16	3.3789364265566356e-17	-3.7233840223618607e-16	-8.119359753814361e-16	-4.828396295139305e-17	-4.651101344365935e-16	-1.5339050367732402e-16	1
6.442967705586992e-16	-2.2655569663215178e-15	5.4921680149908685e-11	-2.3600375264318907e-15	-9.549524549935478e-17	2.496373670198577e-07	-1.936470935223713e-09	0.0507369169519391	0.050671004154267	0.0025675506620017	0.0025742347417885	0.2451515877796379	0.2450504574549799	0.0600497266988974	0.0600993009908879	0.439760275466685	0.3452936783283791	0.1192277242935494	0.1933890998785334	-0.0014609567180346	-0.0016219567141068	2.6307435805014094e-06	2.134394533602618e-06	0.0005272387170202	0.0006472388535023	4.189181344837167e-07	2.779806649287601e-07	0.0017288902699185	0.0017288805550176	2.9890279783540307e-06	2.9890615664611663e-06	-9.36160247446394e-15	-3.027426889053203e-15	-2.353878273986026e-15	-8.440580293926842e-16	1.1712607921619242e-16	3.245065113967576e-17	-5.880358546336108e-16	-6.470180615144477e-16	-5.49792826622571e-16	-7.41068251425801e-16	9.664529529948653e-17	1
1.0407611753275005e-15	-3.344845409441172e-15	-1.267324056978367e-10	-2.2552406753796084e-15	-8.609544229343197e-18	-8.667681459227599e-07	6.5251781856199815e-09	0.1328652295925403	0.0821283126406108	0.0067450597372002	0.0176531692346821	0.1366633522991404	-0.1084882354804977	0.0117696972376685	0.0186768718616344	0.7378992200510577	0.2981389445843792	0.0888868302778919	0.5444952589519692	-0.0010483403765973	0.0004126163414392	1.70252245222999e-07	1.099017543324843e-06	0.0011473227741187	0.0006200840570977	3.8450423672633673e-07	1.3163495498514956e-06	0.0032041080417867	0.0014752177718711	2.1762674752134325e-06	1.0266308338161052e-05	0.0717952275000018	0.0717934623999981	0.0717905206999992	0.0717864022999998	0.071781107299999	0.0717746358000004	0.0717669880000001	0.0717581639000004	0.0717481637000006	0.071736987600002	0.0717246357000012	1
4.427111669601413e-16	-3.1057439297499295e-15	2.7959129757563497e-10	-2.4508132394498763e-15	-2.1723534436265463e-16	2.788273644142589e-06	-2.0593433043345535e-08	0.0956830077732481	-0.0371822218192978	0.0013825176194183	0.0091552379765338	-0.0135365226288274	-0.1501998749279636	0.0225600024283804	0.0001832374448742	0.6113803829330621	-0.1265188371180024	0.0160070161456892	0.373785972635378	-0.0008892946912434	0.0001590456853477	2.5295530174216025e-08	7.908450468456824e-07	0.0001740063989049	-0.000973316375217	9.473447678228048e-07	3.027822651613324e-08	0.0033545846139424	0.0001504765721572	2.2643196081109075e-08	1.125323793838912e-05	0.0717905206999993	0.071774635799996	0.0717481636999975	0.0717111081999983	0.0716634747999987	0.0716052706	0.0715365039999995	0.0714571852000011	0.0713673260000004	0.0712669397000003	0.0711560409000007	1
6.080863930714701e-16	-2.7455398108306028e-15	-5.780886442450396e-10	-2.2605081800705096e-15	-7.962107165620657e-17	-8.52583860291551e-06	6.21166434530564e-08	0.0987252285421126	0.0030422207688622	9.255107204363203e-06	0.0097466707506959	-0.0088533679836497	0.0046831546451812	2.1931937430014647e-05	7.838212465123429e-05	0.5127681163823516	-0.0986122665507132	0.0097243791142672	0.2629311411783024	0.0001319730519796	0.0010212677432237	1.042987803736301e-06	1.74168855643898e-08	-0.0006237982084776	-0.0007978046073821	6.36492194443589e-07	3.8912420552934e-07	0.0031190487865979	-0.0002355358273472	5.547712703191224e-08	9.728465336441003e-06	0.0717811072999998	0.0717369875999979	0.0716634747999989	0.0715605991999996	0.0714284027000001	0.071266939700001	0.0710762761000005	0.0708564903000015	0.0706076722000009	0.0703299237000008	0.070023358700001	1
3.4524952942604544e-16	-2.8095936698680485e-15	1.0730939483934964e-09	-2.2338120693718888e-15	-1.3813092559012482e-16	2.511472021024096e-05	-1.8102722935038474e-07	0.0876071436515438	-0.01111808489057	0.0001236118116319	0.007675011618784	-0.0052783213653259	0.0035750466183246	1.2780958322658606e-05	2.7860676433356127e-05	0.4970353172952255	-0.0157327990871266	0.0002475209671139	0.2470441066387639	-0.0002059184360361	-0.0003378914880158	1.141706583246453e-07	4.240240151825044e-08	-0.0004137873718158	0.000210010836663	4.410454996425426e-08	1.712199894047541e-07	0.0028139625186754	-0.0003050862679244	9.307763253949037e-08	7.918385057801248e-06	0.0717669880000001	0.0716805275999988	0.0715365039999997	0.0713350329000004	0.0710762761000007	0.0707604415000013	0.0703877825000008	0.0699585986000014	0.0694732343000012	0.0689320795000012	0.068335568600001	1
5.62952817619877e-16	-2.6222026240977906e-15	-1.5808487877527663e-09	-2.4307200624012364e-15	4.3699918198230176e-17	-7.19295379633053e-05	5.129570221741646e-07	0.0876906646513932	8.352099985081701e-05	6.9757553318359075e-09	0.007689652667005	0.0959308599899504	0.101209181355275	0.0102432983906052	0.0092027298984139	0.5309620630384332	0.0339267457432073	0.0011510240767209	0.2819207123860298	-0.0006153832689111	-0.0004094648328758	1.6766144976969126e-07	3.786965675908869e-07	-0.0004204043297215	-6.616957906543374e-06	4.378287422848734e-11	1.7673980047197197e-07	0.002936374229403	0.0001224117107265	1.4984624823931752e-08	8.622293618461231e-06	0.0717481637	0.0716052705999993	0.0713673259999999	0.0710346460000006	0.070607672200001	0.0700869712000013	0.0694732343000009	0.0687672762000012	0.0679700341000014	0.0670825661000014	0.0661060504000011	1
2.881577853229197e-16	-2.7472621149511253e-15	7.878754649256704e-10	-3.8588427343343686e-16	6.213947074549266e-17	0.000201782217037	-1.4186271646995852e-06	0.0947616945952394	0.0070710299438446	4.999946446482189e-05	0.0089797787625656	0.0751606236100346	-0.0207702363799173	0.0004314027192765	0.0056491193414505	0.5015925006112759	-0.029369562427158	0.0008625711971598	0.2515950366694727	-0.0002108849458935	0.0004044983230174	1.6361889411943397e-07	4.44724603893703e-08	-0.000402821982857	1.7582346865618427e-05	3.0913816569199937e-10	1.6226555032515346e-07	0.0030569612449708	0.0001205870155668	1.4541226903229709e-08	9.345012058737075e-06	0.0717246357000004	0.0715112362999993	0.0711560409000001	0.0706597537000005	0.0700233587000009	0.0692481180000014	0.0683355686000008	0.0672875200000011	0.0661060504000013	0.0647935023000013	0.0633524785000011	1
3.0225064633225543e-16	-2.823273248728761e-15	6.884902284469059e-09	-9.975492466102471e-15	8.835599634268874e-17	-0.0005324498473218	3.837642915952893e-06	0.0846283600632404	-0.0101333345320011	0.0001026844687356	0.0071619593269973	0.0295249338343402	-0.0456356897756935	0.0020826161813024	0.0008717217179222	0.437597238764158	-0.0639952618471202	0.0040953935388796	0.1914913433740125	-0.0006432180830407	-0.0004323331371469	1.869119417757507e-07	4.137295024954356e-07	-0.0002093678721159	0.0001934541107411	3.742449150520405e-08	4.3834906678726414e-08	0.0026994356092739	-0.0003575256356989	1.2782458078192018e-07	7.28695261107531e-06	0.0716964054000006	0.0713984494999998	0.0709027731000005	0.0702107489000008	0.0693242934000012	0.0682458613000016	0.066978439100001	0.0655255366000012	0.0638911772000014	0.0620798870000014	0.0600966818000011	1
2.834824256410037e-16	-2.8296059012113856e-15	-4.1422278812183584e-08	2.713585728206988e-14	1.1461534200826316e-16	0.0012323942725357	-1.0165669172923496e-05	0.0143918417230412	-0.0702365183402014	0.0049331685085632	0.0002071251081772	-0.0379231595259155	-0.0674480933602559	0.0045492452979326	0.0014381660284279	0.3313573871594879	-0.106239851604672	0.011286906068983	0.1097977180251589	-0.0019572707614772	-0.0013140526784377	1.7267344403376056e-06	3.830908834673028e-06	-0.0017159077103439	-0.001506539838231	2.2696622900145832e-06	2.944339267072004e-06	0.0014368233799993	-0.0012626122292781	1.5941896456591485e-06	2.064461426331831e-06	0.0716634748000021	0.0712669397000008	0.0706076722000015	0.0696881028000015	0.0685116217000018	0.0670825661000022	0.0654062042000013	0.0634887162000019	0.0613371711000018	0.0589595007000014	0.0563644705000015	1
