trial_type.Finger	trial_type.Foot	trial_type.Lips	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	intercept
-0.0001097991120879	-3.605807713842107e-10	1.0988746913355032e-14	-0.5187450000000046	3.944125485076872e-16	7.485432244580139e-16	0.269096375025004	-0.6519740000000085	-1.6845159317945755e-16	1.1832443362896632e-17	0.425070096676006	-1.0910000000000124	2.6844985075076626e-15	-4.341189710627481e-16	1.1902810000000168	0.0061535499999999	-4.62993558954319e-16	-5.4622424791230786e-17	3.786617760219861e-05	0.0044618700000001	2.7821962664730223e-16	1.2141067592237222e-16	1.990828389711069e-05	-0.0071468800000001	2.982515198267184e-16	-4.338933267789181e-17	5.107789373482568e-05	4.102117048388645e-16	-1.4123358859792302e-16	1.1502448452600632e-15	4.178552954019262e-16	1.0485100338624746e-16	-8.691350978789135e-17	1
0.0002625917052659	1.3431722595743355e-09	-2.8391542368941555e-14	-0.0213568999999995	0.497388100000007	0.2473949220216157	0.00045611717761	0.1034880000000012	0.7554620000000102	0.570722833444008	0.0107097661440001	-0.1115840000000037	0.9794160000000088	0.9592557010560115	0.0124509890559998	0.0023787899999999	-0.00377476	1.4248813057532443e-05	5.658641864038785e-06	-0.000804426	-0.005266296	2.773387355980732e-05	6.47101189435083e-07	0.000524525	0.0076714050000001	5.885045467434512e-05	2.751264756463952e-07	0.1045378235000013	0.1045262702000009	0.104507015700001	0.1044800614000012	0.1044454093000015	0.104403061800001	1
-0.0005923868333048	-4.5200860072901506e-09	6.859541292618803e-14	-0.0324436999999981	-0.011086800000001	0.0001229171342373	0.0010525936696912	-0.041765399999999	-0.145253400000002	0.021098550211559	0.0017443486371599	0.1322869999999999	0.2438710000000017	0.0594730646410018	0.0174998503690007	-0.0018370200000031	-0.0042158100000024	1.7773053959739814e-05	3.3746424783028723e-06	1.6354499997002527e-05	0.0008207805000043	6.736806344612221e-07	2.6747044355779367e-10	-0.0005148839999984	-0.0010394090000047	1.0803710732612024e-06	2.651055339021407e-07	0.1045070157000022	0.104403061800002	0.1042298819000013	0.1039875908000017	0.1036763492000018	0.1032963634000022	1
0.001256211728698	1.4301623898198694e-08	-1.7321366473426925e-13	-0.0467793999999991	-0.0143357000000005	0.0002055122944929	0.0021883122643598	-0.0168122000000009	0.0249532000000006	0.000622662190238	0.0002826500688391	0.0499432000000003	-0.0823438000000011	0.0067805013984396	0.0024943232262397	-0.0012794900000039	0.000557530000001	3.10839700162278e-07	1.637094657334367e-06	3.29898999987923e-05	1.6635399999928676e-05	2.7673504156592305e-10	1.088333258031845e-09	-0.0006575930000004	-0.000142708999999	2.036585735512228e-08	4.324285540355626e-07	0.1044454093000019	0.1041567902000024	0.1036763492000016	0.1030049709000018	0.1021438918000023	0.1010946978000019	1
-0.0031501429754478	-4.3356590600927945e-08	4.204205429579348e-13	-0.0307332999999986	0.0160461000000002	0.0002574773252094	0.0009445357288901	0.0973846000000025	0.1141968000000015	0.0130409091302397	0.0094837603171621	-0.0228614000000003	-0.0728045999999997	0.0053005097811582	0.00052264360996	0.0014689399999983	0.0027484300000031	7.553867466730649e-06	2.157784726139341e-06	0.0005650060000036	0.0005320161000027	2.830411327904994e-07	3.192317788661568e-07	-0.0006110919999997	4.650100000017517e-05	2.162341494807986e-09	3.734334324366156e-07	0.1043530222000025	0.1037877458000018	0.1028478854000017	0.1015368333000016	0.0998593211000018	0.0978214033000022	1
0.0580027067481377	1.272384541590502e-07	-1.0015043743088537e-12	-0.0296089999999983	0.0011243000000002	1.264050489716099e-06	0.0008766928810007	-0.0368569999999991	-0.134241600000002	0.0180208071705612	0.0013584384489999	0.1219360000000001	0.1447974000000003	0.02096628704676	0.014868388096001	-0.0013483400000023	-0.0028172800000008	7.937066598182226e-06	1.81802075314829e-06	0.0001627140000028	-0.0004022920000042	1.618388542465108e-07	2.647584446704472e-08	-0.0004024489999997	0.0002086430000017	4.353190089521851e-08	1.6196519790344418e-07	0.1042298819000021	0.1032963634000019	0.1017466876000014	0.0995900981000015	0.0968394590000018	0.093511177600002	1
0.4666241533427684	-3.636743482185289e-07	2.295012057365346e-12	-0.0296519999999983	-4.300000000065204e-05	1.849000125931231e-09	0.0008792411040009	0.0648438000000009	0.1017008000000012	0.0103430527206394	0.0042047183984403	-0.0056604399999999	-0.1275964400000009	0.0162808515006736	3.2040580993800296e-05	0.0013017000000004	0.0026500400000024	7.022712002378321e-06	1.6944228910737598e-06	0.0002829600000018	0.0001202460000004	1.4459099002795792e-08	8.006636070517591e-08	-0.0008980510000011	-0.0004956020000015	2.45621343792254e-07	8.064955977908194e-07	0.104076024600002	0.1026832224000021	0.1003756758000013	0.0971739413000016	0.0931065414000018	0.0882097101000018	1
0.919609811624787	1.0161394831384197e-06	-5.029924833059236e-12	-0.0296734999999988	-2.150000000021203e-05	4.6225131759794895e-10	0.0008805166022501	0.0666863000000013	0.0018424999999997	3.394806248923503e-06	0.0044470626076901	-0.0379195000000019	-0.0322590600000001	0.0010406469520833	0.0014378884802505	0.0010600800000008	-0.0002416200000009	5.8380220758244646e-08	1.1237696079817232e-06	-2.994759999968509e-05	-0.0003129076000022	9.791116728636637e-08	8.968585090919648e-10	-0.0010377200000019	-0.000139669	1.950742960269521e-08	1.0768627960847416e-06	0.103891495500002	0.1019490454000017	0.0987384857000015	0.0942997516000019	0.0886880550000012	0.081973197700002	1
1.1132863453093118	-2.7798056950148286e-06	1.027701140361626e-11	-0.0471153999999996	-0.0174419000000008	0.0003042198756088	0.0022198609171598	-0.0719089000000014	-0.1385952000000012	0.0192086294630407	0.0051708898992096	0.1410610000000001	0.1789805000000006	0.0320340193802505	0.0198982057210003	-0.0012870899999996	-0.0023471700000003	5.509207008127924e-06	1.656600665521982e-06	-2.99476000015872e-05	-1.0921587922427657e-15	-2.3435289960246493e-15	8.968593423339742e-10	-0.0005792980000005	0.000458422000003	2.1015073108375625e-07	3.355861714422109e-07	0.1036763492000013	0.1010946978000022	0.096839459000001	0.0909810766000016	0.0836165341000015	0.0748677491000014	1
1.1417609965614135	7.453186734844951e-06	-1.8690258797128303e-11	-0.0589441000000003	-0.0118287000000015	0.0001399181436882	0.0034744069248092	0.0703621000000002	0.1422710000000019	0.0202410374410005	0.0049508251164093	-0.0457435000000005	-0.1868045000000021	0.0348959212202511	0.0020924677922501	0.0006737330000001	0.0019608229999999	3.844826835501643e-06	4.539161562410236e-07	-2.9947600002242e-05	-1.03377670553634e-16	-1.7191563242501413e-15	8.968609246324358e-10	-0.0004776829999988	0.0001016150000006	1.03256076124171e-08	2.281810491749996e-07	0.1034306490000019	0.1001211868000019	0.0946836314000013	0.0872335589000014	0.0779293219000014	0.0669686837000015	1
