trial_type.fixation	trial_type.word_list1	trial_type.word_list2	trial_type.word_list3	rt_reg.rt	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	intercept
-0.211820099496457	-2.119529702372701e-05	-1.0669259309535712e-15	-1.4833380004729017e-15	-4.556372571140327e-05	0.0129213663582111	2.9715588289236954e-16	-1.1539779624081626e-15	0.0001669617085615	-0.0487027905970554	1.832619920028115e-15	-2.122767233673067e-15	0.002371961811945	-0.0597070173571261	7.308528559071503e-16	-2.2104423735249814e-17	0.0035649279216849	6.200000149626664e-05	-5.199644379370969e-16	-5.205993482165782e-16	3.844000525542384e-09	0.0002790001367771	3.4445034223840327e-16	1.6464393417495994e-16	7.784107674342181e-08	-8.65241882037609e-09	-7.218982216283343e-16	-3.866449253825276e-16	-2.0307606489198843e-15	0.1139546482999987	0.1139368645000007	0.1139072268000015	1
0.3419990574921944	3.5444009152524457e-05	-4.81692058085599e-16	-1.0995586772760841e-15	0.0001089124758491	0.0126728845593769	-0.000248481798834	6.174320334932386e-08	0.0001606020030539	-0.0132732653731473	0.0354295252239073	0.001255251257592	0.0001761795736642	-0.0478951616142476	0.0118118557428781	0.00013951993609	0.0022939465060557	-1.750935344346785e-05	-7.950935493840454e-05	6.321736158733581e-09	3.065777100681273e-10	0.0003339993812618	5.499924448461087e-05	3.02491606550283e-09	1.1155559010588897e-07	5.6002995543628665e-05	5.6011647962704e-05	3.1373047459717902e-09	3.1363315609709003e-09	0.1139072268	0.1137472278000014	0.1134807293000015	1
0.936089323399538	-3.021198895379576e-05	-1.9911745624419439e-16	-6.643340237784823e-16	0.0001427732685471	0.022081813858975	0.0094089292995983	8.852795056536418e-05	0.0004876065033023	-0.0257410001524817	-0.012467734779335	0.0001554444105246	0.0006625990888518	-0.0482174455509581	-0.000322283936711	1.0386693602916737e-07	0.0023249220554601	0.0001810000010931	0.0001985093545351	3.9405964184282914e-08	3.276100155109006e-08	2.2714836360662605e-08	-0.0003339766664232	1.1154041488760457e-07	-2.7081774575429304e-15	0.0002509999946193	0.0001949969990752	3.802382884910555e-08	6.30009973204821e-08	0.1138124035000015	0.1133682701000017	0.1126293311000011	1
-0.1913391466798867	-8.073677347807229e-05	-6.259313574707145e-16	-1.768400841376367e-15	0.0025768620993313	0.0339624668368987	0.0118806529779243	0.0001411499151839	0.0011534491536486	0.0076379781913253	0.0333789783438065	0.0011141561952754	5.833871084918352e-05	-0.0315450634679988	0.0166723820829604	0.0002779683243196	0.0009950910292005	-0.0005890460518401	-0.0007700460529324	5.929709266348005e-07	3.469752505061533e-07	0.0002678981130998	0.0002678753982648	7.175722975461095e-08	7.176940067949444e-08	0.0003440785803503	9.307858573236656e-05	8.663623491343981e-09	1.1839006871347276e-07	0.1136702180000021	0.1128006221000012	0.1113562201000013	1
0.0294128774173654	0.0001964126785202	-8.062254952921969e-16	-1.1994118237470686e-15	0.0001794425055236	0.0259728879299403	-0.0079895789069606	6.383337111183642e-05	0.0006745909074217	-0.0191930022436979	-0.0268309804350241	0.0007199015111027	0.0003683713351274	-0.0315705504233145	-2.548695531576461e-05	6.49583670536649e-10	0.0009966996540312	-7.709458153032027e-05	0.0005119514703111	2.620943087265755e-07	5.943574768646812e-09	0.0003169771721611	4.9079059060531255e-05	2.408753720844108e-09	1.0047452838265715e-07	0.0005970117548994	0.0002529331745473	6.39751916933338e-08	3.564230408339188e-07	0.1134807293000023	0.1120452286000016	0.1096661632000013	1
0.0128695784746215	0.0218373188470815	-8.07635052500261e-16	-1.4265638592078104e-15	0.0266464555365696	0.0327552647406599	0.0067823768107198	4.600063520354136e-05	0.0010729073682327	0.0272276171154305	0.0464206193591272	0.0021548739016866	0.0007413431337807	-0.0314541375299385	0.0001164128933761	1.3551959960993532e-08	0.0009893627677533	-0.0006290315954418	-0.0005519370139103	3.046344670100417e-07	3.956807477108217e-07	0.0001143241369679	-0.0002026530351944	4.106825205617752e-08	1.3070007285229848e-08	0.0005590361876201	-3.797556728055444e-05	1.4421426880578752e-09	3.125214607560457e-07	0.1132440163000029	0.1111033469000015	0.1075654884000011	1
-0.0169510075564676	0.2700097882405731	-1.3301571352231274e-15	-1.8342812913480667e-15	0.1853330006863906	0.0298200609454272	-0.0029352037952333	8.615421319176404e-06	0.0008892360347905	-0.0324549540783919	-0.0596825711938213	0.0035620093043096	0.0010533240442339	-0.0285365364856062	0.0029176010443315	8.512395853002837e-06	0.0008143339145945	-0.0001780666940538	0.0004509649013881	2.0336934225457e-07	3.170774719038875e-08	0.0002559538574567	0.0001416297204891	2.0058976026502232e-08	6.551237640443712e-08	0.00052102249171	-3.801369591126986e-05	1.4450386852053032e-09	2.714644397779154e-07	0.1129601775000015	0.1099765446000013	0.1050620612000016	1
0.0116760701140546	0.5680768323745741	-1.050030229493761e-15	-1.4864416866180184e-15	0.2530366478190641	0.0265355717552195	-0.0032844891902076	1.0787869239781348e-05	0.0007041365683767	0.0117770838783121	0.0442320379567071	0.0019564731818048	0.0001386997046752	-0.0005746745169198	0.0279618619686852	0.0007818657247561	3.302507996271877e-07	-0.0004980717632512	-0.0003200050691977	1.0240324281084623e-07	2.480754813575597e-07	0.00025536019849	-5.936589662227962e-07	3.5178420686224113e-13	6.520883234537755e-08	0.0005610636684941	4.004117678175842e-05	1.603294873366606e-09	3.147924449982691e-07	0.1126293311000012	0.1086666972000015	0.1021652549000019	1
-0.0063234557996102	0.5003318412656356	-7.192591915205674e-16	-1.1497711219770477e-15	0.1607096408033591	0.0281463774521331	0.0016108056969134	2.594694992524458e-06	0.0007922185636787	-0.0195784783984609	-0.0313555622767734	0.0009831712856914	0.0003833168164021	0.0067673015684876	0.0073419760854064	5.390461283834583e-05	4.5796370517069215e-05	-0.0001100105000351	0.0003880612632156	1.505915451703069e-07	1.2102310530019089e-08	0.0002559954840158	6.352855269451384e-07	4.020540689849978e-13	6.553368861746374e-08	8.201404510104454e-05	-0.0004790496233937	2.294885464762203e-07	6.726302152853022e-09	0.1122516147000024	0.1071759848000021	0.0988859160000019	1
0.0029057731973038	0.259431419860109	-6.4347032157376895e-16	-1.1586285998677813e-15	0.0668658639706424	0.0299138686549323	0.0017674912027982	3.1240251516821435e-06	0.0008948395379053	0.0125755248450607	0.0321540032435217	0.0010338799245838	0.0001581438251273	0.0006602596624735	-0.0061070419060144	3.729596084071153e-05	4.359428205420957e-07	-0.0003950021484904	-0.0002849916484545	8.122023936217861e-08	1.560266968393139e-07	5.298382044918094e-05	-0.0002030116635664	4.121373491466266e-08	2.8072834091865662e-09	8.201045440432936e-05	-3.5906932680842104e-09	-5.727466374699644e-16	6.725712484759191e-09	0.1118271855000031	0.1055068886000021	0.0952363231000013	1
-0.0011282710147216	0.0803332276414131	-6.55290403595948e-16	-1.1562255210963085e-15	0.0076914633223568	0.0229982625988058	-0.0069156060561281	4.7825607124344685e-05	0.0005289200825643	-0.0162211989612199	-0.028796723806282	0.0008292513019748	0.0002631272957396	-0.036180976423471	-0.036841236085944	0.0013572766763435	0.0013090630549571	0.0001109468843998	0.0005059490328906	2.559844240107937e-07	1.2309212611405042e-08	0.0002560226637332	0.0002030388432834	4.122477146035131e-08	6.554760505794855e-08	0.0004149858995141	0.0003329754451109	1.1087264975681749e-07	1.7221329855367257e-07	0.1113562201000021	0.103662186600001	0.091230141300001	1
0.0003327721100858	0.0125082011154433	-9.27605455010647e-16	-1.4828699139812632e-15	0.0115019976516165	0.0243520245441444	0.0013537619453391	1.8326714035944303e-06	0.0005930210993983	0.0323431787100235	0.0485643776712425	0.0023584987785969	0.0010460812090661	-0.0050080978088505	0.0311728786146213	0.0009717483611231	2.508104366234266e-05	-6.60623348913425e-05	-0.0001770092192927	3.1332261972797394e-08	4.364232871684281e-09	0.0002559839812345	-3.8682500059716944e-08	1.1520852011686493e-15	6.55278019804416e-08	0.0004870086078699	7.202270835331854e-05	5.187269242156533e-09	2.37177387138994e-07	0.1108389146000032	0.1016449490000018	0.086882370700001	1
