trial_type.Task	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	intercept
-0.0005161221131173	-0.2767890000000034	1.6877947841433032e-16	-1.4746996491300855e-16	0.0766121505210016	-0.3643050000000068	-2.2986235702702427e-16	-3.4350209476707795e-16	0.1327181330250011	-0.7322530000000071	7.673358231916112e-16	-4.1885810720387957e-16	0.5361944560090088	-0.0003568719999998	-6.510598155422604e-17	3.5592454927717924e-17	1.2735762433792396e-07	0.0018726499999999	-5.605213643892345e-17	-3.4635872947452693e-18	3.506818022494185e-06	-0.00275606	-2.037322638415597e-17	-4.0154050589448585e-17	7.595866723723245e-06	9.773400927349802e-16	-1.0045774168238158e-15	-3.5534111709334163e-16	-4.3642720519628357e-16	1
0.0015883673721175	-0.0372904000000008	0.2394986000000039	0.0573595794019615	0.00139057393216	-0.0320201000000029	0.3322849000000055	0.1104132547680123	0.0010252868040094	-0.1545600000000023	0.5776930000000087	0.3337292022490079	0.0238887936	0.00133863	0.0016955019999999	2.874727032075263e-06	1.7919302768068026e-06	-6.123140000020543e-05	-0.0019338814	3.7398972693310502e-06	3.749284294226238e-09	-0.0014335899999999	0.0013224699999999	1.748926900790974e-06	2.0551802882268573e-06	0.1632635019000032	0.1631560749000015	0.1629770823000025	0.1627266025000012	1
-0.0046620305942551	-0.039175100000001	-0.0018846999999987	3.552094088770403e-06	0.001534688460011	-0.1837650000000059	-0.1517449000000047	0.0230265146760162	0.0337695752250028	-0.1142890000000018	0.0402709999999999	0.001621753441	0.0130619755209978	0.0006838359999994	-0.000654794000001	4.287551836671583e-07	4.676316761586658e-07	-0.0004096520000011	-0.0003484205999996	1.2139691487516732e-07	1.6781476235335206e-07	-0.0013276999999999	0.00010589	1.1212692272128871e-08	1.7627872884320568e-06	0.1629770823000033	0.1620116523000021	0.1604068363000025	0.1581689679000021	1
0.012608183211441	-0.0422850000000005	-0.0031099000000001	9.671478010939577e-06	0.0017880212249986	-0.1830450000000076	0.0007200000000006	5.18399996616724e-07	0.0335054720250027	-0.1309960000000016	-0.016707000000001	0.0002791238490002	0.0171599520159968	0.0010763099999984	0.0003924740000015	1.5403583992615945e-07	1.1584432162860145e-06	-9.103689999915752e-05	0.0003186151000016	1.015155818000233e-07	8.287716515208374e-09	-0.001200319999999	0.0001273800000013	1.6225663659819026e-08	1.440768098154916e-06	0.1624047454000023	0.1597308343000023	0.1553068788000023	0.149181348500002	1
-0.0278934619538128	-0.0326267000000006	0.0096583000000001	9.3282758890256e-05	0.0010645015528892	-0.1491030000000071	0.033942000000002	0.001152059363997	0.0222317046090013	-0.1004240000000011	0.0305720000000007	0.000934647183998	0.0100849797759976	0.0014938199999999	0.0004175100000009	1.743145991621779e-07	2.23149819183042e-06	-5.3557699979458494e-06	8.56811299985711e-05	7.3412541833743845e-09	2.8683770851881366e-11	-0.0017337600000006	-0.0005334400000016	2.84558234852954e-07	3.005923741599048e-06	0.1615474955000028	0.1563296193000023	0.1477576389000022	0.136015469000002	1
0.5092025212694308	-0.0144333999999999	0.0181932999999995	0.0003309961648896	0.0002083230355581	0.0179696000000002	0.167072600000004	0.0279132536707669	0.0003229065241563	-0.1739690000000013	-0.0735450000000017	0.0054088670249956	0.0302652129610006	0.0019448600000005	0.0004510400000001	2.034370803128259e-07	3.782480420098178e-06	-1.0694799997809391e-05	-5.339030001094061e-06	2.8504624802345512e-11	1.1437847804279942e-10	-0.001108819999999	0.0006249399999999	3.905500027943664e-07	1.2294817930314022e-06	0.160406836300002	0.1518318644000022	0.1378781729000019	0.1190400784000017	1
1.1379904155324705	0.0037065100000007	0.0181399100000006	0.0003290563348077	1.3738216379099356e-05	-0.0015760399999955	-0.0195456400000016	0.0003820320430067	2.483902080100886e-06	-0.116941999999999	0.0570270000000003	0.0032520787289984	0.0136754313640002	0.0022849399999988	0.0003400800000016	1.156544067864042e-07	5.220950802332027e-06	-0.0001232979999992	-0.0001126032000017	1.2679482361443617e-08	1.5202397728627472e-08	-0.0013685199999992	-0.0002597000000021	6.744408954129987e-08	1.872846990824532e-06	0.1589847691	0.1462691179000017	0.125824285700001	0.0987306220000013	1
1.0944214145366211	-0.0081966399999989	-0.0119031500000014	0.0001416849799222	6.71849072902509e-05	-0.0729619999999979	-0.0713859600000024	0.0050959552851217	0.005323453444001	-0.0778410999999972	0.0391008999999994	0.0015288803808104	0.0060592368492097	0.0018173399999995	-0.0004676000000021	2.1864976107060615e-07	3.3027246745682622e-06	-0.0003447660000013	-0.000221468	4.904807514227569e-08	1.1886359441220289e-07	-0.0016566400000029	-0.0002881199999989	8.301313438453567e-08	2.744456094386792e-06	0.1572837884999994	0.1396803988000016	0.1117860743000004	0.0756559257000008	1
1.0319237113508848	0.001751190000002	0.0099478299999993	9.895932170705844e-05	3.06666641268856e-06	0.0257299000000031	0.0986919000000013	0.0097400911256097	0.0006620277540074	-0.181885	-0.1040439000000037	0.0108251331272114	0.0330821532250009	0.001725969999997	-9.137000000094772e-05	8.348477160004373e-09	2.978972441706697e-06	-0.0002357670000007	0.0001089990000015	1.1880781917020686e-08	5.558607859604726e-08	-0.0007261109999997	0.0009305290000016	8.658842209932165e-07	5.272371809543576e-07	0.1553068787999998	0.1321119220000016	0.0959849298000006	0.0504622639000005	1
0.991926974972459	0.001667190000001	-8.400000000151857e-05	7.055996414471954e-09	2.779522497938739e-06	0.0131487000000035	-0.0125812000000008	0.0001582865934376	0.000172888311689	-0.0961953999999994	0.0856896000000015	0.0073427075481589	0.0092535549811598	0.002387779999999	0.0006618100000027	4.3799247762660083e-07	5.701493327430603e-06	-7.981360000053208e-05	0.0001559534000007	2.4321463445606297e-08	6.3702108856460626e-09	-0.0013263800000001	-0.0006002690000017	3.603228736368981e-07	1.7592839048820343e-06	0.1530575080000007	0.1236167749000012	0.0786700456000004	0.0238552587000002	1
